Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP14;qValue;fold;log2(fold)
;6584062;6580256;;-;-;SCO6004;ATP/GTP binding protein;17;7;1;2,428571429;1,280107919
;213427;213870;213870;+;-;SCO0220;hypothetical protein;24;7;1;3,428571429;1,777607579
1237012;1237012;1238535;1238535;+;-;SCO1174;aldehyde dehydrogenase;31;7;3,25E-04;4,428571429;2,146841388
;256281;256442;;+;-;SCO0268;hypothetical protein;34;7;0,010091423;4,857142857;2,280107919
;162661;163119;;+;-;SCO0172;hypothetical protein;38;7;4,45E-04;5,428571429;2,440572591
170570;170570;169584;169584;-;-;SCO0181;hypothetical protein;171;7;6,71E-208;24,42857143;4,610497593
;272834;272466;;-;-;SCO0281;hypothetical protein;1;8;1;0,125;-3
;978444;977491;;-;-;SCO0930;lipoprotein;1;8;1;0,125;-3
;1091860;1091111;;-;-;SCO1032;ABC transporter ATP-binding protein;1;8;1;0,125;-3
;1098966;1098616;;-;-;SCO1042;hypothetical protein;1;8;1;0,125;-3
;1217655;1217041;;-;-;SCO1157;ATP/GTP binding protein;1;8;1;0,125;-3
;2517893;2518537;;+;-;SCO2348;hypothetical protein;1;8;1;0,125;-3
;2942785;2942904;;+;-;SCO2698;small hydrophilic protein;1;8;1;0,125;-3
;5623391;5624458;;+;-;SCO5175;hypothetical protein;1;8;1;0,125;-3
;7030195;7029575;;-;-;SCO6368;lipoprotein;1;8;1;0,125;-3
;7149468;7150940;;+;-;SCO6461;ADA-like regulatory protein;1;8;1;0,125;-3
;393218;392484;;-;-;SCO0378;hypothetical protein;1;8;1;0,125;-3
;415300;415947;;+;-;SCO0394;hypothetical protein;1;8;1;0,125;-3
;488614;489357;;+;-;SCO0467;hypothetical protein;1;8;1;0,125;-3
;946045;946941;;+;-;SCO0899;hydrolase;1;8;1;0,125;-3
;1094465;1094866;;+;-;SCO1037;hypothetical protein;1;8;1;0,125;-3
;1192610;1191618;;-;-;SCO1133;oxidoreductase, molybdopterin binding subunit;1;8;1;0,125;-3
;2944875;2944306;;-;-;SCO2701;tyrosinase co-factor;1;8;1;0,125;-3
;3110833;3110120;;-;-;SCO2851;hypothetical protein;1;8;1;0,125;-3
;3624859;3624449;;-;-;SCO3281;hypothetical protein;1;8;1;0,125;-3
;4133346;4132135;;-;-;SCO3759;hypothetical protein;1;8;1;0,125;-3
;5047663;5047328;;-;-;SCO4624;hypothetical protein;1;8;1;0,125;-3
;7630887;7630450;;-;-;SCO6860;hypothetical protein;1;8;1;0,125;-3
;8209387;8208050;;-;-;SCO7396;hypothetical protein;1;8;1;0,125;-3
;8591087;8590974;;-;-;SCO7760;oxidoreductase fragment;1;8;1;0,125;-3
;221599;221414;;-;-;SCO0232;hypothetical protein;2;8;1;0,25;-2
;415951;416976;;+;-;SCO0395;epimerase/dehydratase;2;8;1;0,25;-2
;597079;595484;;-;-;SCO0555;membrane-bound oxidoreductase;2;8;1;0,25;-2
;1031372;1031136;;-;-;SCO0979;hypothetical protein;2;8;1;0,25;-2
;1059873;1059073;;-;-;SCO1004;hypothetical protein;2;8;1;0,25;-2
;1181857;1181366;;-;-;SCO1124;hypothetical protein;2;8;1;0,25;-2
;1987555;1986827;;-;-;SCO1854;permease;2;8;1;0,25;-2
;4426959;4426138;;-;-;SCO4030;hypothetical protein;2;8;1;0,25;-2
;4537897;4536527;;-;-;SCO4124;two-component sensor kinase;2;8;1;0,25;-2
;4555531;4554467;;-;-;SCO4140;phosphate ABC transporter permease;2;8;1;0,25;-2
;4872768;4874393;;+;-;SCO4451;export protein;2;8;1;0,25;-2
;5215302;5214259;;-;-;SCO4793;hypothetical protein;2;8;1;0,25;-2
;5313363;5314301;;+;-;SCO4881;polysaccharide biosynthesis-like protein;2;8;1;0,25;-2
;5567385;5568368;;+;-;SCO5120;peptide transport system ATP-binding protein;2;8;1;0,25;-2
;5901637;5900696;;-;-;SCO5429;integral membrane transport protein;2;8;1;0,25;-2
;7558302;7558856;;+;-;SCO6797;ATP/GTP binding protein;2;8;1;0,25;-2
;7612807;7610762;;-;-;SCO6840;hypothetical protein;2;8;1;0,25;-2
;8383428;8382232;;-;-;SCO7559;sugar hydrolase;2;8;1;0,25;-2
;69799;70647;;+;-;SCO0083;transposase;3;8;1;0,375;-1,415037499
;570520;571848;;+;-;SCO0538;sugar transporter sugar binding lipoprotein;3;8;1;0,375;-1,415037499
;1036797;1037666;;+;-;SCO0984;3-hydroxybutyryl-CoA dehydrogenase;3;8;1;0,375;-1,415037499
;1136689;1135646;;-;-;SCO1075;hypothetical protein;3;8;1;0,375;-1,415037499
;3516275;3517573;;+;-;SCO3208;hypothetical protein;3;8;1;0,375;-1,415037499
;5093666;5093313;;-;-;SCO4663;hypothetical protein;3;8;1;0,375;-1,415037499
;5238424;5240100;;+;-;SCO4811;hypothetical protein;3;8;1;0,375;-1,415037499
;5297330;5296485;;-;-;SCO4868;lipoprotein;3;8;1;0,375;-1,415037499
;5531201;5532424;;+;-;SCO5088;actinorhodin polyketide beta-ketoacyl synthase subunit beta;3;8;1;0,375;-1,415037499
;5886533;5887552;;+;-;SCO5417;zinc-binding oxidoreductase;3;8;1;0,375;-1,415037499
;6632213;6631230;;-;-;SCO6040;lipoprotein;3;8;1;0,375;-1,415037499
;6731917;6732270;;+;-;SCO6130;hypothetical protein;3;8;1;0,375;-1,415037499
;7163264;7161921;;-;-;SCO6473;crotonyl CoA reductase;3;8;1;0,375;-1,415037499
;7689048;7688836;;-;-;SCO6925;hypothetical protein;3;8;1;0,375;-1,415037499
;7900323;7900712;;+;-;SCO7110;ferredoxin;3;8;1;0,375;-1,415037499
;8151576;8153723;;+;-;SCO7338;glycogen debranching protein;3;8;1;0,375;-1,415037499
;8471165;8471530;;+;-;SCO7642;hypothetical protein;3;8;1;0,375;-1,415037499
;64093;60740;;-;-;SCO0072;hypothetical protein;4;8;1;0,5;-1
;88632;87907;;-;-;SCO0105;endo-1,4-beta-xylanase;4;8;1;0,5;-1
;141705;143315;;+;-;SCO0152;transmembrane transport protein;4;8;1;0,5;-1
;418253;419542;;+;-;SCO0397;hypothetical protein;4;8;1;0,5;-1
;684345;682600;;-;-;SCO0642;hypothetical protein;4;8;1;0,5;-1
;1113025;1110755;;-;-;SCO1055;alpha-xylosidase;4;8;1;0,5;-1
;1194742;1193951;;-;-;SCO1136;two component system response regulator;4;8;1;0,5;-1
;1851848;1852918;;+;-;SCO1734;cellulose-binding protein;4;8;1;0,5;-1
;3525844;3524828;;-;-;SCO3215;hypothetical protein;4;8;1;0,5;-1
;3801757;3802629;;+;-;SCO3439;hypothetical protein;4;8;1;0,5;-1
;3890456;3889752;;-;-;SCO3521;hypothetical protein;4;8;1;0,5;-1
;5047012;5047170;;+;-;SCO4623;hypothetical protein;4;8;1;0,5;-1
;7184832;7186829;;+;-;SCO6492;hypothetical protein;4;8;1;0,5;-1
;7259479;7258619;;-;-;SCO6559;respiratory chain oxidoreductase;4;8;1;0,5;-1
;8013374;8011635;;-;-;SCO7211;glycosyl hydrolase;4;8;1;0,5;-1
;8088277;8087624;;-;-;SCO7281;ATP-dependent Clp protease proteolytic subunit;4;8;1;0,5;-1
;8446701;8447144;;+;-;SCO7621;hypothetical protein;4;8;1;0,5;-1
;8618974;8619171;;+;-;SCO7795;transposase;4;8;1;0,5;-1
;226481;227008;;+;-;SCO0238;hypothetical protein;5;8;1;0,625;-0,678071905
;229649;228714;;-;-;SCO0240;oxidoreductase;5;8;1;0,625;-0,678071905
;487514;486684;;-;-;SCO0465;non-heme chloroperoxidase;5;8;1;0,625;-0,678071905
;1092141;1091857;;-;-;SCO1033;hypothetical protein;5;8;1;0,625;-0,678071905
;2932990;2934117;;+;-;SCO2689;hypothetical protein;5;8;1;0,625;-0,678071905
;3183683;3184555;;+;-;SCO2932;permease membrane protein;5;8;1;0,625;-0,678071905
;4084604;4084035;;-;-;SCO3707;lipoprotein;5;8;1;0,625;-0,678071905
;5248573;5247215;;-;-;SCO4817;Ser/Thr protein kinase;5;8;1;0,625;-0,678071905
;6010080;6008515;;-;-;SCO5516;integral membrane efflux protein;5;8;1;0,625;-0,678071905
;6626635;6627204;;+;-;SCO6036;hypothetical protein;5;8;1;0,625;-0,678071905
;6780609;6781592;;+;-;SCO6175;hypothetical protein;5;8;1;0,625;-0,678071905
;6966485;6965355;;-;-;SCO6306;hypothetical protein;5;8;1;0,625;-0,678071905
;6995390;6996544;;+;-;SCO6336;hypothetical protein;5;8;1;0,625;-0,678071905
;7232354;7232779;;+;-;SCO6538;hypothetical protein;5;8;1;0,625;-0,678071905
;8183344;8184384;;+;-;SCO7370;NAD-dependent dehydratase;5;8;1;0,625;-0,678071905
;8246125;8247111;;+;-;SCO7433;small neutral protease regulatory protein;5;8;1;0,625;-0,678071905
;8436974;8436288;;-;-;SCO7609;esterase;5;8;1;0,625;-0,678071905
;320110;320583;;+;-;SCO0320;hypothetical protein;6;8;1;0,75;-0,415037499
;447161;446214;;-;-;SCO0429;oxidoreductase;6;8;1;0,75;-0,415037499
;598655;597132;;-;-;SCO0556;hypothetical protein;6;8;1;0,75;-0,415037499
;1996833;1996351;;-;-;SCO1862;hypothetical protein;6;8;1;0,75;-0,415037499
;2084380;2081381;;-;-;SCO1948;zinc-binding carboxypeptidase;6;8;1;0,75;-0,415037499
;2697708;2693290;;-;-;SCO2499;transport ATPase;6;8;1;0,75;-0,415037499
;3890792;3890457;;-;-;SCO3522;transcriptional regulator;6;8;1;0,75;-0,415037499
;4385053;4385256;;+;-;SCO3984;hypothetical protein;6;8;1;0,75;-0,415037499
;6160669;6159509;;-;-;SCO5660;peptidase;6;8;1;0,75;-0,415037499
;6539055;6535912;;-;-;SCO5966;oxidase;6;8;1;0,75;-0,415037499
;7440206;7438926;;-;-;SCO6690;transmembrane transport protein;6;8;1;0,75;-0,415037499
;7745727;7744831;;-;-;SCO6977;hypothetical protein;6;8;1;0,75;-0,415037499
;8307055;8306615;;-;-;SCO7494;hypothetical protein;6;8;1;0,75;-0,415037499
;8642638;8641685;;-;-;SCO7822;prolipoprotein diacylglyceryl transferase;6;8;1;0,75;-0,415037499
;136647;137183;;+;-;SCO0143;hypothetical protein;7;8;1;0,875;-0,192645078
;316921;315254;;-;-;SCO0316;DNA-binding protein;7;8;1;0,875;-0,192645078
;1018838;1018179;;-;-;SCO0965;hypothetical protein;7;8;1;0,875;-0,192645078
;1048130;1049368;;+;-;SCO0993;hypothetical protein;7;8;1;0,875;-0,192645078
;2682933;2683406;;+;-;SCO2492;hypothetical protein;7;8;1;0,875;-0,192645078
;5448213;5449115;;+;-;SCO5011;hypothetical protein;7;8;1;0,875;-0,192645078
;8496377;8497237;;+;-;SCO7672;hypothetical protein;7;8;1;0,875;-0,192645078
;8552420;8552007;;-;-;SCO7717;hypothetical protein;7;8;1;0,875;-0,192645078
;579257;580789;;+;-;SCO0544;hypothetical protein;8;8;1;1;0
;704114;706393;;+;-;SCO0666;catalase;8;8;1;1;0
;5096276;5095647;;-;-;SCO4665;hypothetical protein;8;8;1;1;0
;7692905;7691781;;-;-;SCO6927;hypothetical protein;8;8;1;1;0
;7752603;7751527;;-;-;SCO6984;oxidoreductase;8;8;1;1;0
;8549088;8549492;;+;-;SCO7713;hypothetical protein;8;8;1;1;0
;296305;294494;;-;-;SCO0300;monooxygenase;9;8;1;1,125;0,169925001
;3264435;3266675;;+;-;SCO2997;transferase;9;8;1;1,125;0,169925001
;4151848;4152975;;+;-;SCO3777;peptidase;9;8;1;1,125;0,169925001
;4902880;4903482;;+;-;SCO4483;hypothetical protein;9;8;1;1,125;0,169925001
;5695480;5696970;;+;-;SCO5235;sugar hydrolase;9;8;1;1,125;0,169925001
;8060385;8058466;;-;-;SCO7250;hypothetical protein;9;8;1;1,125;0,169925001
;1234835;1235440;;+;-;SCO1172;amidase;10;8;1;1,25;0,321928095
;2394982;2394422;;-;-;SCO2227;acetyltransferase;10;8;1;1,25;0,321928095
;3869381;3867696;;-;-;SCO3501;hypothetical protein;10;8;1;1,25;0,321928095
;4022119;4021130;;-;-;SCO3643;hypothetical protein;10;8;1;1,25;0,321928095
;5330904;5331857;;+;-;SCO4897;transcriptional regulator;10;8;1;1,25;0,321928095
;7146169;7147047;;+;-;SCO6458;hypothetical protein;10;8;1;1,25;0,321928095
;459345;458695;;-;-;SCO0438;pyrrolidone-carboxylate peptidase;11;8;1;1,375;0,459431619
;1323226;1324239;;+;-;SCO1252;hypothetical protein;11;8;1;1,375;0,459431619
;2352501;2352923;;+;-;SCO2185;hypothetical protein;11;8;1;1,375;0,459431619
;3138905;3140131;;+;-;SCO2884;cytochrome P450;12;8;1;1,5;0,584962501
;4524821;4526149;;+;-;SCO4119;NADH dehydrogenase;12;8;1;1,5;0,584962501
;5199496;5201109;;+;gabD2;SCO4780;succinic semialdehyde dehydrogenase;12;8;1;1,5;0,584962501
;8019021;8017954;;-;-;SCO7214;hypothetical protein;12;8;1;1,5;0,584962501
;8094562;8094134;;-;-;SCO7289;regulator;12;8;1;1,5;0,584962501
;4666257;4666985;;+;-;SCO4255;hypothetical protein;14;8;1;1,75;0,807354922
;5443213;5443824;;+;-;SCO5005;hypothetical protein;14;8;1;1,75;0,807354922
;7805118;7806638;;+;-;SCO7020;alpha-amylase;15;8;1;1,875;0,906890596
;8238862;8238152;;-;-;SCO7423;hypothetical protein;15;8;1;1,875;0,906890596
;965943;964984;;-;-;SCO0919;hypothetical protein;16;8;1;2;1
;6407079;6408017;;+;-;SCO5851;hypothetical protein;16;8;1;2;1
;6618839;6618177;;-;-;SCO6029;two-component regulator;16;8;1;2;1
;3094941;3093880;;-;-;SCO2835;hypothetical protein;17;8;1;2,125;1,087462841
;4654775;4652844;;-;-;SCO4246;hypothetical protein;17;8;1;2,125;1,087462841
8177471;8177471;8176680;;-;-;SCO7363;oxidoreductase;21;8;1;2,625;1,392317423
;5186988;5185771;5185771;-;-;SCO4773;nucleotide-sugar dehydrogenase;22;8;1;2,75;1,459431619
;7246146;7247090;;+;-;SCO6549;hypothetical protein;23;8;1;2,875;1,523561956
3673771;3673771;3673466;;-;-;SCO3321;redoxin;35;8;0,015058106;4,375;2,129283017
;200728;201369;201369;+;-;SCO0210;hypothetical protein;38;8;5,29E-04;4,75;2,247927513
;189886;188864;;-;-;SCO0199;alcohol dehydrogenase;110;8;1,29E-67;13,75;3,781359714
;190830;189925;189925;-;-;SCO0200;hypothetical protein;159;8;1,12E-143;19,875;4,312882955
;628164;627628;;-;-;SCO0585;ATP/GTP binding protein;1;9;1;0,111111111;-3,169925001
;939627;941063;;+;-;SCO0894;hypothetical protein;1;9;1;0,111111111;-3,169925001
;1221975;1221241;;-;-;SCO1161;hypothetical protein;1;9;1;0,111111111;-3,169925001
;1346693;1347289;;+;-;SCO1276;RNA polymerase ECF sigma factor;1;9;1;0,111111111;-3,169925001
;5275539;5274166;;-;-;SCO4842;oxidoreductase;1;9;1;0,111111111;-3,169925001
;7858376;7857789;;-;-;SCO7068;hypothetical protein;1;9;1;0,111111111;-3,169925001
;8115165;8115779;;+;-;SCO7308;membrane transport protein;1;9;1;0,111111111;-3,169925001
;22843;23061;;+;-;SCO0025;IS element ATP-binding protein;1;9;1;0,111111111;-3,169925001
;39490;39107;;-;-;SCO0048;hypothetical protein;1;9;1;0,111111111;-3,169925001
;740231;739938;;-;-;SCO0699;hypothetical protein;1;9;1;0,111111111;-3,169925001
;1183572;1182418;;-;-;SCO1126;hypothetical protein;1;9;1;0,111111111;-3,169925001
;4750677;4750489;;-;-;SCO4335;hypothetical protein;1;9;1;0,111111111;-3,169925001
;4831769;4833094;;+;-;SCO4414;integral membrane transport protein;1;9;1;0,111111111;-3,169925001
;5743022;5744989;;+;-;SCO5278;magnesium chelatase;1;9;1;0,111111111;-3,169925001
;7755003;7755470;;+;-;SCO6987;hypothetical protein;1;9;1;0,111111111;-3,169925001
;497359;496508;;-;-;SCO0475;ABC transporter;2;9;1;0,222222222;-2,169925001
;642012;643133;;+;-;SCO0602;hypothetical protein;2;9;1;0,222222222;-2,169925001
;787843;789096;;+;-;SCO0746;Ser/Thr protein kinase;2;9;1;0,222222222;-2,169925001
;913572;912931;;-;-;SCO0866;ECF family RNA polymerase sigma factor;2;9;1;0,222222222;-2,169925001
;2792250;2791720;;-;-;SCO2586;hypothetical protein;2;9;1;0,222222222;-2,169925001
;3622590;3623804;;+;-;SCO3279;integral membrane efflux protein;2;9;1;0,222222222;-2,169925001
;6443976;6442753;;-;-;SCO5886;3-oxoacyl-ACP synthase;2;9;1;0,222222222;-2,169925001
;7079908;7081521;;+;-;SCO6413;DNA-binding protein;2;9;1;0,222222222;-2,169925001
;7567347;7566130;;-;-;SCO6806;phage integrase;2;9;1;0,222222222;-2,169925001
;7928742;7929485;;+;-;SCO7136;hypothetical protein;2;9;1;0,222222222;-2,169925001
;144363;143776;;-;-;SCO0153;hypothetical protein;3;9;1;0,333333333;-1,584962501
;405070;407250;;+;-;SCO0387;bi-domain-containing oxidoreductase;3;9;1;0,333333333;-1,584962501
;1877577;1878374;;+;-;SCO1756;hypothetical protein;3;9;1;0,333333333;-1,584962501
;3583992;3584810;;+;-;SCO3233;hydrolase;3;9;1;0,333333333;-1,584962501
;3801675;3800452;;-;-;SCO3438;hypothetical protein;3;9;1;0,333333333;-1,584962501
;4574991;4573948;;-;-;SCO4157;protease;3;9;1;0,333333333;-1,584962501
;5363586;5362921;;-;-;SCO4929;hypothetical protein;3;9;1;0,333333333;-1,584962501
;6854429;6853107;;-;-;SCO6231;sugar transport system sugar-binding lipoprotein;3;9;1;0,333333333;-1,584962501
;7985081;7986271;;+;-;SCO7185;branched amino acid binding hypothetical protein;3;9;1;0,333333333;-1,584962501
;8141668;8141904;;+;-;SCO7330;hypothetical protein;3;9;1;0,333333333;-1,584962501
;165460;165855;;+;-;SCO0176;hypothetical protein;4;9;1;0,444444444;-1,169925001
;350474;351352;;+;-;SCO0346;2-hydroxyhepta-2,4-diene-1,7-dioate isomerase;4;9;1;0,444444444;-1,169925001
;421712;422263;;+;-;SCO0400;epimerase;4;9;1;0,444444444;-1,169925001
;774765;776129;;+;-;SCO0732;protease;4;9;1;0,444444444;-1,169925001
;888805;890367;;+;-;SCO0841;oxidoreductase;4;9;1;0,444444444;-1,169925001
;1041692;1043245;;+;-;SCO0987;hypothetical protein;4;9;1;0,444444444;-1,169925001
;1302070;1300601;;-;-;SCO1227;DNA-binding protein;4;9;1;0,444444444;-1,169925001
;2035547;2036536;;+;-;SCO1901;zinc-binding dehydrogenase;4;9;1;0,444444444;-1,169925001
;3381339;3381094;;-;-;SCO3088;hypothetical protein;4;9;1;0,444444444;-1,169925001
;3871100;3870261;;-;-;SCO3503;binding protein dependent transport protein;4;9;1;0,444444444;-1,169925001
;3896718;3896197;;-;-;SCO3529;hypothetical protein;4;9;1;0,444444444;-1,169925001
;4117506;4118876;;+;-;SCO3747;hypothetical protein;4;9;1;0,444444444;-1,169925001
;5040371;5040186;;-;-;SCO4616;excisionase;4;9;1;0,444444444;-1,169925001
;6514553;6515950;;+;-;SCO5947;hypothetical protein;4;9;1;0,444444444;-1,169925001
;6553552;6554379;;+;-;SCO5979;enoyl-CoA hydratase;4;9;1;0,444444444;-1,169925001
;6947584;6948414;;+;-;SCO6288;regulatory protein;4;9;1;0,444444444;-1,169925001
;6986764;6985856;;-;-;SCO6325;hypothetical protein;4;9;1;0,444444444;-1,169925001
;7545965;7547179;;+;-;SCO6788;acetyl-CoA acetyltransferase;4;9;1;0,444444444;-1,169925001
;7625557;7625841;;+;-;SCO6853;hypothetical protein;4;9;1;0,444444444;-1,169925001
;8089106;8089903;;+;-;SCO7283;hydroxylase;4;9;1;0,444444444;-1,169925001
;8491153;8492100;;+;-;SCO7666;zinc-binding oxidoreductase (fragment);4;9;1;0,444444444;-1,169925001
;267585;268838;;+;-;SCO0276;oxidoreductase;5;9;1;0,555555556;-0,847996907
;274763;276805;;+;-;SCO0284;alpha-galactosidase;5;9;1;0,555555556;-0,847996907
;590017;590895;;+;-;SCO0550;hypothetical protein;5;9;1;0,555555556;-0,847996907
;628588;628247;;-;-;SCO0586;hypothetical protein;5;9;1;0,555555556;-0,847996907
;708993;707401;;-;-;SCO0668;flavoprotein;5;9;1;0,555555556;-0,847996907
;1382538;1381144;;-;-;SCO1305;hypothetical protein;5;9;1;0,555555556;-0,847996907
;1683419;1684756;;+;-;SCO1573;oxidoreductase membrane protein;5;9;1;0,555555556;-0,847996907
;1689288;1688368;;-;-;SCO1578;acetylglutamate kinase;5;9;1;0,555555556;-0,847996907
;2177792;2179321;;+;-;SCO2028;hypothetical protein;5;9;1;0,555555556;-0,847996907
;2727564;2728634;;+;-;SCO2529;metalloprotease;5;9;1;0,555555556;-0,847996907
;3008299;3008949;;+;-;SCO2760;hypothetical protein;5;9;1;0,555555556;-0,847996907
;3172877;3172431;;-;-;SCO2922;hypothetical protein;5;9;1;0,555555556;-0,847996907
;3892682;3893122;;+;-;SCO3525;hypothetical protein;5;9;1;0,555555556;-0,847996907
;4761673;4761245;;-;-;SCO4347;hypothetical protein;5;9;1;0,555555556;-0,847996907
;4765553;4763838;;-;-;SCO4349;hypothetical protein;5;9;1;0,555555556;-0,847996907
;6694888;6693977;;-;-;SCO6094;transport system integral membrane protein;5;9;1;0,555555556;-0,847996907
;8323140;8322307;;-;-;SCO7508;hypothetical protein;5;9;1;0,555555556;-0,847996907
;8410741;8411814;;+;-;SCO7586;oxidoreductase;5;9;1;0,555555556;-0,847996907
;298836;298468;;-;-;SCO0304;hypothetical protein;6;9;1;0,666666667;-0,584962501
;486670;484973;;-;-;SCO0464;hypothetical protein;6;9;1;0,666666667;-0,584962501
;1685643;1686383;;+;-;SCO1575;thiamine biosynthesis lipoprotein;6;9;1;0,666666667;-0,584962501
;4177901;4176813;;-;-;SCO3797;hypothetical protein;6;9;1;0,666666667;-0,584962501
;6168888;6169817;;+;-;SCO5669;polyamine ABC-transporter integral memb rane protein;6;9;1;0,666666667;-0,584962501
;6907356;6900898;;-;-;SCO6273;type I polyketide synthase;6;9;1;0,666666667;-0,584962501
;6988456;6989079;;+;-;SCO6330;hypothetical protein;6;9;1;0,666666667;-0,584962501
;7053460;7051526;;-;-;SCO6385;hypothetical protein;6;9;1;0,666666667;-0,584962501
;7418273;7417332;;-;-;SCO6678;iron-sulfur oxidoreductase subunit beta;6;9;1;0,666666667;-0,584962501
;7993470;7994357;;+;-;SCO7190;hypothetical protein;6;9;1;0,666666667;-0,584962501
;8150771;8150499;;-;-;SCO7336;hypothetical protein;6;9;1;0,666666667;-0,584962501
;8597980;8598822;;+;-;SCO7769;hypothetical protein;6;9;1;0,666666667;-0,584962501
;874543;875343;;+;-;SCO0826;hypothetical protein;7;9;1;0,777777778;-0,362570079
;2514552;2512483;;-;-;SCO2344;integral membrane transport protein;7;9;1;0,777777778;-0,362570079
;2927738;2925258;;-;-;SCO2684;ATP-binding membrane protein;7;9;1;0,777777778;-0,362570079
;4588512;4588120;;-;-;SCO4175;hypothetical protein;7;9;1;0,777777778;-0,362570079
;5373018;5373932;;+;-;SCO4938;ECF-sigma factor;7;9;1;0,777777778;-0,362570079
;6605637;6607259;;+;-;SCO6022;hypothetical protein;7;9;1;0,777777778;-0,362570079
;1185632;1186480;;+;-;SCO1129;deacetylase;8;9;1;0,888888889;-0,169925001
;2154331;2155047;;+;-;SCO2012;branched-chain amino acid ABC transporter ATP-binding protein;8;9;1;0,888888889;-0,169925001
;4877431;4879017;;+;-;SCO4456;membrane-associated oxidoreductase;8;9;1;0,888888889;-0,169925001
;5552093;5554408;;+;-;SCO5110;lipoprotein;8;9;1;0,888888889;-0,169925001
;5916919;5914595;;-;-;SCO5440;glycogen branching protein;8;9;1;0,888888889;-0,169925001
;5922099;5920072;;-;-;SCO5443;alpha-amylase;8;9;1;0,888888889;-0,169925001
;6231227;6230271;;-;-;SCO5715;peptide transport system permease;8;9;1;0,888888889;-0,169925001
;6994433;6991755;;-;-;SCO6334;transcriptional regulator;8;9;1;0,888888889;-0,169925001
;8269590;8270384;;+;-;SCO7454;hypothetical protein;8;9;1;0,888888889;-0,169925001
;8614620;8614384;;-;-;SCO7790;oxidoreductase;8;9;1;0,888888889;-0,169925001
;559346;560098;;+;-;SCO0528;lipoprotein;9;9;1;1;0
;1241562;1242302;;+;-;SCO1177;gntR-famly transcriptional regulator;9;9;1;1;0
;1821710;1820559;;-;-;SCO1701;acyl-CoA dehydrogenase;9;9;1;1;0
;2600318;2601529;;+;-;SCO2426;regulatory protein;9;9;1;1;0
;2640001;2642232;;+;-;SCO2454;hypothetical protein;9;9;1;1;0
;4432795;4431932;;-;-;SCO4035;RNA polymerase sigma factor;9;9;1;1;0
;4731893;4731774;;-;-;SCO4320;hypothetical protein;9;9;1;1;0
;5012719;5011745;;-;-;SCO4589;aminopeptidase;9;9;1;1;0
;6557688;6556777;;-;-;SCO5981;hypothetical protein;9;9;1;1;0
;8393167;8394294;;+;-;SCO7570;isomerase;9;9;1;1;0
;45267;46073;;+;-;SCO0059;zinc-binding oxidoreductase;10;9;1;1,111111111;0,152003093
;780812;780012;;-;-;SCO0737;oxidoreductase;10;9;1;1,111111111;0,152003093
;3930316;3929351;;-;-;SCO3555;hypothetical protein;10;9;1;1,111111111;0,152003093
;615151;613751;;-;-;SCO0572;cytosine permease;11;9;1;1,222222222;0,289506617
;1700806;1699562;;-;-;SCO1590;hypothetical protein;11;9;1;1,222222222;0,289506617
;3202197;3201247;;-;-;SCO2945;sugar transporter membrane protein;11;9;1;1,222222222;0,289506617
;3526137;3528527;;+;-;SCO3216;integral membrane ATPase;11;9;1;1,222222222;0,289506617
;4312354;4312773;;+;-;SCO3916;hypothetical protein;11;9;1;1,222222222;0,289506617
;8275533;8274847;;-;-;SCO7461;hydrolase;11;9;1;1,222222222;0,289506617
;1528564;1527125;;-;-;SCO1432;hypothetical protein;12;9;1;1,333333333;0,415037499
;4248267;4248656;;+;-;SCO3863;hypothetical protein;12;9;1;1,333333333;0,415037499
;6623033;6624127;;+;-;SCO6033;hypothetical protein;12;9;1;1,333333333;0,415037499
;7334332;7333403;;-;-;SCO6612;hydrolase;12;9;1;1,333333333;0,415037499
;7766112;7762852;;-;-;SCO6994;hypothetical protein;12;9;1;1,333333333;0,415037499
;238251;237664;;-;-;SCO0248;hypothetical protein;13;9;1;1,444444444;0,530514717
;2394296;2388900;;-;-;SCO2226;bifunctional alpha-amylase/dextrinase;14;9;1;1,555555556;0,637429921
;2989145;2988198;;-;-;SCO2742;sigma factor;14;9;1;1,555555556;0,637429921
;8466399;8464939;;-;-;SCO7637;endoglucanase;14;9;1;1,555555556;0,637429921
;303084;303971;;+;-;SCO0307;DNA-binding protein;15;9;1;1,666666667;0,736965594
;6408122;6408970;;+;-;SCO5852;tagatose-bisphosphate aldolase;15;9;1;1,666666667;0,736965594
;645101;643926;;-;-;SCO0604;hypothetical protein;18;9;1;2;1
;728924;728130;;-;-;SCO0687;oxidoreductase;18;9;1;2;1
;981742;982407;;+;-;SCO0935;hypothetical protein;18;9;1;2;1
;4673686;4671614;;-;-;SCO4259;ATPase AAA;27;9;0,015228027;3;1,584962501
;30355;30116;;-;-;SCO0036;hypothetical protein;1;10;1;0,1;-3,321928095
;4325990;4326556;;+;-;SCO3930;hypothetical protein;1;10;1;0,1;-3,321928095
;8575674;8575438;;-;-;SCO7740;hypothetical protein;1;10;1;0,1;-3,321928095
;553140;552403;;-;-;SCO0519;oxidoreductase;1;10;1;0,1;-3,321928095
;725580;725056;;-;-;SCO0683;hypothetical protein;1;10;1;0,1;-3,321928095
;4783492;4782332;;-;-;SCO4368;lipase;1;10;1;0,1;-3,321928095
