Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP12;qValue;fold;log2(fold)
;7405231;7403831;;-;-;SCO6665;glucosidase;3;6;1;0,5;-1
;7452357;7451752;;-;-;SCO6699;protocatechuate 3,4-dioxygenase subunit alpha;3;6;1;0,5;-1
;7804737;7801756;;-;-;SCO7019;alpha-amylase;3;6;1;0,5;-1
;8148431;8146713;;-;-;SCO7334;trehalose synthase;3;6;1;0,5;-1
;8150437;8148428;;-;-;SCO7335;alpha-amylase;3;6;1;0,5;-1
;350474;351352;;+;-;SCO0346;2-hydroxyhepta-2,4-diene-1,7-dioate isomerase;4;6;1;0,666666667;-0,584962501
;494263;493055;;-;-;SCO0472;hypothetical protein;4;6;1;0,666666667;-0,584962501
;499807;498683;;-;-;SCO0478;hypothetical protein;4;6;1;0,666666667;-0,584962501
;624036;622669;;-;-;SCO0581;transporter;4;6;1;0,666666667;-0,584962501
;774765;776129;;+;-;SCO0732;protease;4;6;1;0,666666667;-0,584962501
;855884;854802;;-;-;SCO0808;solute-binding lipoprotein;4;6;1;0,666666667;-0,584962501
;1041692;1043245;;+;-;SCO0987;hypothetical protein;4;6;1;0,666666667;-0,584962501
;1113025;1110755;;-;-;SCO1055;alpha-xylosidase;4;6;1;0,666666667;-0,584962501
;1268493;1267630;;-;-;SCO1196;hypothetical protein;4;6;1;0,666666667;-0,584962501
;2308506;2307076;;-;-;SCO2146;aminotransferase;4;6;1;0,666666667;-0,584962501
;3378513;3377344;;-;-;SCO3084;4-hydroxybenzoate 3-monooxygenase;4;6;1;0,666666667;-0,584962501
;3476108;3475164;;-;-;SCO3171;hydrolase;4;6;1;0,666666667;-0,584962501
;5489422;5488832;;-;-;SCO5049;hypothetical protein;4;6;1;0,666666667;-0,584962501
;6514553;6515950;;+;-;SCO5947;hypothetical protein;4;6;1;0,666666667;-0,584962501
;6611138;6613105;;+;-;SCO6025;hypothetical protein;4;6;1;0,666666667;-0,584962501
;6666219;6668399;;+;-;SCO6073;cyclase;4;6;1;0,666666667;-0,584962501
;6947584;6948414;;+;-;SCO6288;regulatory protein;4;6;1;0,666666667;-0,584962501
;7440399;7442462;;+;-;SCO6691;phospholipase C;4;6;1;0,666666667;-0,584962501
;7545965;7547179;;+;-;SCO6788;acetyl-CoA acetyltransferase;4;6;1;0,666666667;-0,584962501
;7728259;7727111;;-;-;SCO6961;hypothetical protein;4;6;1;0,666666667;-0,584962501
;264764;266263;;+;-;SCO0274;alpha-galactosidase;5;6;1;0,833333333;-0,263034406
;267585;268838;;+;-;SCO0276;oxidoreductase;5;6;1;0,833333333;-0,263034406
;391123;389531;;-;-;SCO0375;integral membrane transport protein;5;6;1;0,833333333;-0,263034406
;398881;400104;;+;-;SCO0383;hypothetical protein;5;6;1;0,833333333;-0,263034406
;487618;488601;;+;-;SCO0466;AraC family transcription regulator;5;6;1;0,833333333;-0,263034406
;590017;590895;;+;-;SCO0550;hypothetical protein;5;6;1;0,833333333;-0,263034406
;658772;656319;;-;-;SCO0617;phosphoketolase;5;6;1;0,833333333;-0,263034406
;1574728;1575279;;+;-;SCO1474;hypothetical protein;5;6;1;0,833333333;-0,263034406
;1808375;1809400;;+;-;SCO1689;phosphotransferase;5;6;1;0,833333333;-0,263034406
;2718136;2717003;;-;-;SCO2520;hypothetical protein;5;6;1;0,833333333;-0,263034406
;2998515;2997349;;-;-;SCO2751;hypothetical protein;5;6;1;0,833333333;-0,263034406
;3623801;3624412;;+;-;SCO3280;hypothetical protein;5;6;1;0,833333333;-0,263034406
;3995973;3996191;;+;-;SCO3616;hypothetical protein;5;6;1;0,833333333;-0,263034406
;4077469;4076249;;-;-;SCO3697;oxidoreductase;5;6;1;0,833333333;-0,263034406
;4837226;4837537;;+;-;SCO4420;hypothetical protein;5;6;1;0,833333333;-0,263034406
;5248573;5247215;;-;-;SCO4817;Ser/Thr protein kinase;5;6;1;0,833333333;-0,263034406
;5873153;5874457;;+;-;SCO5401;hypothetical protein;5;6;1;0,833333333;-0,263034406
;6010080;6008515;;-;-;SCO5516;integral membrane efflux protein;5;6;1;0,833333333;-0,263034406
;6780609;6781592;;+;-;SCO6175;hypothetical protein;5;6;1;0,833333333;-0,263034406
;6853064;6852090;;-;-;SCO6230;sugar transport system permease;5;6;1;0,833333333;-0,263034406
;6938012;6939643;;+;-;SCO6280;regulatory protein;5;6;1;0,833333333;-0,263034406
;7232354;7232779;;+;-;SCO6538;hypothetical protein;5;6;1;0,833333333;-0,263034406
;7549461;7551299;;+;-;SCO6790;long chain fatty acid CoA ligase;5;6;1;0,833333333;-0,263034406
;7888284;7887694;;-;-;SCO7097;MarR family regulatory protein;5;6;1;0,833333333;-0,263034406
;8610851;8611627;;+;-;SCO7784;oxidoreductase;5;6;1;0,833333333;-0,263034406
;8637242;8636400;;-;-;SCO7817;DNA-binding protein;5;6;1;0,833333333;-0,263034406
;659143;660528;;+;-;SCO0618;hypothetical protein;6;6;1;1;0
;1016463;1015300;;-;-;SCO0962;glycosyl transferase;6;6;1;1;0
;1154808;1155686;;+;-;SCO1097;hydrolase;6;6;1;1;0
;1191621;1189474;;-;-;SCO1132;oxidoreductase;6;6;1;1;0
;1275235;1275696;;+;-;SCO1203;MutT-like protein;6;6;1;1;0
;1292117;1291356;;-;-;SCO1220;regulatory protein;6;6;1;1;0
;1426295;1429033;;+;-;SCO1351;large transcriptional regulator;6;6;1;1;0
;1506580;1507413;;+;-;SCO1412;hypothetical protein;6;6;1;1;0
;4128769;4127975;;-;-;SCO3755;ABC transporter ATP-binding protein;6;6;1;1;0
;4177901;4176813;;-;-;SCO3797;hypothetical protein;6;6;1;1;0
;4438649;4437969;;-;-;SCO4045;hypothetical protein;6;6;1;1;0
;5332682;5333560;;+;-;SCO4899;hypothetical protein;6;6;1;1;0
;5900694;5899804;;-;-;SCO5428;integral membrane transport protein;6;6;1;1;0
;6720968;6722509;;+;-;SCO6116;hypothetical protein;6;6;1;1;0
;6907356;6900898;;-;-;SCO6273;type I polyketide synthase;6;6;1;1;0
;6988456;6989079;;+;-;SCO6330;hypothetical protein;6;6;1;1;0
;7419516;7418437;;-;-;SCO6680;oxidoreductase subunit alpha;6;6;1;1;0
;8303311;8304675;;+;-;SCO7492;hypothetical protein;6;6;1;1;0
;8307055;8306615;;-;-;SCO7494;hypothetical protein;6;6;1;1;0
;8427230;8426016;;-;-;SCO7600;alanyl tRNA synthetase;6;6;1;1;0
;8542150;8543340;;+;-;SCO7705;oxidoreductase;6;6;1;1;0
;914472;913768;;-;-;SCO0867;hypothetical protein;7;6;1;1,166666667;0,222392421
;967613;966843;;-;-;SCO0921;hypothetical protein;7;6;1;1,166666667;0,222392421
;986237;985374;;-;-;SCO0939;hydrolase;7;6;1;1,166666667;0,222392421
;1048130;1049368;;+;-;SCO0993;hypothetical protein;7;6;1;1,166666667;0,222392421
;1200394;1201473;;+;-;SCO1142;oxidoreductase;7;6;1;1,166666667;0,222392421
;1703856;1702516;;-;-;SCO1593;transcriptional regulator;7;6;1;1,166666667;0,222392421
;2122775;2121378;;-;-;SCO1984;hydrolase;7;6;1;1,166666667;0,222392421
;2927738;2925258;;-;-;SCO2684;ATP-binding membrane protein;7;6;1;1,166666667;0,222392421
;3729902;3732487;;+;-;SCO3370;large ATP-binding protein;7;6;1;1,166666667;0,222392421
;5373018;5373932;;+;-;SCO4938;ECF-sigma factor;7;6;1;1,166666667;0,222392421
;6470874;6470494;;-;-;SCO5904;hypothetical protein;7;6;1;1,166666667;0,222392421
;6605637;6607259;;+;-;SCO6022;hypothetical protein;7;6;1;1,166666667;0,222392421
;6984273;6984983;;+;-;SCO6324;hydrolase;7;6;1;1,166666667;0,222392421
;7300451;7299120;;-;-;SCO6588;hypothetical protein;7;6;1;1,166666667;0,222392421
;8031982;8033013;;+;-;SCO7227;hypothetical protein;7;6;1;1,166666667;0,222392421
;676130;677023;;+;-;SCO0635;hypothetical protein;8;6;1;1,333333333;0,415037499
;701709;703604;;+;-;SCO0664;hypothetical protein;8;6;1;1,333333333;0,415037499
;837541;838680;;+;-;SCO0791;hypothetical protein;8;6;1;1,333333333;0,415037499
;1093492;1094400;;+;-;SCO1036;phosphotriesterase-family protein;8;6;1;1,333333333;0,415037499
;2154331;2155047;;+;-;SCO2012;branched-chain amino acid ABC transporter ATP-binding protein;8;6;1;1,333333333;0,415037499
;5295061;5296242;;+;-;SCO4867;hypothetical protein;8;6;1;1,333333333;0,415037499
;5552093;5554408;;+;-;SCO5110;lipoprotein;8;6;1;1,333333333;0,415037499
;5734882;5736744;;+;-;SCO5273;hypothetical protein;8;6;1;1,333333333;0,415037499
;5781207;5780326;;-;-;SCO5308;hypothetical protein;8;6;1;1,333333333;0,415037499
;6199638;6200372;;+;-;SCO5691;hypothetical protein;8;6;1;1,333333333;0,415037499
;6858440;6859594;;+;-;SCO6234;beta-mannosidase;8;6;1;1,333333333;0,415037499
;7572801;7572343;;-;-;SCO6810;hypothetical protein;8;6;1;1,333333333;0,415037499
;8181049;8181612;;+;-;SCO7368;hypothetical protein;8;6;1;1,333333333;0,415037499
;559346;560098;;+;-;SCO0528;lipoprotein;9;6;1;1,5;0,584962501
;791535;790561;;-;-;SCO0749;dehydratase;9;6;1;1,5;0,584962501
;2725295;2724600;;-;-;SCO2527;hypothetical protein;9;6;1;1,5;0,584962501
;5532706;5533656;;+;-;SCO5090;actinorhodin polyketide synthase bifunctional cyclase/dehydratase;9;6;1;1,5;0,584962501
;5538175;5537246;;-;-;SCO5096;LysR family transcriptional regulator;9;6;1;1,5;0,584962501
;6848969;6850522;;+;-;SCO6227;hypothetical protein;9;6;1;1,5;0,584962501
;7942893;7943348;;+;-;SCO7149;lyase;9;6;1;1,5;0,584962501
;8614045;8613848;;-;-;SCO7788;hypothetical protein;9;6;1;1,5;0,584962501
;45267;46073;;+;-;SCO0059;zinc-binding oxidoreductase;10;6;1;1,666666667;0,736965594
;4717095;4716256;;-;-;SCO4301;DNA-binding protein;10;6;1;1,666666667;0,736965594
;4872011;4872658;;+;-;SCO4450;TetR family transcriptional regulator;10;6;1;1,666666667;0,736965594
;6823744;6824145;;+;-;SCO6210;hypothetical protein;10;6;1;1,666666667;0,736965594
;8583106;8584200;;+;-;SCO7749;hypothetical protein;10;6;1;1,666666667;0,736965594
;4880076;4879075;;-;-;SCO4457;hypothetical protein;11;6;1;1,833333333;0,874469118
;5727722;5729959;;+;-;SCO5269;hypothetical protein;11;6;1;1,833333333;0,874469118
;2497804;2498268;;+;-;SCO2326;hypothetical protein;12;6;1;2;1
;4171328;4171693;;+;-;SCO3793;hypothetical protein;12;6;1;2;1
;5405884;5402381;;-;-;SCO4969;regulatory protein;12;6;1;2;1
;7604468;7604947;;+;-;SCO6833;isobutyryl-CoA mutase, small subunit;12;6;1;2;1
;6444218;6443973;;-;-;SCO5887;acyl carrier protein;13;6;1;2,166666667;1,115477217
;139467;139712;;+;-;SCO0148;transcriptional regulator;14;6;1;2,333333333;1,222392421
;2681005;2681772;;+;-;SCO2490;dehydrogenase;15;6;1;2,5;1,321928095
;3584822;3585724;;+;-;SCO3234;phosphotransferase;15;6;1;2,5;1,321928095
;2639574;2639792;;+;-;SCO2453;hypothetical protein;17;6;1;2,833333333;1,502500341
;5734620;5734814;;+;-;SCO5272;hypothetical protein;17;6;1;2,833333333;1,502500341
;8121460;8121699;;+;-;SCO7315;hypothetical protein;17;6;1;2,833333333;1,502500341
;4655948;4655526;4655526;-;-;SCO4248;hypothetical protein;31;6;0,003021177;5,166666667;2,36923381
7210082;7210082;7210882;;+;-;SCO6520;RNA polymerase sigma factor;34;6;1,82E-06;5,666666667;2,502500341
;331504;332253;;+;fabG;SCO0330;3-ketoacyl-ACP reductase;1;7;1;0,142857143;-2,807354922
;3614792;3614589;;-;-;SCO3266;hypothetical protein;1;7;1;0,142857143;-2,807354922
;6111177;6111392;;+;-;SCO5611;transcriptional regulator;1;7;1;0,142857143;-2,807354922
;7602498;7602773;;+;-;SCO6831;hypothetical protein;1;7;1;0,142857143;-2,807354922
;3881317;3881625;;+;-;SCO3512;hypothetical protein;1;7;1;0,142857143;-2,807354922
;4397688;4397335;;-;-;SCO4003;hypothetical protein;1;7;1;0,142857143;-2,807354922
;4750677;4750489;;-;-;SCO4335;hypothetical protein;1;7;1;0,142857143;-2,807354922
;5381148;5384831;;+;-;SCO4947;nitrate reductase subunit alpha NarG3;1;7;1;0,142857143;-2,807354922
;8499061;8499282;;+;-;SCO7676;ferredoxin;1;7;1;0,142857143;-2,807354922
;674317;675069;;+;-;SCO0633;hypothetical protein;2;7;1;0,285714286;-1,807354922
;960292;959024;;-;-;SCO0914;lipoprotein;2;7;1;0,285714286;-1,807354922
;1311859;1312167;;+;-;SCO1239;hypothetical protein;2;7;1;0,285714286;-1,807354922
;1434218;1434715;;+;-;SCO1356;iron sulfur protein;2;7;1;0,285714286;-1,807354922
;1458078;1458473;;+;-;SCO1379;hypothetical protein;2;7;1;0,285714286;-1,807354922
;2944322;2943456;;-;-;SCO2700;tyrosinase;2;7;1;0,285714286;-1,807354922
;3413130;3413195;;+;-;SCO3113;hypothetical protein;2;7;1;0,285714286;-1,807354922
;4555531;4554467;;-;-;SCO4140;phosphate ABC transporter permease;2;7;1;0,285714286;-1,807354922
;5309379;5308045;;-;-;SCO4877;hypothetical protein;2;7;1;0,285714286;-1,807354922
;6303086;6303394;;+;-;SCO5764;hypothetical protein;2;7;1;0,285714286;-1,807354922
;6572032;6572550;;+;-;SCO5997;hypothetical protein;2;7;1;0,285714286;-1,807354922
;6874904;6874704;;-;-;SCO6252;hypothetical protein;2;7;1;0,285714286;-1,807354922
;7385660;7386058;;+;-;SCO6650;hypothetical protein;2;7;1;0,285714286;-1,807354922
;8464428;8463880;;-;-;SCO7635;extracellular small neutral protease;2;7;1;0,285714286;-1,807354922
;8506122;8504461;;-;-;SCO7681;AMP-binding ligase;2;7;1;0,285714286;-1,807354922
;993243;991153;;-;-;SCO0946;regulatory protein;3;7;1;0,428571429;-1,222392421
;1440840;1439866;;-;-;SCO1362;hypothetical protein;3;7;1;0,428571429;-1,222392421
;2720170;2719217;;-;-;SCO2522;hypothetical protein;3;7;1;0,428571429;-1,222392421
;4384742;4385053;;+;-;SCO3983;hypothetical protein;3;7;1;0,428571429;-1,222392421
;4923031;4924959;;+;-;SCO4503;long-chain-fatty acid CoA ligase;3;7;1;0,428571429;-1,222392421
;5049200;5048667;;-;-;SCO4626;hypothetical protein;3;7;1;0,428571429;-1,222392421
;5093666;5093313;;-;-;SCO4663;hypothetical protein;3;7;1;0,428571429;-1,222392421
;6515947;6517140;;+;-;SCO5948;oxidoreductase;3;7;1;0,428571429;-1,222392421
;7702028;7701375;;-;-;SCO6936;hypothetical protein;3;7;1;0,428571429;-1,222392421
;8117650;8117195;;-;-;SCO7310;regulatory protein;3;7;1;0,428571429;-1,222392421
;8151576;8153723;;+;-;SCO7338;glycogen debranching protein;3;7;1;0,428571429;-1,222392421
;64093;60740;;-;-;SCO0072;hypothetical protein;4;7;1;0,571428571;-0,807354922
;180087;178519;;-;-;SCO0189;dehydrogenase;4;7;1;0,571428571;-0,807354922
;700681;701712;;+;-;SCO0663;2-hydroxyacid dehydrogenase;4;7;1;0,571428571;-0,807354922
;2676046;2677278;;+;-;SCO2486;nitrite reductase NirB;4;7;1;0,571428571;-0,807354922
;5677676;5678932;;+;-;SCO5219;lipoprotein;4;7;1;0,571428571;-0,807354922
;6363949;6366183;;+;-;SCO5818;ABC transporter;4;7;1;0,571428571;-0,807354922
;6553552;6554379;;+;-;SCO5979;enoyl-CoA hydratase;4;7;1;0,571428571;-0,807354922
;6964300;6963368;;-;-;SCO6304;oxidoreductase;4;7;1;0,571428571;-0,807354922
;7944414;7943578;;-;-;SCO7150;acetyltransferase;4;7;1;0,571428571;-0,807354922
;8146684;8145323;;-;-;SCO7333;hypothetical protein;4;7;1;0,571428571;-0,807354922
;8154652;8155017;;+;-;SCO7340;hypothetical protein;4;7;1;0,571428571;-0,807354922
;8400717;8399524;;-;-;SCO7576;hydrolase;4;7;1;0,571428571;-0,807354922
;8487642;8488280;;+;-;SCO7661;hypothetical protein;4;7;1;0,571428571;-0,807354922
;8491153;8492100;;+;-;SCO7666;zinc-binding oxidoreductase (fragment);4;7;1;0,571428571;-0,807354922
;8618974;8619171;;+;-;SCO7795;transposase;4;7;1;0,571428571;-0,807354922
4062164;;;4062237;+;-;SCOt30;Gly tRNA;4;7;1;0,571428571;-0,807354922
;229649;228714;;-;-;SCO0240;oxidoreductase;5;7;1;0,714285714;-0,485426827
;274763;276805;;+;-;SCO0284;alpha-galactosidase;5;7;1;0,714285714;-0,485426827
;487514;486684;;-;-;SCO0465;non-heme chloroperoxidase;5;7;1;0,714285714;-0,485426827
;539123;542131;;+;-;SCO0505;large, multifunctional hypothetical protein;5;7;1;0,714285714;-0,485426827
;689364;690161;;+;-;SCO0647;short chain oxidoreductase;5;7;1;0,714285714;-0,485426827
;865560;867038;;+;-;SCO0816;iron-sulfur protein;5;7;1;0,714285714;-0,485426827
;867800;868594;;+;-;SCO0818;ABC transporter ATP-binding protein;5;7;1;0,714285714;-0,485426827
;947027;948310;;+;-;SCO0900;transmembrane efflux protein;5;7;1;0,714285714;-0,485426827
;1689288;1688368;;-;-;SCO1578;acetylglutamate kinase;5;7;1;0,714285714;-0,485426827
;2010038;2010712;;+;-;SCO1877;hypothetical protein;5;7;1;0,714285714;-0,485426827
;2727564;2728634;;+;-;SCO2529;metalloprotease;5;7;1;0,714285714;-0,485426827
;2931848;2932993;;+;-;SCO2688;riboflavin-specific deaminase;5;7;1;0,714285714;-0,485426827
;2936812;2938692;;+;-;SCO2692;repetative protein;5;7;1;0,714285714;-0,485426827
;3118211;3117978;;-;-;SCO2862;hypothetical protein;5;7;1;0,714285714;-0,485426827
;3595793;3594627;;-;-;SCO3243;myo-inositol phosphate synthase;5;7;1;0,714285714;-0,485426827
;4073646;4074005;;+;-;SCO3692;anti-sigma factor antagonist;5;7;1;0,714285714;-0,485426827
;4084604;4084035;;-;-;SCO3707;lipoprotein;5;7;1;0,714285714;-0,485426827
;4095734;4094070;;-;-;SCO3718;potassium-transporting ATPase subunit A;5;7;1;0,714285714;-0,485426827
;4437234;4437938;;+;-;SCO4044;hypothetical protein;5;7;1;0,714285714;-0,485426827
;4603165;4605207;;+;-;SCO4195;ATP/GTP binding protein;5;7;1;0,714285714;-0,485426827
;5630923;5629373;;-;-;SCO5180;peptidase;5;7;1;0,714285714;-0,485426827
;6164842;6166377;;+;-;SCO5666;gamma-aminobutyraldehyde dehydrogenase;5;7;1;0,714285714;-0,485426827
;6228131;6227052;;-;-;SCO5712;ABC transporter ATP-binding protein;5;7;1;0,714285714;-0,485426827
;6694888;6693977;;-;-;SCO6094;transport system integral membrane protein;5;7;1;0,714285714;-0,485426827
;8410741;8411814;;+;-;SCO7586;oxidoreductase;5;7;1;0,714285714;-0,485426827
;120457;121371;;+;-;SCO0130;beta-lactamase;6;7;1;0,857142857;-0,222392421
;598655;597132;;-;-;SCO0556;hypothetical protein;6;7;1;0,857142857;-0,222392421
;936431;937270;;+;-;SCO0891;DNA-binding protein;6;7;1;0,857142857;-0,222392421
;1684919;1685587;;+;-;SCO1574;hypothetical protein;6;7;1;0,857142857;-0,222392421
;1702388;1701846;;-;-;SCO1592;hypothetical protein;6;7;1;0,857142857;-0,222392421
;4682866;4681886;;-;-;SCO4266;oxidoreductase;6;7;1;0,857142857;-0,222392421
;5170780;5171655;;+;-;SCO4759;hypothetical protein;6;7;1;0,857142857;-0,222392421
;6812417;6814648;;+;-;SCO6199;esterase;6;7;1;0,857142857;-0,222392421
;6987242;6986787;;-;-;SCO6326;hypothetical protein;6;7;1;0,857142857;-0,222392421
;7037224;7035788;;-;-;SCO6374;sugar transferase;6;7;1;0,857142857;-0,222392421
;7053460;7051526;;-;-;SCO6385;hypothetical protein;6;7;1;0,857142857;-0,222392421
;7061835;7062605;;+;-;SCO6394;IS element ATP binding protein;6;7;1;0,857142857;-0,222392421
;7809224;7810459;;+;-;SCO7023;hypothetical protein;6;7;1;0,857142857;-0,222392421
;7932458;7932790;;+;-;SCO7138;hypothetical protein;6;7;1;0,857142857;-0,222392421
;8584661;8585167;;+;-;SCO7751;regulatory protein;6;7;1;0,857142857;-0,222392421
;957204;958019;;+;-;SCO0912;hypothetical protein;7;7;1;1;0
;1839862;1840860;;+;-;SCO1719;ABC transporter ATP-binding protein;7;7;1;1;0
;2934114;2935478;;+;-;SCO2690;membrane transport protein;7;7;1;1;0
;2960928;2960170;;-;-;SCO2716;hypothetical protein;7;7;1;1;0
;6756908;6758650;;+;-;SCO6155;pyruvate dehydrogenase;7;7;1;1;0
;6891293;6892237;;+;-;SCO6266;ScbA protein;7;7;1;1;0
;6952433;6953434;;+;-;SCO6293;hypothetical protein;7;7;1;1;0
;7151007;7151501;;+;-;SCO6462;methylated-DNA-protein-cysteine methyltransferase;7;7;1;1;0
;7859510;7858527;;-;-;SCO7069;hydrolase;7;7;1;1;0
;8271528;8271037;;-;-;SCO7456;hypothetical protein;7;7;1;1;0
;8365387;8364041;;-;-;SCO7542;hypothetical protein;7;7;1;1;0
;1442030;1441026;;-;-;SCO1363;hypothetical protein;8;7;1;1,142857143;0,192645078
;2002980;2001886;;-;-;SCO1868;hypothetical protein;8;7;1;1,142857143;0,192645078
;2670321;2670863;;+;-;SCO2479;hypothetical protein;8;7;1;1,142857143;0,192645078
;3042359;3040752;;-;-;SCO2786;beta-N-acetylhexosaminidase;8;7;1;1,142857143;0,192645078
;3181553;3180504;;-;-;SCO2929;transposase;8;7;1;1,142857143;0,192645078
;4857491;4855908;;-;-;SCO4437;sodium-coupled permease;8;7;1;1,142857143;0,192645078
;5772464;5771526;;-;-;SCO5299;hypothetical protein;8;7;1;1,142857143;0,192645078
;6625434;6626642;;+;-;SCO6035;lysine/ornithine decarboxylase;8;7;1;1,142857143;0,192645078
;7051151;7049382;;-;-;SCO6384;integral membrane lysyl-tRNA synthetase;8;7;1;1,142857143;0,192645078
;8151064;8151579;;+;-;SCO7337;hypothetical protein;8;7;1;1,142857143;0,192645078
;8214824;8214255;;-;-;SCO7401;hypothetical protein;8;7;1;1,142857143;0,192645078
;8269590;8270384;;+;-;SCO7454;hypothetical protein;8;7;1;1,142857143;0,192645078
;36674;36006;;-;-;SCO0044;oxidoreductase;9;7;1;1,285714286;0,362570079
;445611;446144;;+;-;SCO0428;tetR family transcriptional regulator;9;7;1;1,285714286;0,362570079
;709685;711268;;+;-;SCO0670;glycerol-3-phosphate dehydrogenase;9;7;1;1,285714286;0,362570079
;2640001;2642232;;+;-;SCO2454;hypothetical protein;9;7;1;1,285714286;0,362570079
;3203507;3202209;;-;-;SCO2946;sugar transporter sugar-binding protein;9;7;1;1,285714286;0,362570079
;3215057;3214479;;-;-;SCO2957;hypothetical protein;9;7;1;1,285714286;0,362570079
;3264435;3266675;;+;-;SCO2997;transferase;9;7;1;1,285714286;0,362570079
;4339146;4338034;;-;-;SCO3943;transcriptional regulator;9;7;1;1,285714286;0,362570079
;6230274;6229321;;-;-;SCO5714;peptide transport permease;9;7;1;1,285714286;0,362570079
;6557688;6556777;;-;-;SCO5981;hypothetical protein;9;7;1;1,285714286;0,362570079
;7078585;7079868;;+;-;SCO6412;aminotransferase;9;7;1;1,285714286;0,362570079
;7410506;7409712;;-;-;SCO6669;transcriptional regulator;9;7;1;1,285714286;0,362570079
;8008499;8009599;;+;-;SCO7206;hypothetical protein;9;7;1;1,285714286;0,362570079
;15595;15317;;-;-;SCO0014;hypothetical protein;10;7;1;1,428571429;0,514573173
;320699;322255;;+;-;SCO0321;carboxylesterase;10;7;1;1,428571429;0,514573173
;1027076;1025757;;-;-;SCO0974;hypothetical protein;10;7;1;1,428571429;0,514573173
;1197776;1198321;;+;-;SCO1139;hypothetical protein;10;7;1;1,428571429;0,514573173
;1269751;1268663;;-;-;SCO1197;acyl-CoA dehydrogenase;10;7;1;1,428571429;0,514573173
;1640408;1639131;;-;-;SCO1532;hypothetical protein;10;7;1;1,428571429;0,514573173
;3697673;3696891;;-;-;SCO3340;hypothetical protein;10;7;1;1,428571429;0,514573173
;4505576;4506940;;+;-;SCO4107;hypothetical protein;10;7;1;1,428571429;0,514573173
;6483675;6484187;;+;-;SCO5916;hypothetical protein;10;7;1;1,428571429;0,514573173
;7832713;7832321;;-;-;SCO7039;ABC transporter ATP-binding protein;10;7;1;1,428571429;0,514573173
;8084169;8083750;;-;-;SCO7275;hypothetical protein;10;7;1;1,428571429;0,514573173
;8651913;8652191;;+;-;SCO7833;hypothetical protein;10;7;1;1,428571429;0,514573173
;943567;942974;;-;-;SCO0897;hypothetical protein;11;7;1;1,571428571;0,652076697
;980316;980834;;+;-;SCO0933;lipoprotein;11;7;1;1,571428571;0,652076697
;3157707;3159002;;+;-;SCO2906;PTS transmembrane protein;11;7;1;1,571428571;0,652076697
;4183737;4183333;;-;-;SCO3803;hypothetical protein;11;7;1;1,571428571;0,652076697
;5108129;5107257;;-;-;SCO4676;hypothetical protein;11;7;1;1,571428571;0,652076697
;6798373;6797459;;-;-;SCO6191;hypothetical protein;11;7;1;1,571428571;0,652076697
;1451212;1449695;;-;-;SCO1373;hypothetical protein;12;7;1;1,714285714;0,777607579
;1640971;1640405;;-;-;SCO1533;hypothetical protein;12;7;1;1,714285714;0,777607579
;2773509;2772442;;-;-;SCO2568;DNA-binding protein;12;7;1;1,714285714;0,777607579
;3182412;3183686;;+;-;SCO2931;ABC transporter ATP-binding protein;12;7;1;1,714285714;0,777607579
;7187223;7187840;;+;-;SCO6494;hypothetical protein;12;7;1;1,714285714;0,777607579
;7898264;7897518;;-;-;SCO7108;hypothetical protein;12;7;1;1,714285714;0,777607579
;444441;444671;;+;-;SCO0426;hypothetical protein;13;7;1;1,857142857;0,893084796
;4563670;4564533;;+;-;SCO4147;hypothetical protein;13;7;1;1,857142857;0,893084796
;8119483;8118005;;-;-;SCO7311;amino acid decarboxylase;13;7;1;1,857142857;0,893084796
;802797;803807;;+;-;SCO0757;phosphatase;14;7;1;2;1
;1454293;1454712;;+;-;SCO1377;molibdenum binding protein;14;7;1;2;1
;2394296;2388900;;-;-;SCO2226;bifunctional alpha-amylase/dextrinase;14;7;1;2;1
;4066798;4066523;;-;-;SCO3683;hypothetical protein;14;7;1;2;1
;8461840;8460911;;-;-;SCO7633;endo-beta-N-acetylglucosaminidase;14;7;1;2;1
;3475167;3474274;;-;-;SCO3170;short chain dehydrogenase;15;7;1;2,142857143;1,099535674
;6975194;6975283;;+;-;SCO6317;hypothetical protein;15;7;1;2,142857143;1,099535674
;8577403;8577879;;+;-;SCO7742;MarR family transcriptional regulator;15;7;1;2,142857143;1,099535674
;4440627;4442975;;+;-;SCO4049;antibiotic binding protein;16;7;1;2,285714286;1,192645078
;6774677;6775267;;+;-;SCO6171;oxidoreductase;16;7;1;2,285714286;1,192645078
;578092;579228;;+;-;SCO0543;peptidase;17;7;1;2,428571429;1,280107919
;1275830;1277215;;+;gabD1;SCO1204;succinic semialdehyde dehydrogenase;17;7;1;2,428571429;1,280107919
;3434364;3433453;;-;-;SCO3132;trans-aconitate 2-methyltransferase;17;7;1;2,428571429;1,280107919
;5061090;5059786;;-;-;SCO4634;hydrolase;17;7;1;2,428571429;1,280107919
1642017;;;1641943;-;-;SCOt01;Val tRNA;19;7;1;2,714285714;1,440572591
;6541507;6541977;6541977;+;-;SCO5970;hypothetical protein;20;7;1;2,857142857;1,514573173
3061517;3061517;3060648;3060648;-;-;SCO2803;hypothetical protein;22;7;1;3,142857143;1,652076697
;3634123;3628805;3628805;-;-;SCO3285;large glycine/alanine rich protein;22;7;1;3,142857143;1,652076697
