Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP11;qValue;fold;log2(fold)
;4774125;4774967;4774974;+;-;SCO4360;ABC transporter;71;142;0,077933259;0,5;-1
1079227;1079228;1081729;1081729;+;-;SCO1024;hypothetical protein;172;115;0,078345423;1,495652174;0,580774704
;7562872;7563450;;+;-;SCO6802;DNA-binding protein;15;30;0,078426004;0,5;-1
2851747;2851697;2850510;2850510;-;-;SCO2624;hypothetical protein;165;90;0,078597091;1,833333333;0,874469118
4498149;;;4498221;+;-;SCOt45;Lys tRNA;48;111;0,078673119;0,432432432;-1,209453366
5329459;;;5329444;-;-;predicted RNA;-;117;293;0,078804031;0,399317406;-1,324392135
673403;673403;672882;672882;-;-;SCO0630;acetyltransferase;27;51;0,078823773;0,529411765;-0,91753784
5137710;;;5137693;-;-;predicted RNA;antisense: secY;35;116;0,079072742;0,301724138;-1,728697978
4056126;;;4055945;-;-;predicted RNA;antisense: SCO3673;77;142;0,079072742;0,542253521;-0,882960579
6684017;6684546;6685493;;+;-;SCO6086;transport system integral membrane protein;14;27;0,079268647;0,518518519;-0,94753258
8089935;8089935;8090642;8090744;+;-;SCO7284;ribonuclease H;152;71;0,079328693;2,14084507;1,098180394
5689000;5689000;5688494;5688416;-;-;SCO5228;acetyltransferase;41;75;0,079341445;0,546666667;-0,871266686
3752538;3752478;3751837;3751837;-;-;SCO3388;TmrB-like protein;36;67;0,07958923;0,537313433;-0,896164189
5675022;;;5675201;+;-;predicted RNA;-;199;359;0,07958923;0,554317549;-0,851215413
5120753;;;5119510;-;-;predicted RNA;antisense: SCO4693 SCO4696 SCO4695 SCO4694;433;988;0,07958923;0,438259109;-1,190144017
6709909;6709909;6711471;6711471;+;-;SCO6108;esterase;166;90;0,080075848;1,844444444;0,883186335
3965133;3965133;3964141;3964141;-;-;SCO3586;hypothetical protein;81;162;0,080075848;0,5;-1
6144262;6144349;6145470;;+;-;SCO5646;solute binding lipoprotein;32;58;0,080193072;0,551724138;-0,857980995
3208479;3208452;3207037;3206795;-;-;SCO2951;malate oxidoreductase;368;255;0,080664355;1,443137255;0,529208519
3933730;3933752;3934558;3934632;+;-;SCO3558;morphological differentiation-associated protein;109;221;0,080756097;0,49321267;-1,019718235
5692258;5692292;5693569;5693569;+;-;SCO5232;sugar transporter sugar binding protein;22;40;0,0808332;0,55;-0,862496476
3642267;3642248;3641739;3641574;-;-;SCO3292;hypothetical protein;255;574;0,080836271;0,444250871;-1,17055349
3275574;3275574;3275287;;-;-;SCO3002;hypothetical protein;17;36;0,081070699;0,472222222;-1,08246216
5998344;5998268;5997336;;-;-;SCO5509;oxidoreductase;164;82;0,081491118;2;1
;4184790;4185284;4185296;+;-;SCO3805;hypothetical protein;24;45;0,081754331;0,533333333;-0,906890596
5151583;;;5151727;+;-;predicted RNA;antisense: SCO4738;65;125;0,081754331;0,52;-0,943416472
5026598;;;5026570;-;-;predicted RNA;antisense: SCO4602;50;134;0,081754331;0,373134328;-1,422233001
3854762;3855405;3856946;3856946;+;-;SCO3490;transposase;58;117;0,082065391;0,495726496;-1,012383724
3394443;;;3394601;+;-;predicted RNA;antisense: SCO3099;76;139;0,082114383;0,54676259;-0,871013559
3741714;3741604;3741230;3741221;-;-;SCO3377;hypothetical protein;131;257;0,08237081;0,509727626;-0,972201548
4498869;4498869;4498219;4498218;-;-;SCO4098;acetyltransferase;48;84;0,082462221;0,571428571;-0,807354922
5607430;5607430;5608080;5608080;+;-;SCO5160;hypothetical protein;77;150;0,082462221;0,513333333;-0,96203215
;3720577;3720125;;-;-;SCO3361;transcription regulator AsnC;20;33;0,082472113;0,606060606;-0,722466024
5890846;5890960;5891517;5891521;+;-;SCO5421;hypothetical protein;46;84;0,082474398;0,547619048;-0,868755467
2097542;2097542;2098228;2098235;+;-;SCO1959;mycothiol-dependent maleylpyruvate isomerase;283;155;0,082659788;1,825806452;0,868533838
8075156;;;8075070;-;-;predicted RNA;antisense: SCO7264;69;137;0,083504593;0,503649635;-0,989507626
7691071;;;7691443;+;-;predicted RNA;-;106;195;0,083830845;0,543589744;-0,879409859
8178701;8178701;8179468;8179468;+;-;SCO7366;hypothetical protein;52;96;0,084434877;0,541666667;-0,884522783
894702;894702;894244;894173;-;-;SCO0847;lyase;23;43;0,084447816;0,534883721;-0,902702799
544173;544194;545717;545763;+;glpK;SCO0509;glycerol kinase;15;27;0,084817069;0,555555556;-0,847996907
3095139;;;3095215;+;-;SCOt22;Lys tRNA;33;78;0,084817069;0,423076923;-1,2410081
4769019;4768972;4768814;4768614;-;-;SCO4353;hypothetical protein;67;126;0,084817069;0,531746032;-0,911190733
4378201;4378143;4377505;4377499;-;-;SCO3975;regulator;65;123;0,084907795;0,528455285;-0,920146692
3957838;3957782;3957444;3957376;-;-;SCO3579;regulatory protein;186;367;0,084967075;0,506811989;-0,980477442
7848994;7848921;7848220;7848068;-;-;SCO7059;oxidoreductase;105;47;0,085233977;2,234042553;1,159656666
3946678;;;3946748;+;-;predicted RNA;-;89;173;0,085262319;0,514450867;-0,958894797
2851890;;;2851905;+;-;predicted RNA;-;266;62;0,085422216;4,290322581;2,101086125
1143674;1143565;1142777;1142777;-;-;SCO1082;electron transfer flavoprotein subunit beta;606;418;0,085433129;1,449760766;0,535814851
5595400;;;5595707;+;-;predicted RNA;-;800;437;0,085490346;1,830663616;0,87236672
4508515;4508515;4509459;4509528;+;-;SCO4109;oxidoreductase;35;62;0,085661364;0,564516129;-0,824913293
1800614;1800620;1801381;;+;-;SCO1681;gluconate dehydrogenase;34;63;0,085844349;0,53968254;-0,889817082
1939010;1939010;1940242;1940242;+;-;SCO1808;phosphoserine phosphatase;257;150;0,086157781;1,713333333;0,776805859
5586438;5586476;5587555;5587666;+;-;SCO5139;succinyl-diaminopimelate desuccinylase;180;99;0,086179375;1,818181818;0,862496476
4431909;4431640;4430684;4430672;-;-;SCO4034;RNA polymerase sigma factor;147;331;0,086260461;0,444108761;-1,171015062
3778321;3778548;3778868;3779161;+;-;SCO3412;hypothetical protein;123;225;0,086370475;0,546666667;-0,871266686
;2669391;2668624;;-;-;SCO2477;short chain dehydrogenase;13;25;0,086559932;0,52;-0,943416472
4491341;;;4491488;+;-;predicted RNA;antisense: SCO4093;96;174;0,086648411;0,551724138;-0,857980995
5600209;5600209;5599076;5599075;-;-;SCO5152;ATP-binding protein;511;367;0,086692611;1,392370572;0,477543228
4679267;;;4679241;-;-;predicted RNA;antisense: SCO4263;45;125;0,08692396;0,36;-1,473931188
3699921;3699889;3699215;3699215;-;-;SCO3342;glycine-rich hypothetical protein;398;218;0,087418418;1,825688073;0,868440296
2048108;2048108;2047611;;-;-;SCO1911;hypothetical protein;29;8;0,087481459;3,625;1,857980995
5977564;;;5977418;-;-;predicted RNA;antisense: SCO5492;105;189;0,087481459;0,555555556;-0,847996907
;7519463;7520599;7520635;+;-;SCO6763;polyprenyl synthatase;121;57;0,087531767;2,122807018;1,085973223
2258402;2258402;2259922;2259922;+;-;SCO2101;carotenoid dehydrogenase;142;79;0,087621617;1,797468354;0,845966371
1708017;1707882;1706806;;-;pheS;SCO1595;phenylalanyl-tRNA synthetase subunit alpha;422;290;0,087919266;1,455172414;0,541190099
7492087;7492079;7490559;7490559;-;-;SCO6736;metallopeptidase;81;37;0,087967751;2,189189189;1,130396637
3304636;;;3306795;+;-;predicted RNA;antisense: SCO3023 SCO3022;191;426;0,088218137;0,448356808;-1,157280792
4160021;4159929;4158580;4158580;-;-;SCO3782;regulatory protein;33;64;0,08946267;0,515625;-0,955605881
7741057;7741057;7740635;7740618;-;-;SCO6973;hypothetical protein;108;206;0,089478154;0,524271845;-0,931613025
5229212;;;5229224;+;-;predicted RNA;-;113;298;0,089478154;0,379194631;-1,398989558
4933745;4933782;4934156;4934167;+;-;SCO4509;hypothetical protein;1659;1217;0,089478154;1,363188168;0,446984718
3778298;;;3778320;+;-;predicted RNA;antisense: SCO3411;48;134;0,089578909;0,358208955;-1,48112669
;3927786;3927094;3927094;-;-;SCO3551;membrane spanning protein;22;39;0,089739877;0,564102564;-0,8259706
6044743;6044567;6040578;6040573;-;-;SCO5544;hypothetical protein;93;59;0,089739877;1,576271186;0,656515762
2449545;2449538;2448807;2448774;-;-;SCO2279;hypothetical protein;549;364;0,089739877;1,508241758;0,592867699
;6127060;6128235;6128235;+;-;SCO5628;hypothetical protein;585;441;0,089739877;1,326530612;0,407657969
5061508;5061599;5061763;5061769;+;rpmG;SCO4635;50S ribosomal protein L33;5683;16858;0,089739877;0,337109977;-1,568708767
2660754;2660754;2659480;2659480;-;-;SCO2470;deoxyguanosinetriphosphate triphosphohydrolase-like protein;30;54;0,089836362;0,555555556;-0,847996907
3933659;;;3933506;-;-;predicted RNA;-;458;890;0,089928763;0,514606742;-0,958457738
3043459;3043459;3043716;3043785;+;-;SCO2788;hypothetical protein;128;223;0,09048088;0,573991031;-0,8008999
3246741;;;3246659;-;-;predicted RNA;-;64;131;0,0913529;0,488549618;-1,033423002
898707;898666;898034;;-;-;SCO0852;aldolase;99;45;0,091520416;2,2;1,137503524
6049394;;;6049469;+;-;SCOt58;Glu tRNA;1016;1980;0,091872254;0,513131313;-0,962600028
1561432;1561432;1560350;1560310;-;-;SCO1463;transcriptional regulator;456;319;0,0920445;1,429467085;0,5154774
5071058;5070975;5069749;5069735;-;-;SCO4645;aspartate aminotransferase;1054;689;0,092100948;1,529753266;0,613298979
;2303726;2304391;;+;-;SCO2143;two component system response regulator;16;31;0,092993151;0,516129032;-0,95419631
1142776;1142721;1141759;1141747;-;-;SCO1081;electron transfer flavoprotein subunit alpha;343;207;0,092993151;1,657004831;0,728577809
6868315;6868320;6868634;6868635;+;-;SCO6245;hypothetical protein;168;72;0,093064753;2,333333333;1,222392421
;6698421;6697066;;-;-;SCO6097;sulfate adenylyltransferase subunit 1;16;28;0,093308904;0,571428571;-0,807354922
2972210;2972229;2973086;2973470;+;-;SCO2725;lipoprotein;216;485;0,093884269;0,445360825;-1,166953435
8256100;8256100;8256564;;+;-;SCO7442;hypothetical protein;75;28;0,093998404;2,678571429;1,421463768
7206419;7206433;7208823;7208823;+;-;SCO6517;uvrA-like protein;27;53;0,094190616;0,509433962;-0,973032952
3437661;3437626;3436463;3436368;-;-;SCO3136;galactokinase;598;457;0,094190616;1,308533917;0,387951319
2375352;2375406;2376335;2376335;+;-;SCO2211;hypothetical protein;278;642;0,094190616;0,433021807;-1,207488414
2485375;2485458;2486327;2486359;+;-;SCO2314;hypothetical protein;560;392;0,094316756;1,428571429;0,514573173
2131348;2131341;2130961;2130961;-;-;SCO1995;hypothetical protein;49;86;0,094532065;0,569767442;-0,811554911
6205179;6205187;6206479;6206480;+;-;SCO5695;metalloprotease;125;68;0,094719152;1,838235294;0,878321443
4652809;4652809;4652357;;-;-;SCO4245;hypothetical protein;28;51;0,094910525;0,549019608;-0,86507042
6603828;;;6603995;+;-;predicted RNA;-;106;187;0,094910525;0,56684492;-0,818974005
;5285212;5284439;5284414;-;sdhB;SCO4855;succinate dehydrogenase iron-sulfur subunit;749;545;0,09499925;1,374311927;0,458709489
;4565446;4566975;4566975;+;-;SCO4149;ABC transporter;19;33;0,095141306;0,575757576;-0,796466606
8587396;8587396;8587620;8587627;+;-;SCO7756;hypothetical protein;27;52;0,095430557;0,519230769;-0,945552216
4694541;4694541;4694071;4694017;-;-;SCO4279;acetyltransferase;43;77;0,095683321;0,558441558;-0,840521786
5057370;;;5057294;-;-;predicted RNA;antisense: SCO4632;73;145;0,095683321;0,503448276;-0,990084531
;2751450;2750935;;-;-;SCO2550;lipoprotein;15;29;0,095905778;0,517241379;-0,9510904
721158;721158;720985;720966;-;-;SCO0678;hypothetical protein;327;145;0,096092077;2,255172414;1,173237735
;1890978;1890421;1890387;-;-;SCO1771;hypothetical protein;292;158;0,09622564;1,848101266;0,886043811
3780252;3780231;3779785;3779744;-;-;SCO3414;transcriptional regulator;88;159;0,096265396;0,553459119;-0,853451337
6327473;6327473;6327186;;-;-;SCO5790;hypothetical protein;26;7;0,096301052;3,714285714;1,893084796
8468352;8468385;8468807;8468860;+;-;SCO7639;MarR family regulatory protein;184;358;0,096301052;0,51396648;-0,960253821
3386477;;;3386445;-;-;predicted RNA;-;1378;552;0,096301052;2,496376812;1,319835716
5519987;5519987;5520832;5520832;+;-;SCO5078;hypothetical protein;47;86;0,096343582;0,546511628;-0,871675903
4434998;;;4434964;-;-;predicted RNA;antisense: SCO4040;101;225;0,096343582;0,448888889;-1,155569708
;2250944;2252308;;+;-;SCO2095;hypothetical protein;116;62;0,096465613;1,870967742;0,903784685
609517;609517;610356;610366;+;-;SCO0567;insertion element transposase;37;64;0,096736439;0,578125;-0,790546634
;2301552;2301833;2301833;+;-;SCO2140;transcriptional regulator;669;374;0,096736439;1,788770053;0,838967941
6259084;6259203;6259490;6259514;+;rpsO;SCO5736;30S ribosomal protein S15;2975;2521;0,096828769;1,180087267;0,23889355
5118581;5118613;5119260;5119260;+;-;SCO4692;hypothetical protein;1092;846;0,096842539;1,290780142;0,368243288
;2655114;2656115;2656335;+;-;SCO2467;hypothetical protein;34;58;0,097032624;0,586206897;-0,770518154
2342442;;;2342451;+;-;predicted RNA;-;243;60;0,097328685;4,05;2,017921908
6038785;6038754;6035419;6035418;-;-;SCO5540;hypothetical protein;218;172;0,097618402;1,26744186;0,34191957
1766159;1766159;1765257;1765243;-;-;SCO1651;hypothetical protein;368;225;0,098131906;1,635555556;0,709780765
6318816;6318816;6319355;6319561;+;-;SCO5781;hypothetical protein;129;250;0,098131906;0,516;-0,954557029
7635214;;;7635339;+;-;predicted RNA;antisense: SCO6864;72;133;0,098284529;0,541353383;-0,885357434
4631858;4631849;4631601;4631570;-;-;SCO4226;hypothetical protein;46;83;0,098304344;0,554216867;-0,851477475
4294444;;;4294564;+;-;predicted RNA;antisense: SCO3899;91;166;0,098837599;0,548192771;-0,867244791
6382802;6382802;6383974;;+;-;SCO5832;citrate synthase;39;15;0,098907904;2,6;1,378511623
4945424;;;4945221;-;-;predicted RNA;antisense: SCO4524;158;271;0,098907904;0,58302583;-0,778368293
5441951;5441997;5442938;5442938;+;-;SCO5004;hypothetical protein;19;33;0,098995614;0,575757576;-0,796466606
5963166;5963174;5964976;5965018;+;-;SCO5477;oligopeptide-binding lipoprotein;321;235;0,098995614;1,365957447;0,449912541
1769152;1769156;1769827;1769885;+;-;SCO1654;two-component response regulator;874;643;0,098995614;1,359253499;0,442814542
5136756;5136758;5136940;5136942;+;rpmD;SCO4720;50S ribosomal protein L30;3917;3072;0,099015962;1,275065104;0,350570912
;3414700;3413804;;-;-;SCO3114;hypothetical protein;41;15;0,099025479;2,733333333;1,450661409
2177579;2177557;2176826;2176826;-;-;SCO2027;hypothetical protein;41;72;0,099025479;0,569444444;-0,812372997
4737300;4737441;4737824;4738021;+;-;SCO4325;cold shock protein B;246;487;0,099025479;0,50513347;-0,985263457
2844234;2844084;2842798;2842795;-;clpX;SCO2617;ATP-dependent protease ATP-binding subunit ClpX;666;566;0,099025479;1,176678445;0,234720124
3935905;3935905;3936894;3936919;+;-;SCO3560;ATP-binding protein;75;144;0,099323168;0,520833333;-0,941106311
2919703;2919678;2919307;2918901;-;-;SCO2679;lipoprotein;55;98;0,099957294;0,56122449;-0,833350131
2613309;2613322;2613849;;+;-;SCO2435;hypothetical protein;279;141;0,100251737;1,978723404;0,984569959
6594902;6594926;6596854;6596854;+;-;SCO6013;1-deoxy-D-xylulose-5-phosphate synthase;186;119;0,10035135;1,56302521;0,644341048
4724167;4724157;4723060;4723030;-;-;SCO4311;hypothetical protein;111;243;0,100506118;0,456790123;-1,130396637
;5428166;5428930;;+;-;SCO4989;IclR family transcriptional regulator;73;32;0,100571372;2,28125;1,189824559
2081214;2081153;2080143;2080125;-;-;SCO1947;glyceraldehyde-3-phosphate dehydrogenase;4372;1464;0,1008635;2,986338798;1,578377847
5615432;5615432;5616214;5616350;+;-;SCO5167;hypothetical protein;191;97;0,101026591;1,969072165;0,977515986
5601045;;;5601184;+;-;predicted RNA;antisense: SCO5154;71;129;0,101026591;0,550387597;-0,861480136
3352223;3352210;3351008;3350997;-;-;SCO3058;dipeptidase;254;150;0,101026591;1,693333333;0,759865996
1327924;1327924;1327484;1327467;-;-;SCO1256;hypothetical protein;77;132;0,101109581;0,583333333;-0,777607579
4407794;;;4407866;+;-;SCOt36;Arg tRNA;102;191;0,101109581;0,534031414;-0,905003486
3661750;3661555;3661178;3661178;-;-;SCO3309;hypothetical protein;32;58;0,101210462;0,551724138;-0,857980995
2904798;2904844;2906658;2906934;+;-;SCO2669;hypothetical protein;238;165;0,101426908;1,442424242;0,528495549
7156999;7156962;7156306;7156281;-;-;SCO6468;phosphatidylserine decarboxylase;770;549;0,101426908;1,402550091;0,488052297
4313757;4313757;4312891;4312877;-;-;SCO3917;hypothetical protein;113;224;0,10146369;0,504464286;-0,98717596
;139467;139712;139724;+;-;SCO0148;transcriptional regulator;14;31;0,102250851;0,451612903;-1,146841388
7133209;7133229;7134647;;+;-;SCO6449;dehydrogenase;109;58;0,102293339;1,879310345;0,91020333
;8286937;8288043;;+;-;SCO7475;phenylacetic acid degradation NADH oxidoreductase PaaE;33;12;0,102384138;2,75;1,459431619
7216543;7216569;7218722;7218741;+;-;SCO6527;hypothetical protein;130;74;0,102461318;1,756756757;0,812914447
4101622;4101639;4102223;4102240;+;-;SCO3727;stress response protein;339;191;0,102672754;1,77486911;0,827712635
4369809;4369809;4368955;4368955;-;-;SCO3968;hypothetical protein;471;320;0,102672754;1,471875;0,557655155
2074166;2074144;2073377;2073241;-;-;SCO1940;hypothetical protein;74;141;0,10284572;0,524822695;-0,930097987
5633805;5633781;5631004;5631004;-;-;SCO5181;hypothetical protein;148;102;0,103233642;1,450980392;0,537028024
;2241793;2240702;2240694;-;mraY;SCO2087;phospho-N-acetylmuramoyl-pentapeptide-transferase;344;226;0,103233642;1,522123894;0,606085792
6742956;6742909;6742307;6742307;-;-;SCO6141;transmembrane protein;19;34;0,104117754;0,558823529;-0,839535328
6266649;6266753;6267652;6267652;+;dapA;SCO5744;dihydrodipicolinate synthase;341;202;0,104117754;1,688118812;0,755416446
8577403;8577403;8577879;8577992;+;-;SCO7742;MarR family transcriptional regulator;15;28;0,104130845;0,535714286;-0,900464326
8086344;8086287;8085400;8085392;-;-;SCO7278;RNA polymerase sigma factor;324;187;0,104130845;1,732620321;0,792955543
;2833686;2833015;2833015;-;-;SCO2609;rod shape-determining protein;51;19;0,104431544;2,684210526;1,424497829
7068132;7068132;7067605;7067378;-;-;SCO6401;hypothetical protein;73;130;0,104431544;0,561538462;-0,832543254
2702085;;;2702043;-;-;predicted RNA;antisense: SCO2503;61;139;0,105471126;0,438848921;-1,188203735
;75876;74917;;-;-;SCO0088;beta-lactamase;13;24;0,105532272;0,541666667;-0,884522783
3206794;;;3206745;-;-;predicted RNA;-;12298;9228;0,105532272;1,332683138;0,414333803
2118850;2118766;2117906;;-;-;SCO1979;DNA-binding protein;36;62;0,105798681;0,580645161;-0,784271309
4886927;4886990;4888306;;+;-;SCO4469;glutamate-1-semialdehyde aminotransferase;265;169;0,106281596;1,568047337;0,648969113
;228154;227081;;-;-;SCO0239;hypothetical protein;19;33;0,106364377;0,575757576;-0,796466606
1030844;1030806;1030387;1030386;-;-;SCO0978;aspartate alpha-decarboxylase;103;189;0,106432541;0,544973545;-0,875741897
;7418440;7418270;;-;-;SCO6679;hypothetical protein;22;49;0,106673745;0,448979592;-1,155278225
6177892;6177891;6176557;6176553;-;-;SCO5676;4-aminobutyrate aminotransferase;184;103;0,106673745;1,786407767;0,837061429
510469;;;510357;-;-;predicted RNA;antisense: SCO0488;84;153;0,106719022;0,549019608;-0,86507042
2216806;2216806;2217516;2217605;+;-;SCO2066;hypothetical protein;213;112;0,106836843;1,901785714;0,927354698
4978602;4978495;4977869;4977532;-;-;SCO4560;polypetide deformylase;115;220;0,106928106;0,522727273;-0,935869663
;5017434;5016376;5016376;-;-;SCO4594;2-oxoglutarate ferredoxin oxidoreductase subunit beta;86;41;0,107530665;2,097560976;1,06871275
;3097464;3099401;3100278;+;-;SCO2837;hypothetical protein;405;347;0,107720985;1,167146974;0,222986245
1146426;1146426;1145827;1145824;-;-;SCO1086;hypothetical protein;77;144;0,107722815;0,534722222;-0,903138461
3172050;3172118;3172417;3172417;+;-;SCO2921;hypothetical protein;17;34;0,108083031;0,5;-1
504854;504854;505465;505469;+;-;SCO0485;TetR family transcriptional regulator;65;117;0,108089832;0,555555556;-0,847996907
1672877;1672877;1673236;1673237;+;-;SCO1561;hypothetical protein;466;262;0,108089832;1,778625954;0,830763143
2190461;2190442;2189633;2189633;-;trpC;SCO2039;indole-3-glycerol-phosphate synthase;509;352;0,108155533;1,446022727;0,532090227
;216844;215807;215807;-;-;SCO0224;hypothetical protein;42;77;0,10824984;0,545454545;-0,874469118
6733711;6733691;6732336;6731835;-;-;SCO6131;carboxypeptidase;84;40;0,108332236;2,1;1,070389328
7520636;7520716;7522758;;+;-;SCO6764;squalene-hopene cyclase;73;38;0,108386049;1,921052632;0,941897045
4258993;4258993;4259403;4259416;+;-;SCO3871;decarboxylase;25;46;0,108386049;0,543478261;-0,879705766
;8554142;8555248;;+;-;SCO7720;hypothetical protein;17;30;0,108584601;0,566666667;-0,819427754
1180851;1180851;1181249;1181353;+;-;SCO1123;hypothetical protein;389;210;0,108584601;1,852380952;0,889380827
3954844;3954844;3954683;;-;-;SCO3576;hypothetical protein;1128;640;0,108615801;1,7625;0,817623258
4612067;4611975;4610815;4610752;-;-;SCO4202;hypothetical protein;45;84;0,108774788;0,535714286;-0,900464326
3491143;3491068;3488258;3488254;-;-;SCO3184;penicillin acylase;211;158;0,108774788;1,335443038;0,417318441
4711650;;;4711583;-;-;predicted RNA;antisense: groEL;63;133;0,108829235;0,473684211;-1,078002512
5152331;5152417;5153223;5153333;+;-;SCO4739;lipoprotein;364;214;0,108829235;1,700934579;0,766327654
;1805384;1806277;;+;-;SCO1685;hypothetical protein;16;27;0,108869697;0,592592593;-0,754887502
2807801;2807795;2804967;2804944;-;-;SCO2592;transferase;428;295;0,109268298;1,450847458;0,536895842
1950093;1950093;1949812;1949776;-;-;SCO1819;hypothetical protein;54;94;0,109329414;0,574468085;-0,79970135
;8094562;8094134;;-;-;SCO7289;regulator;12;24;0,109638494;0,5;-1
5488239;5488244;5488768;5489269;+;-;SCO5048;hypothetical protein;1160;874;0,109756714;1,327231121;0,408419621
3111894;3111894;3111340;3111340;-;-;SCO2853;hypothetical protein;25;44;0,109847832;0,568181818;-0,815575429
5189083;5189098;5191251;5191424;+;-;SCO4775;Ser/Thr protein kinase;296;226;0,110143723;1,309734513;0,389274403
2444497;2444536;2445690;2445690;+;-;SCO2275;lipoprotein;32;56;0,110548846;0,571428571;-0,807354922
4748527;;;4748498;-;-;predicted RNA;-;147;305;0,110648304;0,481967213;-1,052993088
6203922;6203922;6205178;6205178;+;-;SCO5694;1-deoxy-D-xylulose 5-phosphate reductoisomerase;143;81;0,110714013;1,765432099;0,820021334
;7510408;7511160;7511164;+;-;SCO6753;nucleotide sugar-1-phosphate transferase;355;202;0,110900488;1,757425743;0,813463732
5643386;5643386;5644342;5644348;+;-;SCO5186;hypothetical protein;153;79;0,111084109;1,936708861;0,953607095
3483598;3483236;3481968;3481968;-;-;SCO3177;hypothetical protein;204;115;0,111566373;1,773913043;0,826935291
4851888;4851904;4852578;4852625;+;-;SCO4432;hypothetical protein;34;60;0,111765358;0,566666667;-0,819427754
5558230;;;5558172;-;-;predicted RNA;antisense: SCO5112;61;132;0,111765358;0,462121212;-1,113656782
;6527871;6529472;6529472;+;-;SCO5957;transporter;42;19;0,112074646;2,210526316;1,144389909
;1910798;1909671;;-;-;SCO1786;iron-siderophore uptake system transmembrane protein;143;80;0,112074646;1,7875;0,837943242
;8569361;8569918;;+;-;SCO7734;hypothetical protein;41;13;0,112249799;3,153846154;1,657112286
3422384;3422409;3423857;3423919;+;glmU;SCO3122;bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase;589;507;0,112249799;1,1617357;0,216281887
2363402;2363402;2364106;2364130;+;-;SCO2196;hypothetical protein;1089;932;0,112512553;1,168454936;0,224602094
6370904;6371006;6373129;6373129;+;-;SCO5822;DNA topoisomerase IV subunit B;536;386;0,112572274;1,388601036;0,473632153
5796374;;;5796667;+;-;predicted RNA;antisense: SCO5326;180;338;0,112813202;0,532544379;-0,90902634
2522807;2522807;2522166;2522165;-;-;SCO2353;hypothetical protein;263;582;0,113203682;0,451890034;-1,145956354
5651451;5651506;5652012;5652021;+;-;SCO5194;hypothetical protein;71;121;0,113838597;0,58677686;-0,769116118
4775642;4775642;4776853;;+;-;SCO4362;two component system sensor kinase;43;80;0,115297099;0,5375;-0,89566334
6738541;6738541;6737522;;-;-;SCO6136;transmembrane protein;244;138;0,115297099;1,768115942;0,822212881
1797166;;;1797253;+;-;SCOt08;Leu tRNA;112;199;0,115297099;0,56281407;-0,829269698
736504;736520;737506;737506;+;-;SCO0695;hypothetical protein;28;49;0,11538407;0,571428571;-0,807354922
6617982;6617892;6616708;6616706;-;-;SCO6028;ribonuclease;198;112;0,115443837;1,767857143;0,822001698
3707327;3707327;3706398;3706398;-;-;SCO3348;DNA-binding protein;52;22;0,11556881;2,363636364;1,2410081
;5992465;5995740;;+;-;SCO5506;regulatory protein;14;27;0,11556881;0,518518519;-0,94753258
84149;83992;83516;83514;-;-;SCO0101;hypothetical protein;83;32;0,11556881;2,59375;1,375039431
2848231;2848177;2847983;2847944;-;-;SCO2621;hypothetical protein;1566;943;0,115655459;1,660657476;0,731754537
;5334410;5333649;;-;-;SCO4900;hypothetical protein;15;26;0,115855703;0,576923077;-0,793549123
4007895;4008369;4009274;;+;-;SCO3630;hypothetical protein;17;29;0,116144241;0,586206897;-0,770518154
786519;786591;786956;787031;+;-;SCO0744;hypothetical protein;51;88;0,116144241;0,579545455;-0,787006277
4080650;4080650;4081045;4081076;+;-;SCO3703;substrate binding protein;105;188;0,116211553;0,558510638;-0,840343334
1896631;1896583;1895948;1895892;-;-;SCO1775;hypothetical protein;438;254;0,116211553;1,724409449;0,786102373
;4499727;4500119;4500119;+;-;SCO4100;hypothetical protein;19;36;0,117853277;0,527777778;-0,921997488
8197345;8197385;8197828;8197828;+;-;SCO7385;hypothetical protein;93;37;0,117853277;2,513513514;1,329705445
5618484;5618484;5619560;5619568;+;-;SCO5172;hydrolase;339;225;0,117853277;1,506666667;0,591360272
3765760;3765814;3766173;;+;-;SCO3400;dihydroneopterin aldolase;286;565;0,118587268;0,50619469;-0,982235721
2823617;2823656;2825212;2825372;+;-;SCO2603;integrase;18;31;0,118709252;0,580645161;-0,784271309
4502800;4502795;4501524;4501524;-;-;SCO4103;peptidase;41;78;0,118750654;0,525641026;-0,927850214
4938623;4938520;4938161;;-;-;SCO4516;hypothetical protein;106;183;0,118750654;0,579234973;-0,787779384
;4108183;4107830;;-;-;SCO3734;hypothetical protein;13;26;0,120208706;0,5;-1
4203092;4203092;4202553;4202505;-;-;SCO3822;hypothetical protein;1097;832;0,120208706;1,318509615;0,398908092
7372702;7372683;7370866;;-;-;SCO6638;hypothetical protein;304;226;0,120305545;1,345132743;0,427748551
3029169;3029169;3031109;;+;-;SCO2777;acetyl/propionyl CoA carboxylase subunit alpha;75;39;0,120455912;1,923076923;0,943416472
5626447;;;5625861;-;-;predicted RNA;antisense: SCO5177 SCO5178;146;279;0,12065863;0,523297491;-0,934296753
;1907228;1906323;1906244;-;ppnK;SCO1781;inorganic polyphosphate/ATP-NAD kinase;385;251;0,120965568;1,533864542;0,617171082
