Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	M145	MGM14	qValue	fold	log2
1209676	1209788	1210258	1210258	+	-	SCO1149	hypothetical protein	31	83	0,036119789	0,373493976	-1,420843121
1210306	1210322	1210594	1210594	+	rpmE2	SCO1150	50S ribosomal protein L31	9	36	0,062493771	0,25	-2
1211445	1211409	1210615	1210404	-	-	SCO1151	hypothetical protein	199	182	1	1,093406593	0,12882998
1211504	1211504	1214068	1214068	+	-	SCO1152	helicase	183	208	0,202300273	0,879807692	-0,18473988
1214086	1214088	1214954	1215003	+	-	SCO1153	acyl-CoA thioesterase II	121	151	0,850149006	0,801324503	-0,319541502
	1215927	1214956	1214956	-	-	SCO1154	hypothetical protein	17	28	0,873032146	0,607142857	-0,719892081
1216483	1216478	1216065	1216057	-	-	SCO1155	hypothetical protein	82	94	1	0,872340426	-0,197036847
1216584	1216584	1217012	1217056	+	-	SCO1156	hypothetical protein	172	207	1	0,830917874	-0,267222203
	1217655	1217041		-	-	SCO1157	ATP/GTP binding protein	1	1	1	1	0
	1218137	1217724		-	-	SCO1158	hypothetical protein	1	1	1	1	0
	1218593	1218156		-	-	SCO1159	hypothetical protein	3	1	1	3	1,584962501
	1221178	1218590		-	-	SCO1160	hypothetical protein	1	1	1	1	0
	1221975	1221241		-	-	SCO1161	hypothetical protein	1	1	1	1	0
1222188	1222188	1222787	1222787	+	-	SCO1162	methyltransferase	42	34	1	1,235294118	0,304854582
	1224134	1223235	1223235	-	-	SCO1163	hypothetical protein	22	22	1	1	0
	1224211	1224537		+	-	SCO1164	hypothetical protein	8	11	1	0,727272727	-0,459431619
	1224677	1225594		+	-	SCO1165	hypothetical protein	32	22	0,62312643	1,454545455	0,540568381
1225983	1225983	1225651	1225236	-	-	SCO1166	hypothetical protein	239	229	1	1,043668122	0,06166302
	1226297	1228969		+	-	SCO1167	helicase	10	5	1	2	1
	1228966	1230234		+	-	SCO1168	hypothetical protein	20	17	1	1,176470588	0,234465254
1231506	1231492	1230329	1230312	-	-	SCO1169	xylose isomerase	99	129	0,55284898	0,76744186	-0,381870635
	1231648	1233093		+	-	SCO1170	xylulose kinase	27	24	1	1125	0,169925001
	1233319	1234527		+	-	SCO1171	xylose repressor	10	7	1	1,428571429	0,514573173
	1234835	1235440		+	-	SCO1172	amidase	2	1	1	2	1
	1235615	1236874		+	-	SCO1173	transcriptional regulator	2	3	1	0,666666667	-0,584962501
	1237012	1238535	1238535	+	-	SCO1174	aldehyde dehydrogenase	21	34	0,62312643	0,617647059	-0,695145418
	1239002	1238595		-	-	SCO1175	hypothetical protein	1	1	1	1	0
	1241453	1239663		-	-	SCO1176	dihydroxy-acid dehydratase	2	8	1	0,25	-2
	1241562	1242302		+	-	SCO1177	gntR-famly transcriptional regulator	4	3	1	1,333333333	0,415037499
	1242783	1242334		-	-	SCO1178	hypothetical protein	3	8	1	375	-1,415037499
	1243575	1242817		-	-	SCO1179	hypothetical protein	9	9	1	1	0
	1243639	1244799		+	-	SCO1180	DNA polymerase III subunit beta	9	5	1	1,8	0,847996907
1244917	1244920	1245774		+	-	SCO1181	hypothetical protein	69	149	0,007676873	0,463087248	-1,110644064
	1245771	1250951	1250951	+	-	SCO1182	hypothetical protein	23	30	0,441406947	0,766666667	-0,38332864
1250976	1251004	1252173	1252178	+	-	SCO1183	hypothetical protein	27	31	1	0,870967742	-0,199308808
	1252179	1256141		+	-	SCO1184	hypothetical protein	12	14	1	0,857142857	-0,222392421
	1256138	1258141		+	-	SCO1185	hypothetical protein	7	9	1	0,777777778	-0,362570079
1258211	1258218	1259243	1259243	+	-	SCO1186	LacI family transcriptional regulator	40	47	1	0,85106383	-0,232660757
	1259461	1260606		+	-	SCO1187	cellulase B	1	1	1	1	0
	1260854	1261948		+	-	SCO1188	cellulose binding protein	1	1	1	1	0
	1262121	1262546		+	-	SCO1189	hypothetical protein	14	17	1	0,823529412	-0,280107919
	1264110	1262509		-	-	SCO1190	export protein	3	3	1	1	0
	1264656	1264183		-	-	SCO1191	MarR family transcriptional regulator	20	17	1	1,176470588	0,234465254
	1264780	1265148		+	-	SCO1192	hypothetical protein	3	2	1	1,5	0,584962501
1265741	1265739	1265170	1265103	-	-	SCO1193	TetR family transcriptional regulator	39	60	0,90148213	0,65	-0,621488377
	1265841	1267331		+	-	SCO1194	export protein	1	1	1	1	0
	1267515	1267321		-	-	SCO1195	hypothetical protein	3	1	1	3	1,584962501
	1268493	1267630		-	-	SCO1196	hypothetical protein	5	8	1	625	-0,678071905
	1269751	1268663		-	-	SCO1197	acyl-CoA dehydrogenase	20	19	1	1,052631579	0,074000581
	1270929	1269748		-	-	SCO1198	acyl-CoA dehydrogenase	26	37	1	0,702702703	-0,509013647
1271906	1271906	1270926		-	-	SCO1199	oxidoreductase	27	23	1	1,173913043	0,231325546
1272566	1272566	1271991	1271959	-	-	SCO1200	regulatory protein	62	102	0,481861849	0,607843137	-0,718229032
1272644	1272644	1273609	1273609	+	-	SCO1201	reductase	68	77	1	0,883116883	-0,179323699
	1273700	1275238		+	ligB	SCO1202	ATP-dependent DNA ligase	25	20	1	1,25	0,321928095
	1275235	1275696		+	-	SCO1203	MutT-like protein	4	6	1	0,666666667	-0,584962501
	1275830	1277215		+	gabD1	SCO1204	succinic semialdehyde dehydrogenase	14	18	1	0,777777778	-0,362570079
1277253	1277253	1277477	1277556	+	-	SCO1205	hypothetical protein	61	71	1	0,85915493	-0,219009782
	1277625	1278749		+	-	SCO1206	polyketide synthase	6	13	1	0,461538462	-1,115477217
	1278746	1279960		+	-	SCO1207	cytochrome P450	7	5	1	1,4	0,485426827
	1279957	1280490		+	-	SCO1208	hypothetical protein	5	3	1	1,666666667	0,736965594
1281735	1281713	1280487	1280363	-	-	SCO1209	acyl-CoA dehydrogenase	33	28	1	1,178571429	0,237039197
1281871	1281884	1282540	1282603	+	-	SCO1210	transcriptional regulator	239	213	1	1,122065728	0,166157188
	1283235	1282582		-	-	SCO1211	polypeptide deformylase	17	13	1	1,307692308	0,387023123
1283244	1283300	1284538	1284552	+	-	SCO1212	ligase	523	455	0,896249284	1,149450549	0,200944401
1284562	1284562	1285290	1285318	+	-	SCO1213	hypothetical protein	355	387	1	0,917312661	-0,124514542
1285376	1285457	1286482	1286504	+	-	SCO1214	6-phosphofructokinase	179	181	1	0,988950276	-0,01603011
1286642	1286676	1287626	1287636	+	-	SCO1215	hypothetical protein	421	381	1	1,104986877	0,144029236
1287637	1287637	1287840	1287916	+	-	SCO1216	hypothetical protein	517	666	0,701890331	0,776276276	-0,365357897
	1289096	1287879		-	-	SCO1217	sensor kinase	2	1	1	2	1
	1290928	1289093		-	-	SCO1218	transmembrane transport protein	1	1	1	1	0
	1291352	1290957		-	-	SCO1219	hypothetical protein	1	1	1	1	0
	1292117	1291356		-	-	SCO1220	regulatory protein	5	1	1	5	2,321928095
1292195	1292195	1292698	1292698	+	-	SCO1221	transcription regulator AsnC	43	34	1	1,264705882	0,338801913
1292824	1292824	1293690		+	-	SCO1222	hypothetical protein	59	52	1	1,134615385	0,182203331
	1293687	1294910	1294922	+	-	SCO1223	ornithine aminotransferase	58	68	1	0,852941176	-0,229481846
	1295384	1294926		-	-	SCO1224	sugar-phosphate isomerase	31	20	0,57847373	1,55	0,632268215
1295502	1295526	1297040	1297058	+	-	SCO1225	osmoprotectant transporter	137	127	1	1,078740157	0,109347396
	1300331	1297131		-	-	SCO1226	hypothetical protein	1	1	1	1	0
	1302070	1300601		-	-	SCO1227	DNA-binding protein	1	1	1	1	0
1302248	1302287	1303009	1303057	+	-	SCO1228	acyltransferase	93	130	0,729655165	0,715384615	-0,483209002
	1303058	1304119	1304119	+	-	SCO1229	reductase	15	27	0,65544711	0,555555556	-0,847996907
1305815	1305813	1304188	1304178	-	-	SCO1230	tripeptidylaminopeptidase	40	43	1	0,930232558	-0,10433666
	1306731	1305967	1305963	-	-	SCO1231	urease accessory protein	28	30	1	0,933333333	-0,099535674
1307405	1307405	1306728		-	-	SCO1232	urease accessory protein	43	46	1	0,934782609	-0,097297201
1308253	1308245	1307571	1307512	-	-	SCO1233	urease accessroy protein UreF	40	52	1	0,769230769	-0,378511623
	1309975	1308254	1308254	-	ureC	SCO1234	urease subunit alpha	211	173	1	1,219653179	0,286470961
1310279	1310279	1309968		-	ureB	SCO1235	urease subunit beta	359	289	1	1,242214533	0,312914351
1310645	1310595	1310293	1310280	-	ureA	SCO1236	urease subunit gamma	453	403	1	1,124069479	0,168731212
1311104	1311104	1310820	1310799	-	-	SCO1237	hypothetical protein	169	247	0,72688979	0,684210526	-0,547487795
	1311216	1311851		+	-	SCO1238	ATP-dependent Clp protease	6	3	1	2	1
	1311859	1312167		+	-	SCO1239	hypothetical protein	3	1	1	3	1,584962501
	1312684	1313157		+	-	SCO1240	hypothetical protein	1	1	1	1	0
1313707	1313640	1313128	1313128	-	-	SCO1241	hypothetical protein	38	20	0,215627088	1,9	0,925999419
1313798	1313856	1314716	1314889	+	-	SCO1242	DNA-binding protein	27	26	1	1,038461538	0,054447784
	1316138	1315011		-	-	SCO1243	8-amino-7-oxononanoate synthase	5	11	1	0,454545455	-1,137503524
1316289	1316289	1317512		+	-	SCO1244	biotin synthase	81	71	1	1,14084507	0,190102883
	1317505	1318791	1318792	+	-	SCO1245	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	84	60	0,769452492	1,4	0,485426827
1318793	1318793	1319509	1319509	+	bioD	SCO1246	dithiobiotin synthetase	47	54	1	0,87037037	-0,20029865
1319872	1319887	1320564	1320613	+	-	SCO1247	hypothetical protein	90	177	0,034909531	0,508474576	-0,975752454
	1320960	1320586		-	-	SCO1248	hypothetical protein	19	13	0,762073132	1,461538462	0,547487795
1321207	1321207	1320980	1320961	-	-	SCO1249	hypothetical protein	66	93	1	0,709677419	-0,494764692
	1321315	1321740		+	-	SCO1250	acetyltransferase	5	8	1	625	-0,678071905
	1321823	1323229		+	-	SCO1251	hypothetical protein	17	18	1	0,944444444	-0,08246216
	1323226	1324239		+	-	SCO1252	hypothetical protein	16	10	1	1,6	0,678071905
1324336	1324336	1325118	1325118	+	-	SCO1253	hypothetical protein	58	47	1	1,234042553	0,303392143
1325285	1325285	1326727	1326741	+	-	SCO1254	adenylosuccinate lyase	251	291	0,469020162	0,862542955	-0,213331789
1326770	1326802	1327284	1327471	+	-	SCO1255	G/U mismatch-specific DNA glycosylase	104	126	1	0,825396825	-0,276840205
1327924	1327924	1327484	1327484	-	-	SCO1256	hypothetical protein	20	83	9,03E-05	0,240963855	-2,053111336
	1328716	1327991		-	-	SCO1257	ABC transporter	16	3	1	5,333333333	2,415037499
	1329639	1328719		-	-	SCO1258	ABC transporter ATP-binding protein	11	2	1	5,5	2,459431619
	1329747	1330901		+	-	SCO1259	two-component system sensor kinase	11	20	0,749753176	0,55	-0,862496476
1330916	1330916	1331578	1331578	+	-	SCO1260	two-component system response regulator	50	73	0,939963182	0,684931507	-0,545968369
1331579	1331678	1332832	1332845	+	-	SCO1261	transcriptional regulator	49	46	1	1,065217391	0,091147888
1333671	1333633	1332872	1332825	-	-	SCO1262	GntR family transcriptional regulator	139	221	0,100327392	0,628959276	-0,668961487
	1334711	1333824		-	-	SCO1263	ECF-sigma factor	12	18	1	0,666666667	-0,584962501
	1334793	1335743		+	-	SCO1264	hydrolase	7	6	1	1,166666667	0,222392421
	1336564	1335695		-	-	SCO1265	lipase	2	1	1	2	1
	1337876	1336608		-	-	SCO1266	3-oxoacyl-ACP synthase	1	1	1	1	0
	1338130	1337873		-	-	SCO1267	acyl carrier protein	1	1	1	1	0
	1339366	1338248		-	-	SCO1268	acyltransferase	1	1	1	1	0
	1340376	1339363		-	-	SCO1269	pyruvate dehydrogenase subunit beta	1	1	1	1	0
	1341344	1340373		-	-	SCO1270	pyruvate dehydrogenase subunit alpha	1	1	1	1	0
	1342317	1341355		-	-	SCO1271	3-oxoacyl-ACP synthase	1	1	1	1	0
	1342589	1342317		-	-	SCO1272	acyl carrier protein	1	1	1	1	0
	1343779	1342661		-	-	SCO1273	reductase	1	1	1	1	0
	1344147	1344806		+	-	SCO1274	hypothetical protein	1	1	1	1	0
	1344856	1346613		+	-	SCO1275	halogenase	1	1	1	1	0
	1346693	1347289		+	-	SCO1276	RNA polymerase ECF sigma factor	4	4	1	1	0
	1347343	1348086		+	-	SCO1277	hypothetical protein	1	1	1	1	0
	1348179	1349756		+	-	SCO1278	ATP/GTP-binding protein	1	1	1	1	0
	1349799	1350677		+	-	SCO1279	hypothetical protein	1	1	1	1	0
	1351976	1350735		-	-	SCO1280	hypothetical protein	1	1	1	1	0
	1353410	1352088		-	-	SCO1281	oxidoreductase	1	1	1	1	0
	1353985	1353407		-	-	SCO1282	oxidoreductase	1	1	1	1	0
	1354445	1353978		-	-	SCO1283	hypothetical protein	1	1	1	1	0
	1355912	1354527		-	-	SCO1284	aminotransferase	1	1	1	1	0
	1357030	1355909		-	-	SCO1285	ketoreductase	1	1	1	1	0
	1358209	1357085		-	-	SCO1286	oxidoreductase	1	1	1	1	0
	1359243	1358281		-	-	SCO1287	hypothetical protein	1	1	1	1	0
	1359733	1359227		-	-	SCO1288	hypothetical protein	1	1	1	1	0
	1359896	1361419		+	-	SCO1289	GntR family transcriptional regulator	17	19	1	0,894736842	-0,160464672
	1361564	1363153		+	-	SCO1290	alkaline phosphatase	3	1	1	3	1,584962501
1363304	1363304	1364707	1364711	+	-	SCO1291	hypothetical protein	16	31	0,26211611	0,516129032	-0,95419631
	1364716	1367439		+	-	SCO1292	hypothetical protein	10	12	1	0,833333333	-0,263034406
1367555	1367555	1368913	1368913	+	-	SCO1293	hypothetical protein	103	13	9,83E-53	7,923076923	2,986060809
1370161	1370161	1368938	1368938	-	-	SCO1294	cystathionine gamma-synthase	69	76	1	0,907894737	-0,139403057
1370221	1370221	1370712	1370712	+	-	SCO1295	transcription regulator AsnC	53	50	1	1,06	0,084064265
1370791	1370791	1372479	1372646	+	-	SCO1296	hypothetical protein	143	136	1	1,051470588	0,072408496
1373469	1373469	1372948	1372896	-	-	SCO1297	hypothetical protein	108	99	1	1,090909091	0,125530882
	1374042	1373491		-	-	SCO1298	hypothetical protein	6	3	1	2	1
	1374103	1374549		+	-	SCO1299	transcriptional regulator	14	11	1	1,272727273	0,347923303
	1377582	1374583		-	-	SCO1300	exonuclease	20	15	0,84436544	1,333333333	0,415037499
1378813	1378742	1377579		-	-	SCO1301	exonuclease	61	67	1	0,910447761	-0,135351853
1379752	1379752	1379126	1379064	-	-	SCO1302	hypothetical protein	52	51	1	1,019607843	0,028014376
	1380627	1379824		-	-	SCO1303	hypothetical protein	7	7	1	1	0
1380700	1380724	1381131	1381270	+	-	SCO1304	hypothetical protein	86	194	0,018503693	0,443298969	-1,173648087
	1382538	1381144		-	-	SCO1305	hypothetical protein	2	1	1	2	1
	1383788	1382544		-	-	SCO1306	hypothetical protein	1	3	1	0,333333333	-1,584962501
	1385292	1383886		-	-	SCO1307	hypothetical protein	1	6	1	0,166666667	-2,584962501
	1385454	1386677		+	-	SCO1308	4-hydroxybenzoate 3-monooxygenase	7	16	1	0,4375	-1,192645078
	1387054	1386707		-	-	SCO1309	regulatory protein	2	3	1	0,666666667	-0,584962501
	1387179	1388270		+	-	SCO1310	cation efflux system protein	1	4	1	0,25	-2
1388832	1388832	1388275	1388275	-	-	SCO1311	hypothetical protein	36	36	1	1	0
	1389481	1388876		-	-	SCO1312	transcriptional regulator	21	24	1	875	-0,192645078
	1389568	1390425		+	-	SCO1313	hypothetical protein	10	12	1	0,833333333	-0,263034406
1391259	1391259	1390456	1390456	-	-	SCO1314	sugar acetyltransferase	81	72	1	1125	0,169925001
1391361	1391367	1391903	1392009	+	-	SCO1315	siderophore binding protein	177	197	1	0,898477157	-0,154446269
1392643	1392602	1391967	1391883	-	-	SCO1316	hypothetical protein	184	230	0,74052157	0,8	-0,321928095
1393128	1393128	1392691	1392691	-	-	SCO1317	hypothetical protein	53	51	1	1,039215686	0,055495113
	1393213	1394196		+	-	SCO1318	hypothetical protein	17	9	1	1,888888889	0,91753784
1394273	1394273	1395295	1395450	+	-	SCO1319	hypothetical protein	261	207	1	1,260869565	0,334419039
1396164	1396164	1395319	1395319	-	-	SCO1320	hypothetical protein	59	70	1	0,842857143	-0,246639968
1397416	1397416	1396238		-	-	SCO1321	elongation factor Tu	6	22	0,02113998	0,272727273	-1,874469118
	1398413	1397508		-	-	SCO1322	hypothetical protein	7	15	1	0,466666667	-1,099535674
1398463	1398463	1399239	1399239	+	-	SCO1323	hypothetical protein	92	51	0,110564755	1,803921569	0,851136614
	1400449	1399280		-	-	SCO1324	3-ketoacyl-CoA thiolase	1	1	1	1	0
1400584	1400584	1401057	1401057	+	-	SCO1325	hypothetical protein	21	32	1	0,65625	-0,607682577
	1401207	1402082	1402082	+	uppP	SCO1326	UDP pyrophosphate phosphatase	52	15	1,71E-06	3,466666667	1,793549123
	1402574	1403737		+	-	SCO1327	hypothetical protein	13	9	1	1,444444444	0,530514717
	1404566	1403709		-	-	SCO1328	hypothetical protein	1	1	1	1	0
	1405034	1404801		-	-	SCO1329	hypothetical protein	1	1	1	1	0
	1406113	1405031		-	-	SCO1330	fatty acid CoA ligase	2	1	1	2	1
	1406138	1408480		+	-	SCO1331	multidomain-containing protein family	12	12	1	1	0
	1409722	1408850		-	-	SCO1332	hypothetical protein	1	1	1	1	0
	1410027	1410995		+	-	SCO1333	hypothetical protein	1	1	1	1	0
	1411647	1411826		+	-	SCO1334	hypothetical protein	7	9	1	0,777777778	-0,362570079
1412639	1412625	1411885	1411885	-	-	SCO1335	oxidoreductase	310	391	1	0,792838875	-0,334900392
1412734	1412774	1414348	1414352	+	-	SCO1336	lipoprotein N-acyltransferase (integral membrane)	67	119	0,021334731	0,56302521	-0,828728573
	1415177	1414272		-	-	SCO1337	oxidoreductase	23	16	0,662118381	1,4375	0,523561956
	1416381	1415191		-	-	SCO1338	monooxygenase	5	6	1	0,833333333	-0,263034406
	1416484	1417104		+	-	SCO1339	hypothetical protein	12	14	1	0,857142857	-0,222392421
1417147	1417147	1417659	1417659	+	-	SCO1340	hypothetical protein	69	98	0,987619645	0,704081633	-0,506185387
	1417763	1418269		+	-	SCO1341	lipoprotein	4	4	1	1	0
1418891	1418868	1418317	1418317	-	-	SCO1342	hypothetical protein	31	39	1	0,794871795	-0,331205908
1419685	1419678	1418995	1418918	-	-	SCO1343	uracil-DNA glycosylase	82	140	0,221664632	0,585714286	-0,771731012
	1421344	1419752		-	-	SCO1344	solute binding transport lipoprotein	3	5	1	0,6	-0,736965594
1422351	1422308	1421547	1421516	-	fabG	SCO1345	3-ketoacyl-ACP reductase	46	44	1	1,045454545	0,064130337
1423174	1423113	1422352	1422352	-	-	SCO1346	3-oxoacyl-ACP reductase	69	87	1	0,793103448	-0,334419039
	1423379	1424143		+	-	SCO1347	hypothetical protein	4	1	1	4	2
	1424617	1424234	1424218	-	-	SCO1348	hypothetical protein	30	34	1	0,882352941	-0,180572246
1425379	1425369	1424614		-	-	SCO1349	hypothetical protein	36	45	1	0,8	-0,321928095
	1425591	1426211		+	-	SCO1350	hypothetical protein	1	1	1	1	0
	1426295	1429033		+	-	SCO1351	large transcriptional regulator	2	4	1	0,5	-1
1430470	1430469	1429057	1429026	-	-	SCO1352	Xaa-Pro aminopeptidase II	19	24	1	0,791666667	-0,337034987
	1430545	1431576		+	-	SCO1353	transcriptional regulator	8	6	1	1,333333333	0,415037499
	1432225	1431662		-	-	SCO1354	hypothetical protein	1	1	1	1	0
	1433899	1432286		-	-	SCO1355	serine protease	1	1	1	1	0
	1434218	1434715		+	-	SCO1356	iron sulfur protein	2	2	1	1	0
	1434718	1435179		+	-	SCO1357	hypothetical protein	1	3	1	0,333333333	-1,584962501
	1436223	1435312		-	-	SCO1358	LysR family transcriptional regulator	6	12	1	0,5	-1
	1436298	1437296		+	-	SCO1359	hypothetical protein	2	1	1	2	1
	1439097	1437760		-	-	SCO1360	GntR family transcriptional regulator	16	15	1	1,066666667	0,093109404
	1439133	1439819	1439819	+	-	SCO1361	hypothetical protein	46	23	0,089617193	2	1
	1440840	1439866		-	-	SCO1362	hypothetical protein	2	1	1	2	1
	1442030	1441026		-	-	SCO1363	hypothetical protein	8	12	1	0,666666667	-0,584962501
1442756	1442748	1442209	1442209	-	-	SCO1364	hypothetical protein	34	182	5,48E-16	0,186813187	-2,420331799
	1442967	1443134		+	-	SCO1365	hypothetical protein	1	12	1	0,083333333	-3,584962501
	1443908	1443255	1443231	-	-	SCO1366	hypothetical protein	164	630	2,25E-20	0,26031746	-1,941656014
	1444656	1443901		-	-	SCO1367	ABC transporter ATP-binding protein	1	4	1	0,25	-2
	1445792	1444653		-	-	SCO1368	ABC transporter	2	1	1	2	1
	1445966	1447180		+	-	SCO1369	two component system histidine kinase	4	2	1	2	1
	1447177	1447812		+	-	SCO1370	two component system DNA binding response regulator	11	1	1	11	3,459431619
	1447950	1448759		+	-	SCO1371	oxidoreductase	14	15	1	0,933333333	-0,099535674
1449615	1449613	1448786	1448731	-	-	SCO1372	hypothetical protein	54	70	1	0,771428571	-0,374395515
	1451212	1449695		-	-	SCO1373	hypothetical protein	9	7	1	1,285714286	0,362570079
	1451745	1452356		+	-	SCO1374	hypothetical protein	14	13	1	1,076923077	0,106915204
1452528	1452656	1452859	1452909	+	-	SCO1375	hypothetical protein	337	276	1	1,221014493	0,288080324
1453073	1453090	1454160	1454160	+	-	SCO1376	LacI family transcriptional regulator	26	46	0,426381542	0,565217391	-0,823122238
1454293	1454293	1454712	1454712	+	-	SCO1377	molibdenum binding protein	24	21	1	1,142857143	0,192645078
1457933	1457665	1454780	1454762	-	-	SCO1378	glycine dehydrogenase	381	240	1	1,5875	0,666756592
	1458078	1458473		+	-	SCO1379	hypothetical protein	7	1	1	7	2,807354922
1459886	1459822	1458383	1458379	-	-	SCO1380	DNA polymerase IV	60	109	0,027143954	0,550458716	-0,861293729
1460674	1460573	1459887	1459887	-	-	SCO1381	hypothetical protein	439	590	0,273851441	0,744067797	-0,426494015
1461209	1461209	1460736	1460735	-	-	SCO1382	hypothetical protein	883	1259	0,012256289	0,701350278	-0,51179294
1462041	1462033	1461293	1461236	-	-	SCO1383	hypothetical protein	189	171	1	1,105263158	0,144389909
1462966	1462881	1462078	1462077	-	-	SCO1384	hypothetical protein	978	843	1	1,160142349	0,214301834
1463926	1463926	1463072	1462967	-	-	SCO1385	hypothetical protein	259	197	0,877348049	1,314720812	0,394756468
	1464264	1463932	1463927	-	-	SCO1386	hypothetical protein	116	132	1	0,878787879	-0,186413124
1465254	1465166	1464261		-	-	SCO1387	membrane associated protein	111	113	1	0,982300885	-0,025763096
1467873	1467761	1465266	1465265	-	-	SCO1388	mannose-1-phosphate guanyltransferase	231	265	0,112581757	0,871698113	-0,198099508
1468521	1468521	1467874	1467874	-	-	SCO1389	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	157	230	0,265893223	0,682608696	-0,550869302
1474189	1474291	1474740	1474740	+	-	SCO1390	PTS system sugar phosphotransferase component IIA	1241	787	0,963326064	1,576874206	0,657067575
1474741	1474827	1476497	1476524	+	-	SCO1391	phosphoenolpyruvate-protein phosphotransferase	878	664	1	1,322289157	0,403037698
	1477472	1476570		-	-	SCO1392	hypothetical protein	5	15	1	0,333333333	-1,584962501
1479603	1479572	1477596	1477589	-	-	SCO1393	acetoacetyl-CoA synthetase	31	33	1	0,939393939	-0,090197809
	1479786	1482173		+	-	SCO1394	glycosyl hydrolase	7	9	1	0,777777778	-0,362570079
1482655	1482580	1482164	1482164	-	-	SCO1395	mutT-like protein	69	54	1	1,277777778	0,353636955
	1483572	1482748		-	-	SCO1396	D-alanyl-D-alanine dipeptidase	5	1	1	5	2,321928095
	1483776	1484795		+	-	SCO1397	hypothetical protein	6	11	1	0,545454545	-0,874469118
	1484800	1485507		+	-	SCO1398	hypothetical protein	2	1	1	2	1
1486289	1486289	1485684	1485684	-	-	SCO1399	ATP/GTP-binding protein	97	76	1	1,276315789	0,351985329
1486734	1486734	1486339	1486296	-	-	SCO1400	hypothetical protein	112	97	1	1,154639175	0,20744208
	1487179	1486745	1486741	-	-	SCO1401	hypothetical protein	137	146	1	0,938356164	-0,091792476
	1490007	1487176		-	-	SCO1402	large hypothetical protein	22	15	0,62813386	1,466666667	0,552541023
1490353	1490427	1490969	1491245	+	-	SCO1403	hypothetical protein	234	364	0,088433313	0,642857143	-0,637429921
	1494021	1491016		-	-	SCO1404	hypothetical protein	9	13	1	0,692307692	-0,530514717
	1495871	1494024		-	-	SCO1405	HSP90 family protein	5	6	1	0,833333333	-0,263034406
1496973	1496950	1495964	1495964	-	-	SCO1406	hypothetical protein	44	84	0,114062376	0,523809524	-0,932885804
	1501717	1497056		-	-	SCO1407	hypothetical protein	29	20	0,702794774	1,45	0,5360529
1502792	1502704	1501823	1501823	-	-	SCO1408	hypothetical protein	51	30	0,275427258	1,7	0,765534746
	1504319	1502793		-	-	SCO1409	hypothetical protein	28	21	0,876766895	1,333333333	0,415037499
1505123	1505123	1504428	1504414	-	-	SCO1410	GntR family transcriptional regulator	84	88	1	0,954545455	-0,067114196
	1505261	1506583		+	-	SCO1411	transmembrane transport protein	3	12	1	0,25	-2
	1506580	1507413		+	-	SCO1412	hypothetical protein	1	5	1	0,2	-2,321928095
1509613	1509278	1507860	1507860	-	-	SCO1413	hypothetical protein	34	33	1	1,03030303	0,043068722
1510030	1510018	1509614	1509614	-	-	SCO1414	ankyrin	93	63	0,607952623	1,476190476	0,561878888
	1510276	1510470		+	-	SCO1415	hypothetical protein	1	1	1	1	0
	1510524	1512272		+	-	SCO1416	hypothetical protein	1	1	1	1	0
1514141	1514141	1512639	1512624	-	-	SCO1417	GntR family transcriptional regulator	33	36	1	0,916666667	-0,125530882
	1514244	1514936		+	-	SCO1418	hypothetical protein	7	7	1	1	0
	1514933	1515700	1515751	+	-	SCO1419	phosphodiesterase	37	34	1	1,088235294	0,121990524
1515752	1515752	1517212	1517359	+	-	SCO1420	hypothetical protein	29	33	1	0,878787879	-0,186413124
1517363	1517384	1517758	1517802	+	-	SCO1421	hypothetical protein	2567	3350	0,027812066	0,766268657	-0,3840778
1518445	1518445	1517861	1517839	-	-	SCO1422	hypothetical protein	262	500	0,021006423	524	-0,932361283
1519413	1519400	1518492	1518446	-	-	SCO1423	glycosyl transferase	237	271	1	0,874538745	-0,193405792
1521536	1521536	1519926	1519534	-	-	SCO1424	hypothetical protein	68	48	0,700610317	1,416666667	0,502500341
1522117	1522117	1521620	1521620	-	-	SCO1425	transcription regulator AsnC	15	24	1	625	-0,678071905
1522325	1522328	1522765	1522807	+	-	SCO1426	hypothetical protein	102	138	1	0,739130435	-0,436099115
	1522938	1523255		+	-	SCO1427	hypothetical protein	1	8	1	125	-3
1524467	1524393	1523218	1522913	-	-	SCO1428	acyl-CoA dehydrogenase	45	77	0,242103299	0,584415584	-0,774933444
	1524785	1526038		+	-	SCO1429	chitinase	1	1	1	1	0
1526824	1526779	1526117	1526101	-	-	SCO1430	TetR family transcriptional regulator	51	63	1	0,80952381	-0,304854582
1527104	1527104	1526862	1526828	-	-	SCO1431	hypothetical protein	99	189	0,264893513	0,523809524	-0,932885804
	1528564	1527125		-	-	SCO1432	hypothetical protein	18	17	1	1,058823529	0,08246216
	1528839	1529303		+	-	SCO1433	hypothetical protein	11	5	1	2,2	1,137503524
1529635	1529751	1531607	1531607	+	-	SCO1434	CbxX/CfqX family protein	23	28	1	0,821428571	-0,283792966
	1532835	1531792	1531767	-	-	SCO1435	hypothetical protein	23	30	1	0,766666667	-0,38332864
	1534163	1532832		-	-	SCO1436	hypothetical protein	24	24	1	1	0
