Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;M145;MGM12;qValue;fold;log2(fold)
;7780281;7781531;;+;-;SCO7006;oxidoreductase;2;2;1;1;0
;7790082;7789123;;-;-;SCO7012;binding protein dependent transport protein;2;2;1;1;0
;8393167;8394294;;+;-;SCO7570;isomerase;2;2;1;1;0
;8394291;8394704;;+;-;SCO7571;hypothetical protein;2;2;1;1;0
;8535284;8534142;;-;-;SCO7698;MerR family transcriptional regulator;2;2;1;1;0
;6226;7173;;+;-;SCO0004;hypothetical protein;3;2;1;1,5;0,584962501
;90865;90395;;-;-;SCO0109;hypothetical protein;3;2;1;1,5;0,584962501
;272834;272466;;-;-;SCO0281;hypothetical protein;3;2;1;1,5;0,584962501
;340630;339521;;-;-;SCO0336;hypothetical protein;3;2;1;1,5;0,584962501
;372478;371921;;-;-;SCO0367;hypothetical protein;3;2;1;1,5;0,584962501
;497375;498133;;+;-;SCO0476;ABC transporter ATP-binding protein;3;2;1;1,5;0,584962501
;620879;620367;;-;-;SCO0579;ribose 5-phosphate isomerase;3;2;1;1,5;0,584962501
;677227;678861;;+;-;SCO0636;ABC transporter ATP-binding protein;3;2;1;1,5;0,584962501
;899538;902129;;+;-;SCO0854;hypothetical protein;3;2;1;1,5;0,584962501
;1267515;1267321;;-;-;SCO1195;hypothetical protein;3;2;1;1,5;0,584962501
;2084380;2081381;;-;-;SCO1948;zinc-binding carboxypeptidase;3;2;1;1,5;0,584962501
;2177792;2179321;;+;-;SCO2028;hypothetical protein;3;2;1;1,5;0,584962501
;2297470;2296454;;-;-;SCO2135;hypothetical protein;3;2;1;1,5;0,584962501
;2338170;2337400;;-;-;SCO2174;transferase;3;2;1;1,5;0,584962501
;2380490;2381995;;+;-;SCO2217;hypothetical protein;3;2;1;1,5;0,584962501
;2432297;2432911;;+;-;SCO2263;hypothetical protein;3;2;1;1,5;0,584962501
;2433311;2434606;;+;-;SCO2264;hypothetical protein;3;2;1;1,5;0,584962501
;3328209;3326959;;-;-;SCO3040;hypothetical protein;3;2;1;1,5;0,584962501
;3644935;3644267;;-;-;SCO3295;oxidoreductase;3;2;1;1,5;0,584962501
;4033367;4032042;;-;-;SCO3654;two-component system sensor kinase;3;2;1;1,5;0,584962501
;4035120;4033456;;-;-;SCO3655;spermidine synthase;3;2;1;1,5;0,584962501
;4348966;4350015;;+;-;SCO3949;peptidase;3;2;1;1,5;0,584962501
;4450345;4449455;;-;-;SCO4057;transport integral membrane protein;3;2;1;1,5;0,584962501
;4492711;4491092;;-;-;SCO4093;hypothetical protein;3;2;1;1,5;0,584962501
;4921335;4922621;;+;-;SCO4502;acetyl-CoA acetyltransferase;3;2;1;1,5;0,584962501
;5847081;5845252;;-;-;SCO5376;chitinase C;3;2;1;1,5;0,584962501
;6458306;6459394;;+;-;SCO5895;methyltransferase;3;2;1;1,5;0,584962501
;6636346;6634715;;-;-;SCO6043;protease;3;2;1;1,5;0,584962501
;7433569;7437084;;+;-;SCO6688;hypothetical protein;3;2;1;1,5;0,584962501
;7604468;7604947;;+;-;SCO6833;isobutyryl-CoA mutase, small subunit;3;2;1;1,5;0,584962501
;7688201;7687305;;-;-;SCO6924;DNA-binding protein;3;2;1;1,5;0,584962501
;7853389;7851281;;-;-;SCO7063;hypothetical protein;3;2;1;1,5;0,584962501
;7928742;7929485;;+;-;SCO7136;hypothetical protein;3;2;1;1,5;0,584962501
;8180842;8179502;;-;-;SCO7367;membrane efflux protein;3;2;1;1,5;0,584962501
;8250867;8249413;;-;-;SCO7436;aldehyde dehydrogenase;3;2;1;1,5;0,584962501
;8264413;8265090;;+;-;SCO7449;hypothetical protein;3;2;1;1,5;0,584962501
;8424877;8423879;;-;-;SCO7597;hypothetical protein;3;2;1;1,5;0,584962501
;8661282;8660335;;-;-;SCO7843;hypothetical protein;3;2;1;1,5;0,584962501
;272469;271768;;-;-;SCO0280;hypothetical protein;4;2;1;2;1
;281132;280692;;-;-;SCO0288;hypothetical protein;4;2;1;2;1
;318237;316975;;-;-;SCO0317;transmembrane transport protein;4;2;1;2;1
;499807;498683;;-;-;SCO0478;hypothetical protein;4;2;1;2;1
;535764;533812;;-;-;SCO0501;hypothetical protein;4;2;1;2;1
;1084137;1081780;;-;-;SCO1025;hypothetical protein;4;2;1;2;1
;1606679;1608931;;+;-;SCO1504;regulator;4;2;1;2;1
;2031485;2032261;;+;-;SCO1897;transcriptional regulator;4;2;1;2;1
;2697708;2693290;;-;-;SCO2499;transport ATPase;4;2;1;2;1
;3476108;3475164;;-;-;SCO3171;hydrolase;4;2;1;2;1
;3613631;3613332;;-;-;SCO3263;hypothetical protein;4;2;1;2;1
;3636856;3637587;;+;-;SCO3288;hypothetical protein;4;2;1;2;1
;3729902;3732487;;+;-;SCO3370;large ATP-binding protein;4;2;1;2;1
;3933089;3931899;;-;-;SCO3557;septum site determining protein;4;2;1;2;1
;3938241;3936946;;-;-;SCO3561;hypothetical protein;4;2;1;2;1
;4153150;4154442;;+;-;SCO3778;threonyl tRNA synthetase;4;2;1;2;1
;4390122;4390649;;+;-;SCO3995;partial replication initiator protein;4;2;1;2;1
;4756150;4756464;;+;-;SCO4341;hypothetical protein;4;2;1;2;1
;4836769;4836101;;-;-;SCO4418;oxidase;4;2;1;2;1
;4872768;4874393;;+;-;SCO4451;export protein;4;2;1;2;1
;5326034;5327032;;+;-;SCO4892;regulatory protein;4;2;1;2;1
;5452526;5453623;;+;-;SCO5017;AraC family transcription regulator;4;2;1;2;1
;5900694;5899804;;-;-;SCO5428;integral membrane transport protein;4;2;1;2;1
;6714015;6713089;;-;-;SCO6110;sugar kinase;4;2;1;2;1
;6946617;6947423;;+;-;SCO6287;thioesterase II;4;2;1;2;1
;6948589;6949758;;+;-;SCO6289;oxidoreductase;4;2;1;2;1
;6965349;6964306;;-;-;SCO6305;hypothetical protein;4;2;1;2;1
;6997380;6996448;;-;-;SCO6337;transposase;4;2;1;2;1
;7055713;7055321;;-;-;SCO6389;hypothetical protein;4;2;1;2;1
;7292266;7290122;;-;-;SCO6582;hypothetical protein;4;2;1;2;1
;7805118;7806638;;+;-;SCO7020;alpha-amylase;4;2;1;2;1
;7844776;7845501;;+;-;SCO7055;methyltransferase;4;2;1;2;1
;8214824;8214255;;-;-;SCO7401;hypothetical protein;4;2;1;2;1
;8469810;8468827;;-;-;SCO7640;LysR family transcriptional regulator;4;2;1;2;1
;893279;893013;;-;-;SCO0845;hypothetical protein;5;2;1;2,5;1,321928095
;1168804;1167998;;-;-;SCO1111;hypothetical protein;5;2;1;2,5;1,321928095
;1268493;1267630;;-;-;SCO1196;hypothetical protein;5;2;1;2,5;1,321928095
;1279957;1280490;;+;-;SCO1208;hypothetical protein;5;2;1;2,5;1,321928095
;1416381;1415191;;-;-;SCO1338;monooxygenase;5;2;1;2,5;1,321928095
;3642811;3642308;;-;-;SCO3293;small integral membrane protein;5;2;1;2,5;1,321928095
;3927786;3927094;;-;-;SCO3551;membrane spanning protein;5;2;1;2,5;1,321928095
;4598488;4598300;;-;-;SCO4189;hypothetical protein;5;2;1;2,5;1,321928095
;6363949;6366183;;+;-;SCO5818;ABC transporter;5;2;1;2,5;1,321928095
;6464371;6465258;;+;-;SCO5899;hypothetical protein;5;2;1;2,5;1,321928095
;7334332;7333403;;-;-;SCO6612;hydrolase;5;2;1;2,5;1,321928095
;8009646;8010506;;+;-;SCO7207;hypothetical protein;5;2;1;2,5;1,321928095
;8165621;8168029;;+;-;SCO7354;hypothetical protein;5;2;1;2,5;1,321928095
;8425073;8426008;;+;-;SCO7599;transcriptional regulator;5;2;1;2,5;1,321928095
;8538368;8539246;;+;-;SCO7701;methyltransferase;5;2;1;2,5;1,321928095
;837541;838680;;+;-;SCO0791;hypothetical protein;6;2;1;3;1,584962501
;1658197;1657259;;-;-;SCO1549;hypothetical protein;6;2;1;3;1,584962501
;1859544;1855987;;-;-;SCO1739;DNA polymerase III subunit alpha;6;2;1;3;1,584962501
;3617075;3617377;;+;-;SCO3271;dehydrogenase;6;2;1;3;1,584962501
;3869381;3867696;;-;-;SCO3501;hypothetical protein;6;2;1;3;1,584962501
;4681806;4680295;;-;-;SCO4265;transport integral membrane protein;6;2;1;3;1,584962501
;5093666;5093313;;-;-;SCO4663;hypothetical protein;6;2;1;3;1,584962501
;5204842;5204510;;-;-;SCO4784;hypothetical protein;6;2;1;3;1,584962501
;6169818;6170618;;+;-;SCO5670;polyamine ABC-transporter integral memb rane protein;6;2;1;3;1,584962501
;6418515;6419081;;+;-;SCO5861;hypothetical protein;6;2;1;3;1,584962501
;6609013;6611106;;+;-;SCO6024;transferase;6;2;1;3;1,584962501
;6861417;6862082;;+;-;SCO6238;hypothetical protein;6;2;1;3;1,584962501
;6864092;6863358;;-;-;SCO6240;hypothetical protein;6;2;1;3;1,584962501
7740493;;;7740566;+;-;SCOt64;Pro tRNA;6;2;1;3;1,584962501
;488614;489357;;+;-;SCO0467;hypothetical protein;7;2;1;3,5;1,807354922
;951217;951522;;+;-;SCO0905;hypothetical protein;7;2;1;3,5;1,807354922
;971392;972276;;+;-;SCO0925;LysR family transcriptional regulator;7;2;1;3,5;1,807354922
;2520564;2521025;;+;-;SCO2350;hypothetical protein;7;2;1;3,5;1,807354922
;4064888;4065388;;+;-;SCO3681;hypothetical protein;7;2;1;3,5;1,807354922
;4429648;4427069;;-;-;SCO4031;integral membrane transport protein;7;2;1;3,5;1,807354922
;5694641;5695471;;+;-;SCO5234;sugar transporter integral membrane protein;7;2;1;3,5;1,807354922
;6483675;6484187;;+;-;SCO5916;hypothetical protein;7;2;1;3,5;1,807354922
;6640448;6641122;;+;-;SCO6048;hypothetical protein;7;2;1;3,5;1,807354922
;6957022;6956543;;-;-;SCO6296;hypothetical protein;7;2;1;3,5;1,807354922
;7542313;7541642;;-;-;SCO6784;regulatory protein;7;2;1;3,5;1,807354922
;553140;552403;;-;-;SCO0519;oxidoreductase;8;2;1;4;2
;1107018;1108091;;+;-;SCO1051;hypothetical protein;8;2;1;4;2
;4162660;4161431;;-;-;SCO3785;hypothetical protein;8;2;1;4;2
;4687504;4688475;;+;-;SCO4272;mutT-like protein;8;2;1;4;2
;5330904;5331857;;+;-;SCO4897;transcriptional regulator;8;2;1;4;2
;5709624;5711030;;+;-;SCO5249;nucleotide-binding protein;8;2;1;4;2
;6505787;6505626;;-;-;SCO5936;hypothetical protein;8;2;1;4;2
;7760904;7759825;;-;-;SCO6992;regulatory protein;8;2;1;4;2
;8418396;8417434;;-;-;SCO7591;regulatory protein;8;2;1;4;2
;1184628;1185536;;+;-;SCO1128;hypothetical protein;9;2;1;4,5;2,169925001
;1243639;1244799;;+;-;SCO1180;DNA polymerase III subunit beta;9;2;1;4,5;2,169925001
;1738998;1738408;;-;-;SCO1624;acetyltransferase;9;2;1;4,5;2,169925001
;2024750;2023842;;-;-;SCO1889;dihydropicolinate synthase;9;2;1;4,5;2,169925001
;2826447;2827148;;+;-;SCO2605;hypothetical protein;9;2;1;4,5;2,169925001
;2987096;2986899;;-;-;SCO2739;hypothetical protein;9;2;1;4,5;2,169925001
;3245679;3246596;;+;-;SCO2980;integral membrane transport protein;9;2;1;4,5;2,169925001
;4095831;4095742;;-;-;SCO3719;small membrane protein;9;2;1;4,5;2,169925001
;4110508;4111512;;+;-;SCO3739;epimerase;9;2;1;4,5;2,169925001
;4574991;4573948;;-;-;SCO4157;protease;9;2;1;4,5;2,169925001
;6632213;6631230;;-;-;SCO6040;lipoprotein;9;2;1;4,5;2,169925001
;7096185;7097480;;+;-;SCO6427;integral membrane transport protein;9;2;1;4,5;2,169925001
;8347357;8347857;;+;-;SCO7528;hypothetical protein;9;2;1;4,5;2,169925001
;4148686;4149564;;+;-;SCO3774;beta-lactamase;10;2;1;5;2,321928095
;6462296;6463483;;+;-;SCO5897;oxidase;10;2;1;5;2,321928095
;4396912;4397238;;+;-;SCO4002;hypothetical protein;11;2;1;5,5;2,459431619
;8490212;8489928;;-;-;SCO7663;hypothetical protein;11;2;1;5,5;2,459431619
;8593351;8594052;;+;-;SCO7763;hypothetical protein;11;2;1;5,5;2,459431619
;3435941;3434985;;-;-;SCO3134;two-component system response regulator;12;2;1;6;2,584962501
;3442013;3442183;;+;-;SCO3142;hypothetical protein;12;2;1;6;2,584962501
;4556538;4555528;;-;-;SCO4141;phosphate ABC transporter permease;12;2;1;6;2,584962501
;4934597;4934190;;-;-;SCO4510;hypothetical protein;12;2;1;6;2,584962501
;4993219;4994790;;+;-;SCO4574;NADH dehydrogenase subunit M;12;2;1;6;2,584962501
;6820326;6818863;;-;-;SCO6204;catalase;12;2;1;6;2,584962501
;6945280;6945543;;+;-;SCO6285;hypothetical protein;12;2;1;6;2,584962501
;7868298;7866148;;-;-;SCO7077;hypothetical protein;12;2;1;6;2,584962501
;459345;458695;;-;-;SCO0438;pyrrolidone-carboxylate peptidase;14;2;1;7;2,807354922
;933568;932864;;-;-;SCO0887;TetR family transcriptional regulator;15;2;1;7,5;2,906890596
;64093;60740;;-;-;SCO0072;hypothetical protein;16;2;1;8;3
;1153488;1154504;;+;-;SCO1095;hypothetical protein;16;2;1;8;3
;3666265;3666957;;+;-;SCO3315;transcriptional regulator;16;2;1;8;3
;2010038;2010712;;+;-;SCO1877;hypothetical protein;19;2;2,02E-07;9,5;3,247927513
;5097181;5098476;;+;-;SCO4667;two-component system sensor kinase;19;2;1,31E-07;9,5;3,247927513
;1228966;1230234;;+;-;SCO1168;hypothetical protein;20;2;3,27E-06;10;3,321928095
;4415129;4415944;;+;-;SCO4020;two component system response regulator;28;2;5,50E-14;14;3,807354922
3095139;;;3095215;+;-;SCOt22;Lys tRNA;29;2;8,26E-20;14,5;3,857980995
;122456;121617;;-;-;SCO0131;hypothetical protein;1;3;1;0,333333333;-1,584962501
;359389;360231;;+;-;SCO0354;binding-protein-dependent transport protein;1;3;1;0,333333333;-1,584962501
;366935;368146;;+;-;SCO0362;racemase;1;3;1;0,333333333;-1,584962501
;501699;502217;;+;-;SCO0481;chitin binding protein;1;3;1;0,333333333;-1,584962501
;689364;690161;;+;-;SCO0647;short chain oxidoreductase;1;3;1;0,333333333;-1,584962501
;690966;691283;;+;-;SCO0649;gas vesicle synthesis protein;1;3;1;0,333333333;-1,584962501
;950823;951122;;+;-;SCO0904;hypothetical protein;1;3;1;0,333333333;-1,584962501
;1348179;1349756;;+;-;SCO1278;ATP/GTP-binding protein;1;3;1;0,333333333;-1,584962501
;1434718;1435179;;+;-;SCO1357;hypothetical protein;1;3;1;0,333333333;-1,584962501
;2354585;2353659;;-;-;SCO2187;hypothetical protein;1;3;1;0,333333333;-1,584962501
;2979586;2978987;;-;-;SCO2732;hypothetical protein;1;3;1;0,333333333;-1,584962501
;3622465;3622593;;+;-;SCO3278;hypothetical protein;1;3;1;0,333333333;-1,584962501
;3872160;3871177;;-;-;SCO3504;binding protein dependent transport protein;1;3;1;0,333333333;-1,584962501
;4390652;4390861;;+;-;SCO3996;excisionase;1;3;1;0,333333333;-1,584962501
;4941872;4941567;;-;-;SCO4520;hypothetical protein;1;3;1;0,333333333;-1,584962501
;6199638;6200372;;+;-;SCO5691;hypothetical protein;1;3;1;0,333333333;-1,584962501
;6229324;6228128;;-;-;SCO5713;ABC transporter ATP-binding protein;1;3;1;0,333333333;-1,584962501
;7037224;7035788;;-;-;SCO6374;sugar transferase;1;3;1;0,333333333;-1,584962501
;7055324;7054965;;-;-;SCO6388;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7123886;7125292;;+;-;SCO6441;aldehyde dehydrogenase;1;3;1;0,333333333;-1,584962501
;7226553;7224958;;-;-;SCO6534;nitrate reductase subunit beta NarH;1;3;1;0,333333333;-1,584962501
;7427004;7426396;;-;-;SCO6685;two-component system response regulator;1;3;1;0,333333333;-1,584962501
;7585664;7584942;;-;-;SCO6821;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7678761;7679582;;+;-;SCO6915;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7683453;7682938;;-;-;SCO6919;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7956833;7956000;;-;-;SCO7160;hypothetical protein;1;3;1;0,333333333;-1,584962501
;8119902;8120348;;+;-;SCO7313;hypothetical protein;1;3;1;0,333333333;-1,584962501
;8161062;8159608;;-;-;SCO7346;membrane transport protein;1;3;1;0,333333333;-1,584962501
;8183344;8184384;;+;-;SCO7370;NAD-dependent dehydratase;1;3;1;0,333333333;-1,584962501
;8319174;8320994;;+;-;SCO7506;hydrolase;1;3;1;0,333333333;-1,584962501
;8399423;8398566;;-;-;SCO7575;hydrolase;1;3;1;0,333333333;-1,584962501
;8445701;8446105;;+;-;SCO7619;anti sigma factor antagonist;1;3;1;0,333333333;-1,584962501
;630912;629185;;-;-;SCO0588;sensor kinase;1;3;1;0,333333333;-1,584962501
;973210;972311;;-;-;SCO0926;hypothetical protein;1;3;1;0,333333333;-1,584962501
;2161229;2159817;;-;-;SCO2016;monooxygenase;1;3;1;0,333333333;-1,584962501
;2878338;2877382;;-;-;SCO2645;hypothetical protein;1;3;1;0,333333333;-1,584962501
;3128439;3127894;;-;-;SCO2873;hypothetical protein;1;3;1;0,333333333;-1,584962501
;4354878;4353121;;-;-;SCO3954;short chain dehydrogenase;1;3;1;0,333333333;-1,584962501
;6535301;6535768;;+;-;SCO5965;hypothetical protein;1;3;1;0,333333333;-1,584962501
;6899170;6900822;;+;-;SCO6272;FAD-binding protein;1;3;1;0,333333333;-1,584962501
;6907356;6900898;;-;-;SCO6273;type I polyketide synthase;1;3;1;0,333333333;-1,584962501
;7169964;7168375;;-;-;SCO6479;peptidase;1;3;1;0,333333333;-1,584962501
;7782661;7784535;;+;-;SCO7008;ABC transporter ATP-binding protein;1;3;1;0,333333333;-1,584962501
;8089106;8089903;;+;-;SCO7283;hydroxylase;1;3;1;0,333333333;-1,584962501
;8359128;8357815;;-;-;SCO7537;aminotransferase;1;3;1;0,333333333;-1,584962501
;8497424;8497978;;+;-;SCO7673;lipoprotein;1;3;1;0,333333333;-1,584962501
;30355;30116;;-;-;SCO0036;hypothetical protein;2;3;1;0,666666667;-0,584962501
;64605;64925;;+;-;SCO0073;hypothetical protein;2;3;1;0,666666667;-0,584962501
;132693;133520;;+;-;SCO0140;MerR family transcriptional regulator;2;3;1;0,666666667;-0,584962501
;191919;192848;;+;-;SCO0202;hypothetical protein;2;3;1;0,666666667;-0,584962501
;393218;392484;;-;-;SCO0378;hypothetical protein;2;3;1;0,666666667;-0,584962501
;554649;555440;;+;-;SCO0522;oxidoreductase;2;3;1;0,666666667;-0,584962501
;593022;592306;;-;-;SCO0552;response regulator;2;3;1;0,666666667;-0,584962501
;1022009;1021386;;-;-;SCO0969;reductase;2;3;1;0,666666667;-0,584962501
;1235615;1236874;;+;-;SCO1173;transcriptional regulator;2;3;1;0,666666667;-0,584962501
;1995057;1994050;;-;-;SCO1860;hypothetical protein;2;3;1;0,666666667;-0,584962501
;2600318;2601529;;+;-;SCO2426;regulatory protein;2;3;1;0,666666667;-0,584962501
;2637014;2638096;;+;-;SCO2451;rod shape-determining protein MreB;2;3;1;0,666666667;-0,584962501
;3150744;3149938;;-;-;SCO2896;hypothetical protein;2;3;1;0,666666667;-0,584962501
;3874761;3876263;;+;-;SCO3507;integral membrane efflux protein;2;3;1;0,666666667;-0,584962501
;4766905;4765553;;-;-;SCO4350;integrase;2;3;1;0,666666667;-0,584962501
;6111177;6111392;;+;-;SCO5611;transcriptional regulator;2;3;1;0,666666667;-0,584962501
;6722506;6723300;;+;-;SCO6117;hypothetical protein;2;3;1;0,666666667;-0,584962501
;6950002;6951537;;+;-;SCO6291;oxidase;2;3;1;0,666666667;-0,584962501
;7290049;7288619;;-;-;SCO6581;transmembrane transport protein;2;3;1;0,666666667;-0,584962501
;7492490;7493788;;+;-;SCO6738;carboxypeptidase;2;3;1;0,666666667;-0,584962501
;7985081;7986271;;+;-;SCO7185;branched amino acid binding hypothetical protein;2;3;1;0,666666667;-0,584962501
;8057268;8057888;;+;-;SCO7248;hypothetical protein;2;3;1;0,666666667;-0,584962501
;8400717;8399524;;-;-;SCO7576;hydrolase;2;3;1;0,666666667;-0,584962501
;8400971;8402080;;+;-;SCO7577;hydrolase;2;3;1;0,666666667;-0,584962501
;8437174;8438154;;+;-;SCO7610;transcriptional regulator;2;3;1;0,666666667;-0,584962501
;315055;313697;;-;-;SCO0315;decarboxylase;3;3;1;1;0
;350474;351352;;+;-;SCO0346;2-hydroxyhepta-2,4-diene-1,7-dioate isomerase;3;3;1;1;0
;1068241;1066337;;-;-;SCO1011;hypothetical protein;3;3;1;1;0
;1092908;1093495;;+;-;SCO1035;hypothetical protein;3;3;1;1;0
;1104952;1104500;;-;-;SCO1048;hypothetical protein;3;3;1;1;0
;1192610;1191618;;-;-;SCO1133;oxidoreductase, molybdopterin binding subunit;3;3;1;1;0
;1205898;1207775;;+;-;SCO1147;ABC transporter transmembrane subunit;3;3;1;1;0
;1264110;1262509;;-;-;SCO1190;export protein;3;3;1;1;0
;1361564;1363153;;+;-;SCO1290;alkaline phosphatase;3;3;1;1;0
;2523500;2524270;;+;-;SCO2355;lipoprotein;3;3;1;1;0
;3182412;3183686;;+;-;SCO2931;ABC transporter ATP-binding protein;3;3;1;1;0
;4013696;4013295;;-;-;SCO3635;hypothetical protein;3;3;1;1;0
;4117440;4116154;;-;-;SCO3746;hypothetical protein;3;3;1;1;0
;4717095;4716256;;-;-;SCO4301;DNA-binding protein;3;3;1;1;0
;4942980;4941895;;-;-;SCO4521;hypothetical protein;3;3;1;1;0
;5370069;5371559;;+;-;SCO4935;hypothetical protein;3;3;1;1;0
;5630923;5629373;;-;-;SCO5180;peptidase;3;3;1;1;0
;5725804;5726637;;+;-;SCO5266;hypothetical protein;3;3;1;1;0
;5796053;5796373;;+;-;SCO5325;hypothetical protein;3;3;1;1;0
;6019304;6019987;;+;-;SCO5525;bifunctional urease subunit gamma/beta;3;3;1;1;0
;7117871;7118257;;+;-;SCO6435;hypothetical protein;3;3;1;1;0
;7250677;7248851;;-;-;SCO6552;long-chain-fatty-acid-CoA ligase;3;3;1;1;0
;7259479;7258619;;-;-;SCO6559;respiratory chain oxidoreductase;3;3;1;1;0
;7301063;7303123;;+;-;SCO6589;elongation factor G;3;3;1;1;0
;7312216;7310408;;-;-;SCO6594;hypothetical protein;3;3;1;1;0
;7859605;7860771;;+;-;SCO7070;hypothetical protein;3;3;1;1;0
;8199503;8200009;;+;-;SCO7387;hypothetical protein;3;3;1;1;0
;8230712;8229906;;-;-;SCO7414;hypothetical protein;3;3;1;1;0
;8422261;8421086;;-;anmK;SCO7595;anhydro-N-acetylmuramic acid kinase;3;3;1;1;0
;8473099;8471876;;-;-;SCO7644;ATP binding protein;3;3;1;1;0
;418253;419542;;+;-;SCO0397;hypothetical protein;4;3;1;1,333333333;0,415037499
;1033445;1031976;;-;-;SCO0981;DNA-binding protein;4;3;1;1,333333333;0,415037499
;1417763;1418269;;+;-;SCO1341;lipoprotein;4;3;1;1,333333333;0,415037499
;2046959;2046252;;-;-;SCO1909;hypothetical protein;4;3;1;1,333333333;0,415037499
;2266030;2266230;;+;-;SCO2108;hypothetical protein;4;3;1;1,333333333;0,415037499
;2596787;2597419;;+;-;SCO2423;hypothetical protein;4;3;1;1,333333333;0,415037499
;2629333;2625671;;-;-;SCO2446;peptidase;4;3;1;1,333333333;0,415037499
;2670111;2669524;;-;-;SCO2478;reductase;4;3;1;1,333333333;0,415037499
;2720170;2719217;;-;-;SCO2522;hypothetical protein;4;3;1;1,333333333;0,415037499
;2998515;2997349;;-;-;SCO2751;hypothetical protein;4;3;1;1,333333333;0,415037499
;3200400;3198763;;-;-;SCO2943;sugar hydrolase;4;3;1;1,333333333;0,415037499
;3823677;3824309;;+;-;SCO3464;hypothetical protein;4;3;1;1,333333333;0,415037499
;4445276;4447045;;+;-;SCO4053;transport integral membrane protein;4;3;1;1,333333333;0,415037499
;4537897;4536527;;-;-;SCO4124;two-component sensor kinase;4;3;1;1,333333333;0,415037499
;5695480;5696970;;+;-;SCO5235;sugar hydrolase;4;3;1;1,333333333;0,415037499
;6015052;6015183;;+;-;SCO5521;hypothetical protein;4;3;1;1,333333333;0,415037499
;6408122;6408970;;+;-;SCO5852;tagatose-bisphosphate aldolase;4;3;1;1,333333333;0,415037499
;6433668;6436616;;+;-;SCO5878;polyketide synthase RedX;4;3;1;1,333333333;0,415037499
;6671184;6672188;;+;-;SCO6077;transferase;4;3;1;1,333333333;0,415037499
;6791786;6792481;;+;-;SCO6186;phosphoheptose isomerase;4;3;1;1,333333333;0,415037499
;8019021;8017954;;-;-;SCO7214;hypothetical protein;4;3;1;1,333333333;0,415037499
;8239425;8241158;;+;-;SCO7425;multidrug-efflux transporter;4;3;1;1,333333333;0,415037499
4243757;;;4243682;-;-;SCOt32;Ala tRNA;4;3;1;1,333333333;0,415037499
;398881;400104;;+;-;SCO0383;hypothetical protein;5;3;1;1,666666667;0,736965594
;760471;761598;;+;-;SCO0717;hypothetical protein;5;3;1;1,666666667;0,736965594
;1094465;1094866;;+;-;SCO1037;hypothetical protein;5;3;1;1,666666667;0,736965594
;1495871;1494024;;-;-;SCO1405;HSP90 family protein;5;3;1;1,666666667;0,736965594
;2367634;2366795;;-;-;SCO2200;hypothetical protein;5;3;1;1,666666667;0,736965594
;2716855;2714777;;-;-;SCO2519;hypothetical protein;5;3;1;1,666666667;0,736965594
;3819415;3820932;;+;-;SCO3460;oxidoreductase;5;3;1;1,666666667;0,736965594
;4078997;4078689;;-;-;SCO3699;transcriptional regulator;5;3;1;1,666666667;0,736965594
;4084604;4084035;;-;-;SCO3707;lipoprotein;5;3;1;1,666666667;0,736965594
;5516299;5516943;;+;-;SCO5074;dehydratase;5;3;1;1,666666667;0,736965594
;5534558;5535091;;+;-;SCO5092;actinorhodin polyketide dimerase;5;3;1;1,666666667;0,736965594
;5992465;5995740;;+;-;SCO5506;regulatory protein;5;3;1;1,666666667;0,736965594
;6221737;6225837;;+;-;SCO5710;large Pro/Ala/Gly-rich protein;5;3;1;1,666666667;0,736965594
;6933604;6934464;;+;-;SCO6277;epoxide hydrolase;5;3;1;1,666666667;0,736965594
;8506122;8504461;;-;-;SCO7681;AMP-binding ligase;5;3;1;1,666666667;0,736965594
;8523760;8524488;;+;-;SCO7688;hypothetical protein;5;3;1;1,666666667;0,736965594
;8542150;8543340;;+;-;SCO7705;oxidoreductase;5;3;1;1,666666667;0,736965594
;8550431;8551234;;+;-;SCO7715;hypothetical protein;5;3;1;1,666666667;0,736965594
;8637359;8638123;;+;-;SCO7818;oxidoreductase;5;3;1;1,666666667;0,736965594
;46064;46201;;+;-;SCO0060;hypothetical protein;6;3;1;2;1
;1277625;1278749;;+;-;SCO1206;polyketide synthase;6;3;1;2;1
;1311216;1311851;;+;-;SCO1238;ATP-dependent Clp protease;6;3;1;2;1
;1642515;1642057;;-;-;SCO1535;hypothetical protein;6;3;1;2;1
;2151573;2153399;;+;-;SCO2010;branched-chain amino acid ABC transporter permease;6;3;1;2;1
;5271402;5270746;;-;-;SCO4838;hypothetical protein;6;3;1;2;1
;5357430;5357912;;+;-;SCO4922;hypothetical protein;6;3;1;2;1
;5992283;5992468;;+;-;SCO5505;hypothetical protein;6;3;1;2;1
;6164842;6166377;;+;-;SCO5666;gamma-aminobutyraldehyde dehydrogenase;6;3;1;2;1
;6476991;6475426;;-;-;SCO5911;oligopeptide binding protein;6;3;1;2;1
;6789622;6790572;;+;-;SCO6184;transferase;6;3;1;2;1
;6824153;6825088;;+;-;SCO6211;uricase;6;3;1;2;1
;7188888;7187926;;-;-;SCO6495;dehydrogenase;6;3;1;2;1
