Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;M145;MGM11;qValue;fold;log2(fold)
444441;444441;444671;444688;+;-;SCO0426;hypothetical protein;26;47;0,319131427;0,553191489;-0,854149134
;444752;445588;;+;-;SCO0427;hydrolase;19;25;0,487865013;0,76;-0,395928676
;445611;446144;;+;-;SCO0428;tetR family transcriptional regulator;9;10;1;0,9;-0,152003093
;447161;446214;;-;-;SCO0429;oxidoreductase;9;7;1;1,285714286;0,362570079
;447185;447868;;+;-;SCO0430;tetR family transcriptional regulator;23;26;0,812315285;0,884615385;-0,176877762
;449218;447890;;-;-;SCO0431;hypothetical protein;1;2;1;0,5;-1
;449515;453252;;+;-;SCO0432;peptidase;1;2;1;0,5;-1
453355;453370;454374;454374;+;-;SCO0433;transcriptional regulator;6;36;1,06E-09;0,166666667;-2,584962501
;454546;456195;;+;-;SCO0434;bifunctional PTS system maltose and glucose-specific transporter subunits IICB;6;5;1;1,2;0,263034406
;456192;457397;;+;-;SCO0435;aminotransferase;1;2;1;0,5;-1
;457484;457654;;+;rpmF;SCO0436;50S ribosomal protein L32;25;20;1;1,25;0,321928095
;458695;457670;;-;-;SCO0437;hypothetical protein;15;9;1;1,666666667;0,736965594
;459345;458695;;-;-;SCO0438;pyrrolidone-carboxylate peptidase;14;6;1;2,333333333;1,222392421
;460367;459393;;-;-;SCO0439;hypothetical protein;14;5;1;2,8;1,485426827
;461083;460364;;-;-;SCO0440;hypothetical protein;17;10;1;1,7;0,765534746
461350;461350;462102;;+;-;SCO0441;LamB/YcsF family protein;84;169;6,55E-04;0,49704142;-1,008562014
;462099;462857;;+;-;SCO0442;hypothetical protein;47;72;0,068474892;0,652777778;-0,61533615
;462854;463711;;+;-;SCO0443;hypothetical protein;18;27;0,349649555;0,666666667;-0,584962501
464099;464099;463698;463698;-;-;SCO0444;hypothetical protein;18;50;0,021661347;0,36;-1,473931188
;465502;464207;;-;-;SCO0445;hypothetical protein;1;1;1;1;0
;465861;465496;;-;-;SCO0446;hypothetical protein;1;6;1;0,166666667;-2,584962501
;465990;466436;;+;-;SCO0447;MarR family regulatory protein;17;13;1;1,307692308;0,387023123
;468153;469232;;+;-;SCO0449;solute-binding lipoprotein;1;1;1;1;0
;470304;469315;;-;-;SCO0450;hypothetical protein;4;4;1;1;0
471253;471209;470355;470355;-;-;SCO0451;hypothetical protein;51;81;0,042082672;0,62962963;-0,667424661
471415;471415;472314;472314;+;-;SCO0452;SIR2-like regulatory protein;38;35;1;1,085714286;0,118644496
;472458;473747;;+;-;SCO0453;solute-binding lipoprotein;1;1;1;1;0
;473848;474789;;+;-;SCO0454;binding-protein dependent transport protein;1;2;1;0,5;-1
;474804;475631;;+;-;SCO0455;binding-protein dependent transport protein;2;1;1;2;1
;475628;476671;;+;-;SCO0456;LacI family transcriptional regulator;1;1;1;1;0
;476738;478672;;+;-;SCO0457;hypothetical protein;1;1;1;1;0
;478669;480957;;+;-;SCO0458;Beta-glucosidase;1;1;1;1;0
481007;481012;481791;481791;+;-;SCO0459;hypothetical protein;290;77;4,19E-04;3,766233766;1,913122549
482324;482319;481810;481532;-;-;SCO0460;hypothetical protein;73;194;1,29E-05;0,37628866;-1,410088283
;482456;483325;;+;-;SCO0461;hydrolase;1;1;1;1;0
484267;484267;483338;483241;-;-;SCO0462;oxidoreductase;35;128;1,21E-10;0,2734375;-1,870716983
484318;484318;484932;484998;+;-;SCO0463;hypothetical protein;57;214;9,36E-12;0,26635514;-1,908576972
486670;486670;484973;484973;-;-;SCO0464;hypothetical protein;28;42;0,056301252;0,666666667;-0,584962501
487517;487514;486684;486671;-;-;SCO0465;non-heme chloroperoxidase;97;69;1;1,405797101;0,491388385
;487618;488601;;+;-;SCO0466;AraC family transcription regulator;5;14;1;0,357142857;-1,485426827
;488614;489357;;+;-;SCO0467;hypothetical protein;7;8;1;0,875;-0,192645078
490391;490350;489373;489373;-;-;SCO0468;hypothetical protein;28;38;0,200289977;0,736842105;-0,440572591
;490451;490972;;+;-;SCO0469;hypothetical protein;25;26;1;0,961538462;-0,056583528
;490983;491891;;+;-;SCO0470;hydrolase;5;3;1;1,666666667;0,736965594
;491901;492881;;+;-;SCO0471;AraC family transcription regulator;9;20;1;0,45;-1,152003093
;494263;493055;;-;-;SCO0472;hypothetical protein;9;1;1;9;3,169925001
;495249;494260;;-;-;SCO0473;solute-binding lipoprotein;1;1;1;1;0
;496493;495246;;-;-;SCO0474;lipoprotein;4;1;1;4;2
;497359;496508;;-;-;SCO0475;ABC transporter;2;3;1;0,666666667;-0,584962501
;497375;498133;;+;-;SCO0476;ABC transporter ATP-binding protein;3;1;1;3;1,584962501
;498238;498630;;+;-;SCO0477;hypothetical protein;10;9;1;1,111111111;0,152003093
;499807;498683;;-;-;SCO0478;hypothetical protein;4;5;1;0,8;-0,321928095
;500776;499952;;-;-;SCO0479;phosphatase;13;30;0,041988256;0,433333333;-1,206450877
;500780;501412;;+;-;SCO0480;hypothetical protein;1;1;1;1;0
;501699;502217;;+;-;SCO0481;chitin binding protein;1;7;1;0,142857143;-2,807354922
;502342;503076;;+;-;SCO0482;chitinase;1;1;1;1;0
503474;503474;503073;503073;-;-;SCO0483;hypothetical protein;44;59;0,474676759;0,745762712;-0,423211431
504726;504705;503539;503539;-;-;SCO0484;monooxygenase;7;38;9,50E-10;0,184210526;-2,440572591
504854;504854;505465;505472;+;-;SCO0485;TetR family transcriptional regulator;18;78;9,46E-08;0,230769231;-2,115477217
;506670;505447;;-;-;SCO0486;monooxygenase;18;10;0,615444675;1,8;0,847996907
;506842;507348;;+;-;SCO0487;MarR family transcriptional regulator;18;17;1;1,058823529;0,08246216
507394;507394;510810;510810;+;-;SCO0488;hydrolase;11;25;0,001028116;0,44;-1,184424571
;511035;510823;;-;-;SCO0489;hypothetical protein;291;34;7,78E-23;8,558823529;3,097412502
;511124;512215;512215;+;-;SCO0490;esterase;71;21;0,003772713;3,380952381;1,757429697
513924;513924;512302;;-;-;SCO0491;ABC transporter;70;26;0,123000642;2,692307692;1,428843299
;524920;513989;;-;-;SCO0492;peptide synthetase;80;17;3,03E-04;4,705882353;2,234465254
526783;526783;524978;524978;-;-;SCO0493;ABC-transporter transmembrane protein;186;70;0,200443954;2,657142857;1,409875794
527843;527838;526786;526784;-;-;SCO0494;iron-siderophore binding lipoprotein;529;179;0,353008569;2,955307263;1,563308135
528759;528752;527889;527889;-;-;SCO0495;iron-siderophore ABC-transporter ATP-binding protein;193;125;1;1,544;0,626672753
;529897;528791;528791;-;-;SCO0496;iron-siderophore permease transmembrane protein;89;40;0,403499371;2,225;1,153805336
;530970;529894;;-;-;SCO0497;iron-siderophore permease transmembrane protein;159;67;0,145215386;2,373134328;1,246793765
;532325;530970;;-;-;SCO0498;peptide monooxygenase;275;19;5,17E-101;14,47368421;3,855360295
;532501;533448;;+;-;SCO0499;formyltransferase;217;43;1,27E-08;5,046511628;2,335286478
533785;533773;533534;533517;-;-;SCO0500;hypothetical protein;366;630;0,002300783;0,580952381;-0,78350818
;535764;533812;;-;-;SCO0501;hypothetical protein;4;1;1;4;2
;535974;536408;;+;-;SCO0502;hypothetical protein;21;23;1;0,913043478;-0,131244533
;536532;537512;;+;-;SCO0503;hypothetical protein;2;2;1;1;0
537557;537623;538942;538942;+;-;SCO0504;DEAD/DEAH box helicase;29;76;1,64E-05;0,381578947;-1,389946518
;539123;542131;;+;-;SCO0505;large, multifunctional hypothetical protein;5;8;1;0,625;-0,678071905
542257;542269;543099;543141;+;nadE;SCO0506;NAD synthetase;258;230;0,657850693;1,12173913;0,165737204
;543535;543119;;-;-;SCO0507;hypothetical protein;1;1;1;1;0
543247;543545;544087;544087;+;-;SCO0508;tetR family transcriptional regulator;24;35;0,387763109;0,685714286;-0,544320516
;544194;545717;;+;glpK;SCO0509;glycerol kinase;33;19;0,974036585;1,736842105;0,796466606
;546358;547116;;+;-;SCO0511;dehydrogenase;7;3;1;2,333333333;1,222392421
547743;547743;547135;547135;-;-;SCO0512;regulatory protein;17;59;1,70E-04;0,288135593;-1,795180208
547809;547809;548900;548920;+;-;SCO0513;hypothetical protein;163;171;0,351793437;0,953216374;-0,069124361
548947;548968;549621;549621;+;-;SCO0514;hypothetical protein;31;52;0,086802013;0,596153846;-0,746243408
;550455;551633;;+;-;SCO0516;lipoprotein;1;3;1;0,333333333;-1,584962501
;551918;552115;;+;-;SCO0517;hypothetical protein;1;1;1;1;0
;552094;552351;;+;-;SCO0518;hypothetical protein;3;1;1;3;1,584962501
;553140;552403;;-;-;SCO0519;oxidoreductase;8;16;1;0,5;-1
;553277;553861;;+;-;SCO0520;tetR family transcriptional regulator;20;8;0,162859289;2,5;1,321928095
553892;553892;554473;554473;+;-;SCO0521;TetR family transcriptional regulator;92;124;0,120003882;0,741935484;-0,430634354
;554649;555440;;+;-;SCO0522;oxidoreductase;2;4;1;0,5;-1
;555905;555468;;-;-;SCO0523;transcriptional regulator;5;22;0,014185926;0,227272727;-2,137503524
;555990;556898;;+;-;SCO0524;gluconolactonase;18;15;1;1,2;0,263034406
557029;557029;557844;557844;+;-;SCO0525;hypothetical protein;155;81;0,924218457;1,913580247;0,936274402
557845;557882;558715;558715;+;-;SCO0526;oxidoreductase;93;73;1;1,273972603;0,349334252
559134;559015;558812;558773;-;-;SCO0527;cold shock protein;6624;7710;0,007057558;0,859143969;-0,219028187
;559346;560098;;+;-;SCO0528;lipoprotein;4;2;1;2;1
;561545;560127;;-;-;SCO0529;oxidoreductase;1;1;1;1;0
;562576;561731;;-;-;SCO0530;transcriptional regulator;25;16;1;1,5625;0,64385619
;562803;564071;;+;-;SCO0531;sugar transporter sugar binding protein;1;1;1;1;0
;564141;565049;;+;-;SCO0532;sugar transporter membrane protein;1;2;1;0,5;-1
;565046;565903;;+;-;SCO0533;sugar transporter membrane protein;1;1;1;1;0
;566007;567626;;+;-;SCO0534;beta-hexosaminidase;1;1;1;1;0
;567623;569044;;+;-;SCO0535;hydrolase;1;1;1;1;0
569295;569282;569061;569061;-;-;SCO0536;hypothetical protein;52;111;0,056301252;0,468468468;-1,093976148
;569655;570482;;+;-;SCO0537;hypothetical protein;1;1;1;1;0
;570520;571848;;+;-;SCO0538;sugar transporter sugar binding lipoprotein;1;1;1;1;0
;571863;572813;;+;-;SCO0539;sugar transporter membrane protein;1;1;1;1;0
;572810;573709;;+;-;SCO0540;sugar transport membrane protein;1;1;1;1;0
;573756;575081;;+;-;SCO0541;alpha-galactosidase;1;1;1;1;0
;575351;577984;;+;-;SCO0542;regulatory protein;1;1;1;1;0
578081;578092;579228;579228;+;-;SCO0543;peptidase;91;155;2,35E-05;0,587096774;-0,768329765
579229;579257;580789;580789;+;-;SCO0544;hypothetical protein;28;39;0,118122123;0,717948718;-0,478047297
;580913;583459;;+;-;SCO0545;hypothetical protein;1;1;1;1;0
;586897;583523;;-;-;SCO0546;pyruvate carboxylase;23;13;1;1,769230769;0,823122238
;587988;586987;;-;-;SCO0547;acyltransferase;1;1;1;1;0
;589271;587985;;-;-;SCO0548;3-oxoacyl-ACP synthase;1;1;1;1;0
;589546;589268;;-;-;SCO0549;acyl carrier protein;1;1;1;1;0
589948;590017;590895;590895;+;-;SCO0550;hypothetical protein;4;57;2,05E-43;0,070175439;-3,832890014
;592309;590981;;-;-;SCO0551;histidine kinase;11;21;1;0,523809524;-0,932885804
;593022;592306;;-;-;SCO0552;response regulator;2;7;1;0,285714286;-1,807354922
;593486;593049;;-;-;SCO0553;hypothetical protein;2;1;1;2;1
;595338;593641;;-;-;SCO0554;beta-mannosidase;1;1;1;1;0
;597079;595484;;-;-;SCO0555;membrane-bound oxidoreductase;1;1;1;1;0
;598655;597132;;-;-;SCO0556;hypothetical protein;2;7;1;0,285714286;-1,807354922
598744;598747;599769;599769;+;-;SCO0557;MerR family transcriptional regulator;75;66;0,894394978;1,136363636;0,184424571
599978;599978;599712;599712;-;-;SCO0558;hypothetical protein;13;43;0,027602229;0,302325581;-1,725825037
;601052;600051;;-;-;SCO0559;hypothetical protein;20;8;0,187986689;2,5;1,321928095
603355;603355;601133;601053;-;-;SCO0560;catalase/peroxidase;162;42;0,001059941;3,857142857;1,94753258
603840;603840;603385;603380;-;-;SCO0561;Fe regulatory protein;63;50;1;1,26;0,333423734
;603973;605085;;+;-;SCO0562;hypothetical protein;18;24;0,357442183;0,75;-0,415037499
606586;606555;605122;604744;-;-;SCO0563;hypothetical protein;143;81;0,934680207;1,765432099;0,820021334
;607837;606677;;-;-;SCO0564;hypothetical protein;2;1;1;2;1
;608909;607851;;-;-;SCO0565;polyprenyl synthetase;1;4;1;0,25;-2
609186;609186;608902;;-;-;SCO0566;hypothetical protein;3;30;2,10E-08;0,1;-3,321928095
;609517;610356;;+;-;SCO0567;insertion element transposase;8;15;1;0,533333333;-0,906890596
;611488;610415;;-;-;SCO0568;polyprenyl synthetase;7;18;1;0,388888889;-1,362570079
612106;612106;611984;611984;-;rpmJ;SCO0569;50S ribosomal protein L36;72;111;0,484562258;0,648648649;-0,624490865
612328;612320;612156;612107;-;rpmG;SCO0570;50S ribosomal protein L33;90;125;0,439546075;0,72;-0,473931188
;613754;612426;;-;-;SCO0571;hypothetical protein;33;2;4,73E-31;16,5;4,044394119
615151;615151;613751;;-;-;SCO0572;cytosine permease;52;1;0;52;5,700439718
616107;616107;615154;615154;-;-;SCO0573;hypothetical protein;50;4;6,29E-35;12,5;3,64385619
616253;616253;617086;;+;-;SCO0574;IclR family regulatory protein;37;23;1;1,608695652;0,68589141
;617124;617855;;+;-;SCO0575;peptidase E;158;37;2,82E-05;4,27027027;2,094327383
;618788;617913;;-;-;SCO0576;oxidoreductase;11;4;1;2,75;1,459431619
;619588;618788;;-;-;SCO0577;hypothetical protein;3;1;1;3;1,584962501
;620367;619588;;-;-;SCO0578;triosephosphate isomerase;3;1;1;3;1,584962501
;620879;620367;;-;-;SCO0579;ribose 5-phosphate isomerase;3;1;1;3;1,584962501
;622672;620891;;-;-;SCO0580;dihydroxyacetone kinase;3;2;1;1,5;0,584962501
;624036;622669;;-;-;SCO0581;transporter;9;1;1;9;3,169925001
624273;624273;625034;625069;+;-;SCO0582;transcriptional regulator;102;136;0,065173267;0,75;-0,415037499
;625127;626350;;+;-;SCO0583;cytochrome P450;4;18;1;0,222222222;-2,169925001
;627631;626369;;-;-;SCO0584;cytochrome P450;1;1;1;1;0
;628164;627628;;-;-;SCO0585;ATP/GTP binding protein;1;2;1;0,5;-1
;628588;628247;;-;-;SCO0586;hypothetical protein;1;1;1;1;0
;629058;628600;;-;-;SCO0587;hypothetical protein;2;3;1;0,666666667;-0,584962501
;630912;629185;;-;-;SCO0588;sensor kinase;1;4;1;0,25;-2
;632103;631216;;-;-;SCO0589;LysR family transcriptional regulator;8;14;1;0,571428571;-0,807354922
;632180;633049;;+;-;SCO0590;oxidoreductase;20;7;0,087515961;2,857142857;1,514573173
;633119;633958;;+;-;SCO0591;lysozyme;11;7;1;1,571428571;0,652076697
;634708;633986;;-;-;SCO0592;hypothetical protein;12;10;1;1,2;0,263034406
635706;635706;634879;634879;-;-;SCO0593;hypothetical protein;45;64;0,105395579;0,703125;-0,508146904
;636516;635776;;-;-;SCO0594;methyltransferase;9;20;1;0,45;-1,152003093
;636573;637166;;+;-;SCO0595;hypothetical protein;8;5;1;1,6;0,678071905
637238;637261;637824;637838;+;-;SCO0596;DNA-binding protein;484;321;1;1,507788162;0,59243375
638306;638306;637911;637911;-;-;SCO0597;hypothetical protein;59;47;1;1,255319149;0,328054198
638425;638511;638804;;+;-;SCO0598;anti anti sigma factor;160;338;8,51E-04;0,473372781;-1,078951341
;638801;639730;639732;+;-;SCO0599;regulator of sig8;118;181;0,006312025;0,651933702;-0,617202838
639827;639859;640704;640896;+;-;SCO0600;RNA polymerase sigma factor sig8;632;570;0,06895893;1,10877193;0,148962639
;641762;640719;;-;-;SCO0601;hypothetical protein;1;1;1;1;0
;642012;643133;;+;-;SCO0602;hypothetical protein;1;3;1;0,333333333;-1,584962501
;643179;643880;;+;-;SCO0603;amino transferase;20;15;1;1,333333333;0,415037499
;645101;643926;;-;-;SCO0604;hypothetical protein;11;8;1;1,375;0,459431619
;645297;646232;;+;-;SCO0605;AraC family transcription regulator;3;1;1;3;1,584962501
;646345;647319;;+;-;SCO0606;hypothetical protein;4;3;1;1,333333333;0,415037499
647380;647444;647731;647731;+;-;SCO0607;lipoprotein;387;99;3,00E-04;3,909090909;1,966833136
647732;647887;648765;648875;+;-;SCO0608;regulatory protein;183;64;0,051584283;2,859375;1,515699838
648876;648876;649739;649739;+;-;SCO0609;hypothetical protein;48;35;1;1,371428571;0,455679484
649840;649840;650610;650623;+;-;SCO0610;GntR family transcriptional regulator;22;29;0,474676759;0,75862069;-0,398549376
;650624;651388;;+;-;SCO0611;hypothetical protein;10;17;1;0,588235294;-0,765534746
;651462;651605;;+;-;SCO0612;hypothetical protein;7;11;1;0,636363636;-0,652076697
;651602;652864;;+;-;SCO0613;arginine deiminase;6;6;1;1;0
;653165;652881;;-;-;SCO0614;hypothetical protein;1;1;1;1;0
653448;653448;653906;653906;+;-;SCO0615;hypothetical protein;68;38;0,792862996;1,789473684;0,839535328
;656322;653947;;-;-;SCO0616;hypothetical protein;24;7;0,015248136;3,428571429;1,777607579
658772;658772;656319;;-;-;SCO0617;phosphoketolase;56;18;0,020021678;3,111111111;1,637429921
;659143;660528;;+;-;SCO0618;hypothetical protein;5;4;1;1,25;0,321928095
;660525;661268;;+;-;SCO0619;hypothetical protein;5;9;1;0,555555556;-0,847996907
661615;661607;661329;661294;-;-;SCO0620;hypothetical protein;88;91;0,958778442;0,967032967;-0,048363022
;661707;662291;;+;-;SCO0621;hypothetical protein;6;18;1;0,333333333;-1,584962501
662373;662373;663014;663014;+;-;SCO0622;TetR family transcriptional regulator;47;74;0,077581272;0,635135135;-0,654864514
663067;663067;664686;;+;-;SCO0623;membrane transport protein;57;27;0,513032613;2,111111111;1,078002512
;665773;664769;;-;-;SCO0624;hypothetical protein;4;1;1;4;2
;667096;665816;;-;-;SCO0625;transporter;1;1;1;1;0
;667744;667100;;-;-;SCO0626;hypothetical protein;1;1;1;1;0
;669870;667741;;-;-;SCO0627;ATP-utilizing protein;1;1;1;1;0
;671570;669972;;-;-;SCO0628;hypothetical protein;6;3;1;2;1
;672727;671618;;-;-;SCO0629;transcriptional regulator;2;5;1;0,4;-1,321928095
673450;673403;672882;672882;-;-;SCO0630;acetyltransferase;12;71;1,22E-09;0,169014085;-2,564784619
673633;673633;673451;673451;-;-;SCO0631;hypothetical protein;19;86;0,001142713;0,220930233;-2,178337241
;673733;674317;;+;-;SCO0632;RNA polymerase sigma factor SigK;5;7;1;0,714285714;-0,485426827
;674317;675069;;+;-;SCO0633;hypothetical protein;1;4;1;0,25;-2
;676130;677023;;+;-;SCO0635;hypothetical protein;3;12;1;0,25;-2
;677227;678861;;+;-;SCO0636;ABC transporter ATP-binding protein;3;14;1;0,214285714;-2,222392421
678862;678937;679392;679392;+;-;SCO0637;hypothetical protein;73;110;0,086809171;0,663636364;-0,591535155
;680188;679529;;-;-;SCO0638;lipoprotein;3;1;1;3;1,584962501
681428;681428;680496;680496;-;-;SCO0639;hypothetical protein;33;38;0,491205048;0,868421053;-0,203533394
681863;681863;681435;681429;-;-;SCO0640;hypothetical protein;126;211;0,016217652;0,597156398;-0,743819265
681912;681960;682535;683150;+;-;SCO0641;tellurium resistance protein;2560;2416;0,047475157;1,059602649;0,083523356
;684345;682600;;-;-;SCO0642;hypothetical protein;2;3;1;0,666666667;-0,584962501
;685095;684409;;-;-;SCO0643;cellulose-binding protein;1;1;1;1;0
;687444;685288;;-;-;SCO0644;hypothetical protein;2;1;1;2;1
688611;688567;687554;687554;-;-;SCO0645;Zinc-containing dehydrogenase;43;51;0,302535028;0,843137255;-0,246160587
688679;688679;689263;689268;+;-;SCO0646;TetR family transcriptional regulator;11;39;0,001465426;0,282051282;-1,8259706
;689364;690161;;+;-;SCO0647;short chain oxidoreductase;1;7;1;0,142857143;-2,807354922
;690228;690923;;+;-;SCO0648;methyltransferase;6;23;0,002955575;0,260869565;-1,938599455
;690966;691283;;+;-;SCO0649;gas vesicle synthesis protein;1;1;1;1;0
;691320;691832;;+;-;SCO0650;gas vesicle synthesis-like protein;1;1;1;1;0
;691829;692614;;+;-;SCO0651;gas vesicle synthesis protein;2;1;1;2;1
;692619;692897;;+;-;SCO0652;gas vesicle synthesis protein;1;1;1;1;0
;692894;693445;;+;-;SCO0653;hypothetical protein;2;2;1;1;0
;693442;694416;;+;-;SCO0654;hypothetical protein;1;1;1;1;0
;694441;694785;;+;-;SCO0655;gas vesicle synthesis protein;3;1;1;3;1,584962501
;694782;695624;;+;-;SCO0656;gas vesicle synthesis protein;1;1;1;1;0
;695660;695869;;+;-;SCO0657;gas vesicle synthesis protein;1;1;1;1;0
;695866;696168;;+;-;SCO0658;gas vesicle synthesis protein;1;2;1;0,5;-1
696238;696248;697354;697354;+;-;SCO0659;DeoR family transcriptional regulator;21;40;0,026962391;0,525;-0,929610672
;697480;698811;;+;-;SCO0660;solute-binding lipoprotein;2;2;1;1;0
;698838;699824;;+;-;SCO0661;binding protein dependent transport protein;2;2;1;1;0
;699821;700684;;+;-;SCO0662;binding protein dependent transport protein;6;3;1;2;1
;700681;701712;;+;-;SCO0663;2-hydroxyacid dehydrogenase;4;4;1;1;0
;701709;703604;;+;-;SCO0664;hypothetical protein;11;10;1;1,1;0,137503524
;703750;703977;;+;-;SCO0665;hypothetical protein;7;1;1;7;2,807354922
;704114;706393;;+;-;SCO0666;catalase;30;5;9,03E-09;6;2,584962501
;707329;706448;;-;-;SCO0667;hypothetical protein;3;8;1;0,375;-1,415037499
;708993;707401;;-;-;SCO0668;flavoprotein;2;8;1;0,25;-2
709071;709071;709688;;+;-;SCO0669;TetR family transcriptional regulator;30;35;0,781714876;0,857142857;-0,222392421
;709685;711268;;+;-;SCO0670;glycerol-3-phosphate dehydrogenase;13;9;1;1,444444444;0,530514717
711633;711633;711379;;-;-;SCO0671;hypothetical protein;32;19;0,764170363;1,684210526;0,752072487
711649;711649;712200;712200;+;-;SCO0672;anti-sigma factor antagonist;15;33;0,091105294;0,454545455;-1,137503524
712736;712736;712209;712209;-;-;SCO0673;hypothetical protein;73;123;0,029727963;0,593495935;-0,752689946
;714181;712829;;-;-;SCO0674;endo-1,4-beta-xylanase;1;1;1;1;0
;714374;717028;;+;-;SCO0675;hypothetical protein;1;1;1;1;0
717169;717303;719897;719897;+;-;SCO0676;integral membrane sensor protein;98;92;0,343779015;1,065217391;0,091147888
720032;720032;720874;720874;+;-;SCO0677;chitosanase;35;19;0,70836934;1,842105263;0,881355504
721164;721158;720985;720963;-;-;SCO0678;hypothetical protein;452;436;0,626359746;1,036697248;0,051994638
721248;721248;721463;721472;+;-;SCO0679;hypothetical protein;114;153;0,262910851;0,745098039;-0,424497829
;723039;721495;;-;-;SCO0680;transmembrane efflux protein;7;7;1;1;0
723158;723181;724545;724594;+;-;SCO0681;ferredoxin/ferredoxin-NADP reductase;1075;340;0,304017476;3,161764706;1,660730008
;725013;724639;;-;-;SCO0682;hypothetical protein;15;25;0,444003938;0,6;-0,736965594
;725580;725056;;-;-;SCO0683;hypothetical protein;1;4;1;0,25;-2
;726395;725619;;-;-;SCO0684;hypothetical protein;1;2;1;0,5;-1
;726808;726401;;-;-;SCO0685;hypothetical protein;1;5;1;0,2;-2,321928095
;726845;728068;;+;-;SCO0686;hypothetical protein;20;9;0,264460352;2,222222222;1,152003093
;728924;728130;;-;-;SCO0687;oxidoreductase;16;21;1;0,761904762;-0,392317423
729100;729117;730289;730333;+;-;SCO0688;hypothetical protein;48;67;0,081735035;0,71641791;-0,48112669
;730352;730987;;+;-;SCO0689;oxidoreductase, iron-sulfur binding subunit;22;23;1;0,956521739;-0,064130337
;730984;731976;;+;-;SCO0690;oxidoreductase, molybdopterin binding subunit;8;5;1;1,6;0,678071905
;732005;734134;;+;-;SCO0691;oxidoreductase;7;6;1;1,166666667;0,222392421
;735667;734210;;-;-;SCO0692;hypothetical protein;1;1;1;1;0
735759;735845;736192;736192;+;-;SCO0693;hypothetical protein;14;33;0,137257456;0,424242424;-1,237039197
736254;736312;736503;736503;+;-;SCO0694;hypothetical protein;73;76;1;0,960526316;-0,058102955
736504;736520;737506;737506;+;-;SCO0695;hypothetical protein;46;54;0,319585052;0,851851852;-0,231325546
;738340;737846;;-;-;SCO0696;hypothetical protein;3;3;1;1;0
739875;739875;739510;739425;-;-;SCO0698;hypothetical protein;109;85;1;1,282352941;0,358793389
;740231;739938;;-;-;SCO0699;hypothetical protein;1;12;1;0,083333333;-3,584962501
;742083;740314;;-;-;SCO0700;ABC transporter ATP-binding protein;23;26;0,383810445;0,884615385;-0,176877762
742815;742685;742242;742155;-;-;SCO0701;hypothetical protein;388;284;1;1,366197183;0,450165723
743437;743394;742816;742816;-;-;SCO0702;regulator;643;815;0,006355536;0,788957055;-0,341981322
743483;743575;743802;744244;+;-;SCO0703;regulator;854;972;0,216760246;0,878600823;-0,186720244
745792;745763;744945;744900;-;-;SCO0705;hypothetical protein;580;714;0,003902301;0,81232493;-0,299871174
;747194;745911;;-;-;SCO0706;lipoprotein;1;1;1;1;0
;748387;747191;;-;-;SCO0707;branched-chain amino acid ABC transporter permease;1;1;1;1;0
;749279;748380;;-;-;SCO0708;branched-chain amino acid ABC transporter;1;1;1;1;0
;750076;749276;;-;-;SCO0709;branched-chain amino acid ABC transporter ATP-binding protein;1;1;1;1;0
;750864;750073;;-;-;SCO0710;branched-chain amino acid ABC transporter ATP-binding protein;1;1;1;1;0
;753197;751917;;-;-;SCO0711;hypothetical protein;1;1;1;1;0
;756143;753318;;-;-;SCO0712;transcriptional activator;1;1;1;1;0
;757246;756314;;-;-;SCO0713;lipase;1;1;1;1;0
;757637;758524;758524;+;-;SCO0714;oxidoreductase;12;38;8,03E-04;0,315789474;-1,662965013
;758902;758531;;-;-;SCO0715;hypothetical protein;7;21;1;0,333333333;-1,584962501
;759197;760399;;+;-;SCO0716;glycosyl hydrolase;1;2;1;0,5;-1
;760471;761598;;+;-;SCO0717;hypothetical protein;5;2;1;2,5;1,321928095
;761675;761896;;+;-;SCO0718;hypothetical protein;13;5;1;2,6;1,378511623
;762485;762009;762009;-;-;SCO0719;hypothetical protein;66;31;0,343813128;2,129032258;1,090197809
;764051;762558;;-;-;SCO0720;hypothetical protein;13;9;1;1,444444444;0,530514717
;766594;764216;;-;-;SCO0721;glycosyl transferase;19;7;0,077361655;2,714285714;1,440572591
;767331;766591;;-;-;SCO0722;hydrolase;28;8;0,010575681;3,5;1,807354922
767385;767385;768074;768074;+;frcK;SCO0723;fructose transport system kinase;34;80;0,00212811;0,425;-1,234465254
768426;768426;769367;769367;+;-;SCO0724;transcriptional regulator;68;95;0,06491714;0,715789474;-0,482392767
;769688;770065;;+;-;SCO0725;hypothetical protein;10;32;0,026879315;0,3125;-1,678071905
;770632;770144;770144;-;-;SCO0726;oxidoreductase;39;43;0,837242699;0,906976744;-0,140862536
;771588;770665;;-;-;SCO0727;hypothetical protein;18;23;0,606965948;0,782608696;-0,353636955
;771628;772362;;+;-;SCO0728;regulatory protein;7;20;1;0,35;-1,514573173
772471;772544;772966;773027;+;-;SCO0729;hypothetical protein;43;164;2,97E-08;0,262195122;-1,93128725
;773435;772974;772872;-;-;SCO0730;hypothetical protein;107;206;0,003514201;0,519417476;-0,945033541
;774613;773432;;-;-;SCO0731;transferase;34;29;1;1,172413793;0,229481846
;774765;776129;;+;-;SCO0732;protease;4;6;1;0,666666667;-0,584962501
776424;776388;776203;776016;-;-;SCO0733;hypothetical protein;384;836;5,67E-05;0,459330144;-1,122396631
