Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;M145;MGM10;qValue;fold;log2(fold)
;4923031;4924959;;+;-;SCO4503;long-chain-fatty acid CoA ligase;2;2;1;1;0
;5061090;5059786;;-;-;SCO4634;hydrolase;2;2;1;1;0
;5310356;5309376;;-;-;SCO4878;glycosyltransferase;2;2;1;1;0
;5514323;5515246;;+;-;SCO5072;hydroxylacyl-CoA dehydrogenase;2;2;1;1;0
;5515243;5516232;;+;-;SCO5073;oxidoreductase;2;2;1;1;0
;6115124;6115315;;+;-;SCO5614;transcriptional regulator;2;2;1;1;0
;6568779;6571592;;+;-;SCO5996;hypothetical protein;2;2;1;1;0
;6722506;6723300;;+;-;SCO6117;hypothetical protein;2;2;1;1;0
;6779417;6780604;;+;-;SCO6174;hypothetical protein;2;2;1;1;0
;6894022;6893258;;-;-;SCO6268;histidine kinase;2;2;1;1;0
;6986764;6985856;;-;-;SCO6325;hypothetical protein;2;2;1;1;0
;7300451;7299120;;-;-;SCO6588;hypothetical protein;2;2;1;1;0
;7440206;7438926;;-;-;SCO6690;transmembrane transport protein;2;2;1;1;0
;7440399;7442462;;+;-;SCO6691;phospholipase C;2;2;1;1;0
;7492490;7493788;;+;-;SCO6738;carboxypeptidase;2;2;1;1;0
;7602829;7604424;;+;-;SCO6832;methylmalonyll-CoA mutase;2;2;1;1;0
;7817054;7819447;;+;-;SCO7031;beta-D-xylosidase;2;2;1;1;0
;7985081;7986271;;+;-;SCO7185;branched amino acid binding hypothetical protein;2;2;1;1;0
;8002337;8000799;;-;-;SCO7197;amino acid ABC transporter permease;2;2;1;1;0
;8070834;8071793;;+;-;SCO7259;hypothetical protein;2;2;1;1;0
;8394291;8394704;;+;-;SCO7571;hypothetical protein;2;2;1;1;0
;8647537;8645888;;-;-;SCO7827;transposase;2;2;1;1;0
;94989;95681;;+;-;SCO0117;short chain dehydrogenase;3;2;1;1,5;0,584962501
;141370;141708;;+;-;SCO0151;hypothetical protein;3;2;1;1,5;0,584962501
;255309;254332;;-;-;SCO0266;transcriptional regulator;3;2;1;1,5;0,584962501
;290456;288987;;-;-;SCO0295;transmembrane efflux protein;3;2;1;1,5;0,584962501
;400179;401468;;+;-;SCO0384;hypothetical protein;3;2;1;1,5;0,584962501
;619588;618788;;-;-;SCO0577;hypothetical protein;3;2;1;1,5;0,584962501
;620879;620367;;-;-;SCO0579;ribose 5-phosphate isomerase;3;2;1;1,5;0,584962501
;794467;791981;;-;-;SCO0751;regulatory protein;3;2;1;1,5;0,584962501
;1192610;1191618;;-;-;SCO1133;oxidoreductase, molybdopterin binding subunit;3;2;1;1,5;0,584962501
;1264110;1262509;;-;-;SCO1190;export protein;3;2;1;1,5;0,584962501
;1646910;1645999;;-;-;SCO1537;transport system membrane protein;3;2;1;1,5;0,584962501
;2084380;2081381;;-;-;SCO1948;zinc-binding carboxypeptidase;3;2;1;1,5;0,584962501
;2960928;2960170;;-;-;SCO2716;hypothetical protein;3;2;1;1,5;0,584962501
;3788114;3787911;;-;-;SCO3422;hypothetical protein;3;2;1;1,5;0,584962501
;3824306;3825016;;+;-;SCO3465;hypothetical protein;3;2;1;1,5;0,584962501
;3865052;3863976;;-;-;SCO3498;hypothetical protein;3;2;1;1,5;0,584962501
;4145912;4144272;;-;-;SCO3771;penicillin binding protein;3;2;1;1,5;0,584962501
;4163376;4164320;;+;-;SCO3787;hypothetical protein;3;2;1;1,5;0,584962501
;4450345;4449455;;-;-;SCO4057;transport integral membrane protein;3;2;1;1,5;0,584962501
;4656193;4656891;;+;-;SCO4249;hypothetical protein;3;2;1;1,5;0,584962501
;4656901;4660236;;+;-;SCO4250;hypothetical protein;3;2;1;1,5;0,584962501
;5292421;5293098;;+;-;SCO4864;ECF sigma factor;3;2;1;1,5;0,584962501
;5297330;5296485;;-;-;SCO4868;lipoprotein;3;2;1;1,5;0,584962501
;5300632;5299181;;-;-;SCO4870;hypothetical protein;3;2;1;1,5;0,584962501
;5847081;5845252;;-;-;SCO5376;chitinase C;3;2;1;1,5;0,584962501
;6636346;6634715;;-;-;SCO6043;protease;3;2;1;1,5;0,584962501
;7433569;7437084;;+;-;SCO6688;hypothetical protein;3;2;1;1,5;0,584962501
;7576030;7575359;;-;-;SCO6814;ABC transporter ATP-binding protein;3;2;1;1,5;0,584962501
;7577847;7576036;;-;-;SCO6815;ABC transporter permease;3;2;1;1,5;0,584962501
;7700728;7700261;;-;-;SCO6934;hypothetical protein;3;2;1;1,5;0,584962501
;7770083;7768860;;-;-;SCO6998;cytochrome P450;3;2;1;1,5;0,584962501
;7797124;7792823;;-;-;SCO7015;glycosyl hydrolase;3;2;1;1,5;0,584962501
;8199503;8200009;;+;-;SCO7387;hypothetical protein;3;2;1;1,5;0,584962501
;8230712;8229906;;-;-;SCO7414;hypothetical protein;3;2;1;1,5;0,584962501
;8230865;8232022;;+;-;SCO7415;racemase;3;2;1;1,5;0,584962501
;8264413;8265090;;+;-;SCO7449;hypothetical protein;3;2;1;1,5;0,584962501
;8365387;8364041;;-;-;SCO7542;hypothetical protein;3;2;1;1,5;0,584962501
;8420016;8421062;;+;-;SCO7594;oxidoreductase;3;2;1;1,5;0,584962501
;8422261;8421086;;-;anmK;SCO7595;anhydro-N-acetylmuramic acid kinase;3;2;1;1,5;0,584962501
;8446701;8447144;;+;-;SCO7621;hypothetical protein;3;2;1;1,5;0,584962501
;8466399;8464939;;-;-;SCO7637;endoglucanase;3;2;1;1,5;0,584962501
;8473099;8471876;;-;-;SCO7644;ATP binding protein;3;2;1;1,5;0,584962501
;51539;49821;;-;-;SCO0064;hypothetical protein;4;2;1;2;1
;341909;341370;;-;-;SCO0338;dehydrogenase;4;2;1;2;1
;947027;948310;;+;-;SCO0900;transmembrane efflux protein;4;2;1;2;1
;1423379;1424143;;+;-;SCO1347;hypothetical protein;4;2;1;2;1
;1851848;1852918;;+;-;SCO1734;cellulose-binding protein;4;2;1;2;1
;2998515;2997349;;-;-;SCO2751;hypothetical protein;4;2;1;2;1
;3042359;3040752;;-;-;SCO2786;beta-N-acetylhexosaminidase;4;2;1;2;1
;3201250;3200405;;-;-;SCO2944;sugar transporter membrane protein;4;2;1;2;1
;3819354;3818491;;-;-;SCO3459;hypothetical protein;4;2;1;2;1
;3933089;3931899;;-;-;SCO3557;septum site determining protein;4;2;1;2;1
;3938241;3936946;;-;-;SCO3561;hypothetical protein;4;2;1;2;1
;3968819;3968694;;-;-;SCO3591;small membrane protein;4;2;1;2;1
;4153150;4154442;;+;-;SCO3778;threonyl tRNA synthetase;4;2;1;2;1
;4390122;4390649;;+;-;SCO3995;partial replication initiator protein;4;2;1;2;1
;4648308;4646671;;-;-;SCO4241;proteinase;4;2;1;2;1
;4756150;4756464;;+;-;SCO4341;hypothetical protein;4;2;1;2;1
;4836769;4836101;;-;-;SCO4418;oxidase;4;2;1;2;1
;4857491;4855908;;-;-;SCO4437;sodium-coupled permease;4;2;1;2;1
;5452526;5453623;;+;-;SCO5017;AraC family transcription regulator;4;2;1;2;1
;5539158;5539622;;+;-;SCO5098;hypothetical protein;4;2;1;2;1
;5795157;5795837;;+;-;SCO5324;oxidoreductase;4;2;1;2;1
;5900694;5899804;;-;-;SCO5428;integral membrane transport protein;4;2;1;2;1
;6444587;6445594;;+;-;SCO5888;3-oxoacyl-ACP synthase;4;2;1;2;1
;6605637;6607259;;+;-;SCO6022;hypothetical protein;4;2;1;2;1
;6948589;6949758;;+;-;SCO6289;oxidoreductase;4;2;1;2;1
;7292266;7290122;;-;-;SCO6582;hypothetical protein;4;2;1;2;1
;7451755;7450391;;-;-;SCO6698;3-carboxy-cis,cis-muconate cycloisomerase;4;2;1;2;1
;7844103;7843684;;-;-;SCO7053;hypothetical protein;4;2;1;2;1
;8145319;8143094;;-;-;SCO7332;glycogen branching protein;4;2;1;2;1
;8453968;8454549;;+;-;SCO7627;hypothetical protein;4;2;1;2;1
;8620088;8620228;;+;-;SCO7797;transposase;4;2;1;2;1
;348137;349381;;+;-;SCO0344;GntR family transcriptional regulator;5;2;1;2,5;1,321928095
;370809;371876;;+;-;SCO0366;hypothetical protein;5;2;1;2,5;1,321928095
;823299;822061;;-;-;SCO0774;cytochrome P450;5;2;1;2,5;1,321928095
;1168804;1167998;;-;-;SCO1111;hypothetical protein;5;2;1;2,5;1,321928095
;1279957;1280490;;+;-;SCO1208;hypothetical protein;5;2;1;2,5;1,321928095
2523274;;;2523200;-;-;SCOt10;Val tRNA;5;2;1;2,5;1,321928095
;3602320;3602075;;-;-;SCO3249;acyl carrier protein;5;2;1;2,5;1,321928095
;3804032;3804376;;+;-;SCO3442;hypothetical protein;5;2;1;2,5;1,321928095
;6823172;6823747;;+;-;SCO6209;OHCU decarboxylase;5;2;1;2,5;1,321928095
;6933604;6934464;;+;-;SCO6277;epoxide hydrolase;5;2;1;2,5;1,321928095
;7082535;7083938;;+;-;SCO6415;phenylhydantoinase;5;2;1;2,5;1,321928095
;7334332;7333403;;-;-;SCO6612;hydrolase;5;2;1;2,5;1,321928095
;8506122;8504461;;-;-;SCO7681;AMP-binding ligase;5;2;1;2,5;1,321928095
;8538368;8539246;;+;-;SCO7701;methyltransferase;5;2;1;2,5;1,321928095
;1185632;1186480;;+;-;SCO1129;deacetylase;6;2;1;3;1,584962501
;1840857;1841672;;+;-;SCO1720;ABC-transporter transmembrane protein;6;2;1;3;1,584962501
;2986902;2986705;;-;-;SCO2738;hypothetical protein;6;2;1;3;1,584962501
;3137116;3137664;;+;-;SCO2882;ATP/GTP-binding protein;6;2;1;3;1,584962501
;3526137;3528527;;+;-;SCO3216;integral membrane ATPase;6;2;1;3;1,584962501
;3800455;3799715;;-;-;SCO3437;hypothetical protein;6;2;1;3;1,584962501
;4686358;4687494;;+;-;SCO4271;NADP-dependent alcohol dehydrogenase;6;2;1;3;1,584962501
;5773118;5772612;;-;-;SCO5300;hypothetical protein;6;2;1;3;1,584962501
;6539055;6535912;;-;-;SCO5966;oxidase;6;2;1;3;1,584962501
;6815349;6814657;;-;-;SCO6200;hypothetical protein;6;2;1;3;1,584962501
;7390536;7391201;;+;-;SCO6655;GTP cyclohydrolase II;6;2;1;3;1,584962501
;7678455;7678745;;+;-;SCO6914;hypothetical protein;6;2;1;3;1,584962501
;8035697;8034753;;-;-;SCO7229;hypothetical protein;6;2;1;3;1,584962501
;70777;71235;;+;-;SCO0084;hypothetical protein;7;2;1;3,5;1,807354922
;951217;951522;;+;-;SCO0905;hypothetical protein;7;2;1;3,5;1,807354922
;1046251;1047114;;+;-;SCO0991;hypothetical protein;7;2;1;3,5;1,807354922
;1334793;1335743;;+;-;SCO1264;hydrolase;7;2;1;3,5;1,807354922
;1542226;1542993;;+;-;SCO1445;hypothetical protein;7;2;1;3,5;1,807354922
;2520564;2521025;;+;-;SCO2350;hypothetical protein;7;2;1;3,5;1,807354922
;3584822;3585724;;+;-;SCO3234;phosphotransferase;7;2;1;3,5;1,807354922
;6483675;6484187;;+;-;SCO5916;hypothetical protein;7;2;1;3,5;1,807354922
;6717615;6716656;;-;-;SCO6113;peptide ABC transporter integral membrane protein;7;2;1;3,5;1,807354922
;2474063;2474989;;+;-;SCO2305;ABC transporter ATP-binding protein;8;2;1;4;2
;4903479;4903841;;+;-;SCO4484;hypothetical protein;8;2;1;4;2
;6823744;6824145;;+;-;SCO6210;hypothetical protein;8;2;1;4;2
;7252420;7250906;;-;-;SCO6553;integral membrane efflux protein;8;2;1;4;2
;447161;446214;;-;-;SCO0429;oxidoreductase;9;2;1;4,5;2,169925001
;2997352;2996489;;-;-;SCO2750;hypothetical protein;9;2;1;4,5;2,169925001
;8238961;8239428;;+;-;SCO7424;MarR family transcriptional regulator;9;2;1;4,5;2,169925001
;8451080;8452201;;+;-;SCO7625;monooxygenase;9;2;1;4,5;2,169925001
;5859896;5858868;;-;-;SCO5390;alkanal monooxygenase;10;2;1;5;2,321928095
;1329639;1328719;;-;-;SCO1258;ABC transporter ATP-binding protein;11;2;1;5,5;2,459431619
;4011323;4012942;;+;-;SCO3634;ABC transporter membrane-spanning protein;11;2;1;5,5;2,459431619
;1041692;1043245;;+;-;SCO0987;hypothetical protein;12;2;1;6;2,584962501
;120457;121371;;+;-;SCO0130;beta-lactamase;13;2;1;6,5;2,700439718
;64093;60740;;-;-;SCO0072;hypothetical protein;16;2;1;8;3
;1328716;1327991;;-;-;SCO1257;ABC transporter;16;2;1;8;3
;2036555;2036944;;+;-;SCO1902;hypothetical protein;21;2;1,50E-10;10,5;3,392317423
;3121892;3121344;;-;-;SCO2864;hypothetical protein;43;2;6,72E-38;21,5;4,426264755
;24521;24378;;-;-;SCO0028;hypothetical protein;1;3;1;0,333333333;-1,584962501
;31520;32137;;+;-;SCO0039;hypothetical protein;1;3;1;0,333333333;-1,584962501
;36674;36006;;-;-;SCO0044;oxidoreductase;1;3;1;0,333333333;-1,584962501
;225476;226237;;+;-;SCO0237;oxidoreductase;1;3;1;0,333333333;-1,584962501
;240843;240559;;-;-;SCO0251;hypothetical protein;1;3;1;0,333333333;-1,584962501
;274595;274101;;-;-;SCO0283;hypothetical protein;1;3;1;0,333333333;-1,584962501
;319345;318329;;-;-;SCO0318;oxidoreductase;1;3;1;0,333333333;-1,584962501
;425243;425983;;+;-;SCO0404;2-haloalkanoic acid dehalogenase;1;3;1;0,333333333;-1,584962501
;855884;854802;;-;-;SCO0808;solute-binding lipoprotein;1;3;1;0,333333333;-1,584962501
;950823;951122;;+;-;SCO0904;hypothetical protein;1;3;1;0,333333333;-1,584962501
;1200394;1201473;;+;-;SCO1142;oxidoreductase;1;3;1;0,333333333;-1,584962501
;1312684;1313157;;+;-;SCO1240;hypothetical protein;1;3;1;0,333333333;-1,584962501
;2709167;2708946;;-;-;SCO2511;hypothetical protein;1;3;1;0,333333333;-1,584962501
;2942785;2942904;;+;-;SCO2698;small hydrophilic protein;1;3;1;0,333333333;-1,584962501
;4075130;4074756;;-;-;SCO3694;transcriptional regulator;1;3;1;0,333333333;-1,584962501
;4325990;4326556;;+;-;SCO3930;hypothetical protein;1;3;1;0,333333333;-1,584962501
;4792544;4793374;;+;-;SCO4378;hypothetical protein;1;3;1;0,333333333;-1,584962501
;5170780;5171655;;+;-;SCO4759;hypothetical protein;1;3;1;0,333333333;-1,584962501
;5443213;5443824;;+;-;SCO5005;hypothetical protein;1;3;1;0,333333333;-1,584962501
;5585086;5584655;;-;-;SCO5137;ATP-binding protein;1;3;1;0,333333333;-1,584962501
;5793601;5794470;;+;-;SCO5322;hypothetical protein;1;3;1;0,333333333;-1,584962501
;6767705;6768031;;+;-;SCO6164;hypothetical protein;1;3;1;0,333333333;-1,584962501
;6875083;6876336;;+;-;SCO6253;two-component sensor kinase;1;3;1;0,333333333;-1,584962501
;7053460;7051526;;-;-;SCO6385;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7081657;7082499;;+;-;SCO6414;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7669027;7669404;;+;-;SCO6905;hypothetical protein;1;3;1;0,333333333;-1,584962501
;8262071;8261520;;-;-;SCO7447;acetyltranferase;1;3;1;0,333333333;-1,584962501
;8294744;8295145;;+;-;SCO7482;hypothetical protein;1;3;1;0,333333333;-1,584962501
;8398133;8397789;;-;-;SCO7573;anti-sigma factor antagonist;1;3;1;0,333333333;-1,584962501
;8415273;8414425;;-;-;SCO7589;hypothetical protein;1;3;1;0,333333333;-1,584962501
;8474635;8475174;;+;-;SCO7647;calcium binding protein;1;3;1;0,333333333;-1,584962501
;8613841;8613473;;-;-;SCO7787;hypothetical protein;1;3;1;0,333333333;-1,584962501
;8621285;8621500;;+;-;SCO7800;hypothetical protein;1;3;1;0,333333333;-1,584962501
;39877;40212;;+;-;SCO0050;hypothetical protein;1;3;1;0,333333333;-1,584962501
;421712;422263;;+;-;SCO0400;epimerase;1;3;1;0,333333333;-1,584962501
;630912;629185;;-;-;SCO0588;sensor kinase;1;3;1;0,333333333;-1,584962501
;799944;802766;;+;-;SCO0756;ABC transporter;1;3;1;0,333333333;-1,584962501
;973210;972311;;-;-;SCO0926;hypothetical protein;1;3;1;0,333333333;-1,584962501
;1136689;1135646;;-;-;SCO1075;hypothetical protein;1;3;1;0,333333333;-1,584962501
;1158022;1156289;;-;-;SCO1099;hypothetical protein;1;3;1;0,333333333;-1,584962501
;1703856;1702516;;-;-;SCO1593;transcriptional regulator;1;3;1;0,333333333;-1,584962501
;2654512;2655117;;+;-;SCO2466;hypothetical protein;1;3;1;0,333333333;-1,584962501
;3134618;3136273;;+;-;SCO2879;hypothetical protein;1;3;1;0,333333333;-1,584962501
;3381339;3381094;;-;-;SCO3088;hypothetical protein;1;3;1;0,333333333;-1,584962501
;3608416;3607061;;-;-;SCO3257;plasmid transfer protein;1;3;1;0,333333333;-1,584962501
;3859008;3858421;;-;-;SCO3493;acetyl transferase;1;3;1;0,333333333;-1,584962501
;4354878;4353121;;-;-;SCO3954;short chain dehydrogenase;1;3;1;0,333333333;-1,584962501
;4765553;4763838;;-;-;SCO4349;hypothetical protein;1;3;1;0,333333333;-1,584962501
;5274146;5273376;;-;-;SCO4841;short-chain dehydrogenase;1;3;1;0,333333333;-1,584962501
;5307574;5308020;;+;-;SCO4876;sugar translocase;1;3;1;0,333333333;-1,584962501
;5731309;5734599;;+;-;SCO5271;hypothetical protein;1;3;1;0,333333333;-1,584962501
;6618839;6618177;;-;-;SCO6029;two-component regulator;1;3;1;0,333333333;-1,584962501
;6780609;6781592;;+;-;SCO6175;hypothetical protein;1;3;1;0,333333333;-1,584962501
;6907356;6900898;;-;-;SCO6273;type I polyketide synthase;1;3;1;0,333333333;-1,584962501
;7025536;7024745;;-;-;SCO6364;two-component regulator;1;3;1;0,333333333;-1,584962501
;7911841;7912686;;+;-;SCO7121;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7993470;7994357;;+;-;SCO7190;hypothetical protein;1;3;1;0,333333333;-1,584962501
;8410741;8411814;;+;-;SCO7586;oxidoreductase;1;3;1;0,333333333;-1,584962501
;132693;133520;;+;-;SCO0140;MerR family transcriptional regulator;2;3;1;0,666666667;-0,584962501
;306625;305537;;-;-;SCO0309;amide hydrolase;2;3;1;0,666666667;-0,584962501
;422271;423596;;+;-;SCO0401;glutamate-1-semialdehyde 2,1-aminomutase;2;3;1;0,666666667;-0,584962501
;672727;671618;;-;-;SCO0629;transcriptional regulator;2;3;1;0,666666667;-0,584962501
;698838;699824;;+;-;SCO0661;binding protein dependent transport protein;2;3;1;0,666666667;-0,584962501
;1995057;1994050;;-;-;SCO1860;hypothetical protein;2;3;1;0,666666667;-0,584962501
;2048176;2049129;;+;-;SCO1912;dihydrodipicolinate synthase;2;3;1;0,666666667;-0,584962501
;2575786;2576895;;+;-;SCO2404;sugar-binding receptor;2;3;1;0,666666667;-0,584962501
;2724049;2724603;;+;-;SCO2526;acetyltransferase;2;3;1;0,666666667;-0,584962501
;2891886;2892797;;+;-;SCO2660;sugar transport membrane protein;2;3;1;0,666666667;-0,584962501
;2950351;2951667;;+;-;SCO2708;hypothetical protein;2;3;1;0,666666667;-0,584962501
;2989145;2988198;;-;-;SCO2742;sigma factor;2;3;1;0,666666667;-0,584962501
;3092551;3091946;;-;-;SCO2833;chitin binding protein;2;3;1;0,666666667;-0,584962501
;3313892;3312276;;-;-;SCO3029;L-lactate permease;2;3;1;0,666666667;-0,584962501
;4022119;4021130;;-;-;SCO3643;hypothetical protein;2;3;1;0,666666667;-0,584962501
;4094073;4091950;;-;-;SCO3717;potassium-transporting ATPase subunit B;2;3;1;0,666666667;-0,584962501
;4690572;4690003;;-;-;SCO4274;hypothetical protein;2;3;1;0,666666667;-0,584962501
;4766905;4765553;;-;-;SCO4350;integrase;2;3;1;0,666666667;-0,584962501
;5097010;5096270;;-;-;SCO4666;ABC transporter ATP-binding protein;2;3;1;0,666666667;-0,584962501
;5303406;5302468;;-;-;SCO4873;hypothetical protein;2;3;1;0,666666667;-0,584962501
;5388935;5387898;;-;-;SCO4951;aldoketoreductase;2;3;1;0,666666667;-0,584962501
;5441997;5442938;;+;-;SCO5004;hypothetical protein;2;3;1;0,666666667;-0,584962501
;5918354;5916960;;-;-;SCO5441;hypothetical protein;2;3;1;0,666666667;-0,584962501
;6142261;6142887;;+;-;SCO5644;hypothetical protein;2;3;1;0,666666667;-0,584962501
;6566262;6567074;;+;-;SCO5993;hypothetical protein;2;3;1;0,666666667;-0,584962501
;7166360;7164555;;-;-;SCO6475;oxidoreductase;2;3;1;0,666666667;-0,584962501
;8057268;8057888;;+;-;SCO7248;hypothetical protein;2;3;1;0,666666667;-0,584962501
;8369613;8371214;;+;-;SCO7547;sulfatase;2;3;1;0,666666667;-0,584962501
;8535284;8534142;;-;-;SCO7698;MerR family transcriptional regulator;2;3;1;0,666666667;-0,584962501
;315055;313697;;-;-;SCO0315;decarboxylase;3;3;1;1;0
;676130;677023;;+;-;SCO0635;hypothetical protein;3;3;1;1;0
;997821;994798;;-;-;SCO0948;alpha-mannosidase;3;3;1;1;0
;1264780;1265148;;+;-;SCO1192;hypothetical protein;3;3;1;1;0
;1361564;1363153;;+;-;SCO1290;alkaline phosphatase;3;3;1;1;0
;1563520;1562315;;-;-;SCO1465;hypothetical protein;3;3;1;1;0
;1744680;1743055;;-;-;SCO1630;hypothetical protein;3;3;1;1;0
;3137661;3138893;;+;-;SCO2883;cytochrome P450;3;3;1;1;0
;3644935;3644267;;-;-;SCO3295;oxidoreductase;3;3;1;1;0
;3821387;3822823;;+;-;SCO3462;hypothetical protein;3;3;1;1;0
;3896718;3896197;;-;-;SCO3529;hypothetical protein;3;3;1;1;0
;4033367;4032042;;-;-;SCO3654;two-component system sensor kinase;3;3;1;1;0
;4078692;4077583;;-;-;SCO3698;heavy metal resistance membrane protein;3;3;1;1;0
;5119650;5119892;;+;-;SCO4694;hypothetical protein;3;3;1;1;0
;5238424;5240100;;+;-;SCO4811;hypothetical protein;3;3;1;1;0
;5725804;5726637;;+;-;SCO5266;hypothetical protein;3;3;1;1;0
;6019304;6019987;;+;-;SCO5525;bifunctional urease subunit gamma/beta;3;3;1;1;0
;6376354;6377946;;+;-;SCO5827;transmembrane transport protein;3;3;1;1;0
;6517425;6517973;;+;-;SCO5949;hypothetical protein;3;3;1;1;0
;6584062;6580256;;-;-;SCO6004;ATP/GTP binding protein;3;3;1;1;0
;6739546;6740469;;+;-;SCO6138;transmembrane protein;3;3;1;1;0
;6848969;6850522;;+;-;SCO6227;hypothetical protein;3;3;1;1;0
;7259479;7258619;;-;-;SCO6559;respiratory chain oxidoreductase;3;3;1;1;0
;7301063;7303123;;+;-;SCO6589;elongation factor G;3;3;1;1;0
;7453137;7452364;;-;-;SCO6700;protocatechuate 3,4-dioxygenase subunit beta;3;3;1;1;0
;7688201;7687305;;-;-;SCO6924;DNA-binding protein;3;3;1;1;0
;7841403;7840162;;-;-;SCO7050;D-alanyl-D-alanine carboxypeptidase;3;3;1;1;0
;7928742;7929485;;+;-;SCO7136;hypothetical protein;3;3;1;1;0
;8043439;8043849;;+;-;SCO7235;hypothetical protein;3;3;1;1;0
;8049672;8051294;;+;-;SCO7241;oxidoreductase;3;3;1;1;0
;8180842;8179502;;-;-;SCO7367;membrane efflux protein;3;3;1;1;0
;8323140;8322307;;-;-;SCO7508;hypothetical protein;3;3;1;1;0
;8380679;8382118;;+;-;SCO7558;beta-glucosidase;3;3;1;1;0
;281132;280692;;-;-;SCO0288;hypothetical protein;4;3;1;1,333333333;0,415037499
;436235;437224;;+;-;SCO0419;zinc-binding oxidoreductase;4;3;1;1,333333333;0,415037499
;499807;498683;;-;-;SCO0478;hypothetical protein;4;3;1;1,333333333;0,415037499
;535764;533812;;-;-;SCO0501;hypothetical protein;4;3;1;1,333333333;0,415037499
;700681;701712;;+;-;SCO0663;2-hydroxyacid dehydrogenase;4;3;1;1,333333333;0,415037499
;774765;776129;;+;-;SCO0732;protease;4;3;1;1,333333333;0,415037499
;981558;980917;;-;-;SCO0934;hypothetical protein;4;3;1;1,333333333;0,415037499
;1018838;1018179;;-;-;SCO0965;hypothetical protein;4;3;1;1,333333333;0,415037499
;1084137;1081780;;-;-;SCO1025;hypothetical protein;4;3;1;1,333333333;0,415037499
;1346693;1347289;;+;-;SCO1276;RNA polymerase ECF sigma factor;4;3;1;1,333333333;0,415037499
;1445966;1447180;;+;-;SCO1369;two component system histidine kinase;4;3;1;1,333333333;0,415037499
;1606679;1608931;;+;-;SCO1504;regulator;4;3;1;1,333333333;0,415037499
;2202760;2204337;;+;-;SCO2055;hypothetical protein;4;3;1;1,333333333;0,415037499
;2697708;2693290;;-;-;SCO2499;transport ATPase;4;3;1;1,333333333;0,415037499
;2720170;2719217;;-;-;SCO2522;hypothetical protein;4;3;1;1,333333333;0,415037499
;3004794;3006641;;+;-;SCO2758;beta-N-acetylglucosaminidase;4;3;1;1,333333333;0,415037499
;3583992;3584810;;+;-;SCO3233;hydrolase;4;3;1;1,333333333;0,415037499
;3862690;3861209;;-;-;SCO3496;lyase;4;3;1;1,333333333;0,415037499
;4396546;4395671;;-;-;SCO4001;hypothetical protein;4;3;1;1,333333333;0,415037499
;4584106;4584870;;+;-;SCO4169;oxidoreductase;4;3;1;1,333333333;0,415037499
;4801461;4802204;;+;-;SCO4384;enoyl-CoA hydratase;4;3;1;1,333333333;0,415037499
;5607238;5606015;;-;-;SCO5159;integral membrane transport protein;4;3;1;1,333333333;0,415037499
;6166490;6167689;;+;-;SCO5667;ABC transporter substrate-binding protein;4;3;1;1,333333333;0,415037499
;6233175;6231310;;-;-;SCO5716;peptide transport system peptide binding protein;4;3;1;1,333333333;0,415037499
;6385247;6384501;;-;-;SCO5834;hypothetical protein;4;3;1;1,333333333;0,415037499
;6791786;6792481;;+;-;SCO6186;phosphoheptose isomerase;4;3;1;1,333333333;0,415037499
;6946617;6947423;;+;-;SCO6287;thioesterase II;4;3;1;1,333333333;0,415037499
;6990734;6990537;;-;-;SCO6332;hypothetical protein;4;3;1;1,333333333;0,415037499
;7149468;7150940;;+;-;SCO6461;ADA-like regulatory protein;4;3;1;1,333333333;0,415037499
;7163264;7161921;;-;-;SCO6473;crotonyl CoA reductase;4;3;1;1,333333333;0,415037499
;7192805;7193764;;+;-;SCO6498;hypothetical protein;4;3;1;1,333333333;0,415037499
;7454358;7453156;;-;-;SCO6701;beta-ketoadipyl-CoA thiolase;4;3;1;1,333333333;0,415037499
;7586410;7587975;;+;-;SCO6822;integral membrane efflux protein;4;3;1;1,333333333;0,415037499
;7673991;7672687;;-;-;SCO6908;hypothetical protein;4;3;1;1,333333333;0,415037499
;7887082;7886126;;-;-;SCO7095;hydrolase;4;3;1;1,333333333;0,415037499
;7944414;7943578;;-;-;SCO7150;acetyltransferase;4;3;1;1,333333333;0,415037499
;8064979;8063663;;-;-;SCO7253;hypothetical protein;4;3;1;1,333333333;0,415037499
;8339604;8342117;;+;-;SCO7523;chaperone;4;3;1;1,333333333;0,415037499
;8435734;8434553;;-;-;SCO7607;hydrolase;4;3;1;1,333333333;0,415037499
;8479516;8478902;;-;-;SCO7651;TetR family transcriptional regulator;4;3;1;1,333333333;0,415037499
;269783;270397;;+;-;SCO0278;MutT domain-containing protein;5;3;1;1,666666667;0,736965594
;673733;674317;;+;-;SCO0632;RNA polymerase sigma factor SigK;5;3;1;1,666666667;0,736965594
;760471;761598;;+;-;SCO0717;hypothetical protein;5;3;1;1,666666667;0,736965594
;847649;849232;;+;-;SCO0801;cytochrome P450;5;3;1;1,666666667;0,736965594
;1182421;1181900;;-;-;SCO1125;hypothetical protein;5;3;1;1,666666667;0,736965594
;1854635;1855009;;+;-;SCO1737;hypothetical protein;5;3;1;1,666666667;0,736965594
